player_name,team,position,2025,last30
Garrett Mitchell,MIL,OF,-9.792659222078713,
Jared Young,NYM,1B/OF/DH,-9.821046636296893,
Victor Mesa Jr.,MIA,OF,-9.8568478568453,
Everson Pereira,TBR,OF,-9.923880225258634,
Kevin Newman,DET,2B/3B/SS,-9.929368198798121,
Esteury Ruiz,LAD,OF,-10.001322300728274,
Jason Heyward,,OF,-10.021397149941857,
Tyler Wade,SDP,2B/3B/OF,-10.085085496906695,
Jordan Lawlar,ARI,2B/3B/SS/DH,-10.087867172266316,
Travis Jankowski,NYM,OF/DH,-10.13572587844373,
Emmanuel Rivera,BAL,1B/3B,-10.217126398605465,
Seth Brown,,1B/OF,-10.237383550973947,
Sean Bouchard,COL,OF,-10.279746989108872,
Brice Matthews,HOU,2B/3B,-10.28889922757503,
Jerar Encarnacion,SFG,OF,-10.332926847442033,
Enmanuel Valdez,PIT,1B/2B,-10.396293527009044,
Ji Hwan Bae,PIT,OF,-10.398725041677777,
Nick Martini,OAK,OF/DH,-10.412253448686814,
Triston Casas,BOS,1B,-10.424099120326757,
Stuart Fairchild,TBR,OF,-10.439059695855184,
Anthony Seigler,MIL,3B,-10.494305192760732,
Alex Freeland,LAD,2B/3B,-10.499220967601474,
Mason McCoy,SDP,SS,-10.502215477824102,
Dominic Fletcher,CHW,OF,-10.54540167974041,
Garrett Hampson,,2B/OF,-10.546640571267805,
Jose Azocar,NYM,OF,-10.574810734237202,
Daz Cameron,MIL,OF,-10.60111275715665,
Mark Canha,,1B/OF/DH,-10.601563476068034,
Orlando Arcia,COL,2B/3B/SS,-10.6031387864248,
Dairon Blanco,KCR,OF,-10.606618648140598,
Josh Rojas,,2B/3B,-10.611630997865916,
Brendan Rodgers,HOU,2B,-10.638230780423235,
Luis Vazquez,BAL,1B/2B/3B/SS/DH,-10.657609595700514,
Dustin Harris,TEX,OF/DH,-10.710586603218145,
Petey Halpin,CLE,OF,-10.767652764699484,
Kevin Pillar,,OF,-10.78391276143972,
Tim Elko,CHW,1B,-10.786250129923053,
Kevin Alcantara,CHC,OF/DH,-10.815015693583883,
Owen Caissie,CHC,OF/DH,-10.823949932268278,
Brewer Hicklen,PHI,OF,-10.837528139193685,
Tim Anderson,,SS,-10.9248495807363,
Tyler Black,MIL,1B/OF/DH,-10.940195650938836,
Denzer Guzman,LAA,SS,-10.976260762631037,
Jarred Kelenic,ATL,OF,-10.988184834417984,
Pablo Reyes,,1B/2B/3B/SS/OF/DH,-11.01345963062457,
Cavan Biggio,LAA,1B/2B/3B/OF,-11.028718007574007,
Jose Siri,NYM,OF,-11.053447303951547,
Bob Seymour,TBR,1B,-11.057658176384578,
Jose Barrero,BAL,2B/3B/SS/OF,-11.106362696802943,
Nick Yorke,PIT,2B,-11.134025749608874,
Matt Gorski,LAD,1B/OF,-11.135330709441556,
Michael Siani,STL,OF,-11.182116175426842,
Zack Gelof,OAK,2B,-11.197843604673842,
Connor Joe,CIN,1B/OF,-11.234869532820662,
Manuel Margot,,OF,-11.252711003604972,
David Villar,,1B/3B/DH,-11.25838619592643,
Jack WInkler,MIA,1B/2B/3B/SS,-11.271670180573036,
Oliver Dunn,MIL,3B,-11.297092894702372,
Gage Workman,DET,3B/SS/DH,-11.337758153743149,
Billy McKinney,TEX,OF/DH,-11.339883318256035,
Rece Hinds,CIN,OF,-11.362307665280749,
Ryan Kreidler,PIT,SS,-11.371785071768327,
Rhylan Thomas,SEA,OF,-11.374428406874127,
Jacob Amaya,CHW,SS,-11.420284752131147,
Jacob Hurtubise,HOU,OF,-11.437432528660977,
Jace Jung,DET,3B,-11.471881145098047,
Corey Julks,CHW,OF,-11.50203257981533,
Trenton Brooks,SDP,1B/OF/DH,-11.514770948749995,
Greg Jones,HOU,OF,-11.51636470213194,
Justin Dean,LAD,OF,-11.51636470213194,
Jonathan Ornelas,ATL,2B/3B/SS/OF,-11.520055463212906,
Jorge Barrosa,ARI,OF,-11.525581871224556,
Scott Kingery,LAA,2B/SS/OF,-11.530022195725612,
Billy Cook,PIT,1B/OF,-11.542507527066185,
Kenedy Corona,HOU,OF,-11.563488961699505,
Steward Berroa,MIL,OF,-11.570420032293766,
Nick Maton,,1B/2B/3B/OF/DH,-11.576542702804417,
Nick Ahmed,,SS,-11.587079729953501,
Zac Veen,COL,OF,-11.60562775787751,
Cal Stevenson,,OF,-11.661162908382364,
Jhostynxon Garcia,BOS,OF/DH,-11.674618555015405,
Ryan Noda,BAL,1B,-11.704659293254242,
Grant McCray,SFG,OF,-11.74692894833486,
Oscar Gonzalez,,OF/DH,-11.758827223956875,
Akil Baddoo,DET,OF,-11.77620463930028,
Drew Avans,MIL,OF,-11.815316400813296,
Trey Lipscomb,WSN,3B,-11.815531715630067,
Ryan Bliss,SEA,2B,-11.8269449623079,
Samad Taylor,SEA,OF,-11.830897775828836,
Eddie Rosario,,OF,-11.830897775828836,
Jeimer Candelario,NYY,1B/3B/DH,-11.832098220230856,
Jordyn Adams,BAL,OF,-11.833916708821091,
Jorbit Vivas,NYY,2B/3B,-11.834373546195444,
Sergio Alcantara,ARI,3B/SS,-11.835465012593371,
Vimael Machin,BAL,3B,-11.849234790271865,
Jose Miranda,MIN,3B/DH,-11.864427831476513,
Ryan Vilade,CIN,OF,-11.88193417299841,
Adael Amador,COL,2B,-11.902833014882724,
Will Brennan,CLE,OF,-11.902915607631723,
Nicky Lopez,CHC,2B/SS,-11.933155688202424,
Tirso Ornelas,SDP,OF/DH,-11.943515291160502,
Luken Baker,LAD,DH,-11.959676063842762,
Bryce Eldridge,SFG,1B/DH,-11.96004919213283,
Andres Chaparro,WSN,1B/DH,-11.966749695083001,
Leo Jimenez,TOR,2B/SS,-11.986352275461769,
Bobby Dalbec,KCR,1B,-12.000567228344421,
Tsung-Che Cheng,PIT,2B/SS,-12.00668780205561,
Bryan Ramos,CHW,3B,-12.010879608995793,
Bryan De La Cruz,NYY,OF/DH,-12.029898703132377,
Will Wilson,CLE,2B/3B/DH,-12.030645926037739,
Alan Trejo,TEX,2B/3B/SS/DH,-12.074340244054586,
Vinny Capra,CHW,3B,-12.114330825298833,
Hunter Renfroe,,OF,-12.119268762374782,
Jonah Bride,MIN,1B/3B/DH,-12.204612310777316,
Carson McCusker,MIN,OF/DH,-12.21982980795414,
Shay Whitcomb,HOU,3B,-12.236846725620051,
Will Robertson,CHW,OF,-12.25323482335569,
Keston Hiura,COL,1B/2B/DH,-12.342747686330553,
Greg Allen,BAL,OF,-12.347585077207803,
Tristan Peters,TBR,OF,-12.368566511841111,
Carter Kieboom,LAA,1B,-12.400070341496788,
Logan Davidson,LAA,1B/2B/3B/DH,-12.505667592207233,
C.J. Alexander,LAD,1B/3B/OF/DH,-12.518385375120076,
MJ Melendez,KCR,OF,-12.552544399164207,
Owen Miller,COL,1B/2B/3B/DH,-12.586864783279248,
Yuli Gurriel,SDP,1B/DH,-12.649490293950521,
Cam Devanney,PIT,3B,-12.754224944662848,
J.D. Davis,,1B,-12.762009433038806,
Jon Singleton,HOU,1B,-12.762009433038806,
David Banuelos,BAL,DH,-12.83980000988786,
Donovan Walton,PHI,2B,-12.916492521937407,
Tyler Callihan,CIN,2B/OF,-12.937473956570726,
Michael Stefanic,TOR,2B,-12.971927766763267,
Justin Foscue,TEX,1B/2B/DH,-12.978073640099504,
Coco Montes,TBR,2B/3B/OF,-12.991529286732547,
Trevor Rogers,BAL,P,-13.014041732342347,
Connor Kaiser,ARI,2B,-13.065202865789846,
Cesar Prieto,STL,2B/DH,-13.068097062504174,
Tristin English,ARI,1B,-13.081942566353483,
Luis Guillorme,,2B/3B,-13.13122592056895,
Chad Stevens,LAA,2B/3B,-13.15824522118677,
Niko Kavadas,LAA,DH,-13.341392646305557,
Nick Solak,PIT,1B/2B/OF,-13.353468378274572,
Kris Bryant,COL,DH,-13.44512118789911,
Buddy Kennedy,TOR,1B/2B/3B/DH,-13.454177986875873,
Aaron Schunk,COL,2B,-13.545689331296307,
Tarik Skubal,DET,SP,40.947240147080045,
Garrett Crochet,BOS,SP,35.87248303158403,
Paul Skenes,PIT,SP,34.25265745893856,
Aroldis Chapman,BOS,RP,34.1797579722645,
Edwin Diaz,NYM,RP,31.822687777084468,
Zack Wheeler,PHI,SP,29.02330498365595,
Nathan Eovaldi,TEX,SP,28.827864178274037,
Yoshinobu Yamamoto,LAD,SP,28.06680458902743,
Josh Hader,HOU,RP,27.613164463316227,
Andres Munoz,SEA,RP,27.609601075359212,
Bryan Woo,SEA,SP,26.65522937315245,
Freddy Peralta,MIL,SP,26.587822575469648,
Hunter Brown,HOU,SP,26.469672063492755,
Jhoan Duran,PHI,RP,24.981241711282497,
David Bednar,NYY,RP,24.82967985173833,
Robert Suarez,SDP,RP,24.412444442308473,
Jacob deGrom,TEX,SP,23.868771177063305,
Mason Miller,SDP,RP,23.797902125392728,
Cristopher Sanchez,PHI,SP,23.477514516056555,
Cade Smith,CLE,RP,22.878733894762526,
Nick Pivetta,SDP,SP,22.356297812047323,
Trevor Rogers,BAL,SP,21.860819298940495,
Trevor Megill,MIL,RP,21.665746359726324,
Emilio Pagan,CIN,RP,21.58481199850945,
Carlos Rodon,NYY,SP,21.52197868327964,
Chris Sale,ATL,SP,21.04918084178836,
Adrian Morejon,SDP,RP,20.997850599945508,
Carlos Estevez,KCR,RP,20.899724198908693,
Kenley Jansen,LAA,RP,20.174914605157966,
Hunter Greene,CIN,SP,19.981965855541016,
Max Fried,NYY,SP,19.454462005497316,
Ronny Henriquez,MIA,RP,19.178976358018236,
Jeff Hoffman,TOR,RP,18.56067911669183,
Raisel Iglesias,ATL,RP,18.49074952447561,
Shawn Armstrong,TEX,SP/RP,18.25179778725183,
Joe Ryan,MIN,SP,18.15319485222827,
Abner Uribe,MIL,RP,17.317596617816935,
Dennis Santana,PIT,RP,16.96157882634101,
Pete Fairbanks,TBR,RP,16.78301126969611,
Logan Gilbert,SEA,SP,16.57929746734075,
Bryan Abreu,HOU,RP,16.497050526802003,
Garrett Whitlock,BOS,RP,16.105457107093706,
Randy Rodriguez,SFG,RP,16.058924080094236,
Brandon Woodruff,MIL,SP,15.530645905400982,
Gabe Speier,SEA,RP,15.266784817081968,
Will Vest,DET,RP,15.265459399904337,
Emmet Sheehan,LAD,SP,15.021852889070157,
Matt Svanson,STL,RP,14.650734074321385,
Brad Keller,CHC,RP,14.314483840223751,
Garrett Cleavinger,TBR,RP,14.119186389896862,
Alex Vesia,LAD,RP,13.807225422335854,
Jason Adam,SDP,RP,13.494715847164125,
Emmanuel Clase,CLE,RP,13.435188932606929,
Phil Maton,TEX,RP,13.43042363933617,
Braydon Fisher,TOR,RP,13.121752443933493,
Daniel Palencia,CHC,RP,13.03030074626111,
Kyle Finnegan,DET,RP,12.97363129459739,
Nolan McLean,NYM,SP,12.925870636731906,
Shelby Miller,MIL,RP,12.866574901174387,
Edwin Uceta,TBR,RP,12.669943187760886,
Drew Rasmussen,TBR,SP,12.618398735835646,
Spencer Schwellenbach,ATL,SP,12.375240536431859,
Steven Okert,HOU,RP,12.176815956193119,
Devin Williams,NYY,RP,12.168233931287384,
Aaron Ashby,MIL,RP,11.948265682279434,
Jeremiah Estrada,SDP,RP,11.74574736694764,
Bennett Sousa,HOU,RP,11.686864786101129,
Eduard Bazardo,SEA,RP,11.627744172595857,
Cade Horton,CHC,SP,11.405483926193678,
Andrew Kittredge,CHC,RP,11.036286508158748,
Kris Bubic,KCR,SP,11.023982849832764,
Logan Webb,SFG,SP,10.464524394721204,
Caleb Thielbar,CHC,RP,10.125983770620202,
Bryan King,HOU,RP,10.123332673656058,
Luke Weaver,NYY,RP,10.016116206058157,
Blake Snell,LAD,SP,9.992672949826922,
Matt Strahm,PHI,RP,9.859311750645476,
Tyler Glasnow,LAD,SP,9.768045642838885,
Eric Lauer,TOR,SP,9.697072632450494,
Nick Lodolo,CIN,SP,9.537047025353548,
Drew Pomeranz,CHC,RP,9.325619048555005,
Riley O'Brien,STL,RP,9.159239388732015,
JoJo Romero,STL,RP,9.028959508078996,
Shohei Ohtani,LAD,SP,9.011720118793468,
Matthew Boyd,CHC,SP,8.996645321074391,
Fernando Cruz,NYY,RP,8.914132982043832,
Tony Santillan,CIN,RP,8.814830792777698,
Jared Koenig,MIL,RP,8.805868515634845,
Jack Dreyer,LAD,SP,8.774433884154622,
Tanner Banks,PHI,RP,8.65422031780626,
Jesus Luzardo,PHI,SP,8.579836145363856,
Pablo Lopez,MIN,SP,8.530778258377204,
Robert Garcia,TEX,RP,8.411348022783883,
Anthony Bender,MIA,RP,8.405663560850853,
Dylan Lee,ATL,RP,8.334810847476934,
Andrew Abbott,CIN,SP,8.14932786393075,
Jordan Leasure,CHW,RP,8.120529914905475,
Calvin Faucher,MIA,RP,8.07546445214152,
Camilo Doval,NYY,RP,8.052911463182939,
Tyler Rogers,NYM,RP,8.043112331272877,
Justin Sterner,OAK,RP,8.025740494431691,
Lucas Erceg,KCR,RP,7.973833061107416,
Tyler Mahle,TEX,SP,7.970952143981519,
Hurston Waldrep,ATL,SP,7.896934181718823,
Cameron Schlittler,NYY,SP,7.710595805691025,
Kevin Gausman,TOR,SP,7.700725898965218,
Jacob Webb,TEX,RP,7.510361062346086,
Orion Kerkering,PHI,RP,7.4301257427022005,
Gavin Williams,CLE,SP,7.426992978685861,
Brant Hurter,DET,SP/RP,7.411563040710662,
Matt Brash,SEA,RP,7.370712854436017,
Greg Weissert,BOS,RP,7.351147572100385,
Seranthony Dominguez,TOR,RP,7.335053914737886,
Cole Ragans,KCR,SP,7.212240263904688,
Brendon Little,TOR,RP,7.045309070216431,
Ryan Walker,SFG,RP,6.988629873561038,
Eury Perez,MIA,SP,6.93323471707958,
Noah Cameron,KCR,SP,6.9163221578087315,
Cole Winn,TEX,RP,6.820949132789374,
Danny Coulombe,TEX,RP,6.7543526386492765,
Lake Bachar,MIA,RP,6.722375623292297,
Bryan Baker,TBR,RP,6.703074640466771,
Corbin Burnes,ARI,SP,6.53869818234221,
Shane Bieber,TOR,SP,6.468430795064995,
Ranger Suarez,PHI,SP,6.453567251685525,
Joey Cantillo,CLE,SP,6.420297085600036,
Isaac Mattson,PIT,RP,6.328772054347186,
Louie Varland,TOR,SP/RP,6.2914111253766505,
Braxton Ashcraft,PIT,SP/RP,6.198596742456047,
Brock Stewart,LAD,RP,6.17805168645443,
Nick Mears,MIL,RP,6.13822601031193,
Ian Seymour,TBR,SP/RP,6.0290016076941315,
Brandon Walter,HOU,SP,6.009499249594139,
Victor Vodnik,COL,RP,5.964366483214452,
Hunter Gaddis,CLE,RP,5.670624752772367,
Troy Melton,DET,RP,5.635582486332292,
Jacob Misiorowski,MIL,SP,5.5659806192743355,
Tanner Scott,LAD,RP,5.515239134325543,
Reid Detmers,LAA,RP,5.4341070989004026,
Michael King,SDP,SP,5.417541063680404,
Steven Matz,BOS,SP/RP,5.394448009201148,
Luis Morales,OAK,SP,5.377789222874898,
Clarke Schmidt,NYY,SP,5.255829244859137,
Merrill Kelly,TEX,SP,5.254852245722802,
Taylor Clarke,KCR,RP,5.248932032803018,
Edward Cabrera,MIA,SP,5.128576457575521,
Chris Martin,TEX,RP,4.961029214141988,
Matt Festa,CLE,RP,4.953426134796056,
Yariel Rodriguez,TOR,SP/RP,4.916925673849423,
Parker Messick,CLE,SP,4.831622770080346,
Jacob Lopez,OAK,SP,4.817772264142783,
Pierce Johnson,ATL,RP,4.75439084631389,
Shota Imanaga,CHC,SP,4.740730712684114,
Tyler Holton,DET,SP,4.693658148887323,
Tylor Megill,NYM,SP,4.669770058883859,
Jimmy Herget,COL,RP,4.666440928231489,
Reese Olson,DET,SP,4.440952633966474,
Chase Lee,DET,RP,4.435410514856387,
Anthony Banda,LAD,RP,4.424635471952623,
Tyler Kinley,ATL,RP,4.376661989046574,
Mike Vasil,CHW,RP,4.313201948588691,
David Morgan,SDP,RP,4.304773223249968,
Cade Gibson,MIA,RP,4.296899380321742,
Ryan Helsley,NYM,RP,4.26677915418696,
Ryne Nelson,ARI,SP,4.204620661451312,
Justin Wrobleski,LAD,SP/RP,4.171785327340732,
Mason Fluharty,TOR,RP,4.143159966811265,
Grant Taylor,CHW,RP,4.121015075618112,
Brock Burke,LAA,RP,4.112796782417723,
George Kirby,SEA,SP,3.990665195861338,
Justin Wilson,BOS,RP,3.974232802692589,
Johan Oviedo,PIT,SP,3.9523429731764286,
Jalen Beeks,ARI,RP,3.9455307001378968,
Keegan Akin,BAL,RP,3.890436756940016,
Jameson Taillon,CHC,SP,3.860169246393756,
Griffin Jax,TBR,RP,3.7850665364673626,
Brennan Bernardino,BOS,SP/RP,3.7673260728137423,
Jackson Perkins,OAK,RP,3.6849394938307976,
Chris Flexen,,SP/RP,3.683621932764547,
John Curtiss,ARI,RP,3.6354538987231857,
Tyler Gilbert,CHW,SP/RP,3.3116762364690264,
Chase Burns,CIN,SP/RP,3.239170836959256,
Huascar Brazoban,NYM,RP,3.213981717429751,
Reed Garrett,NYM,RP,3.213029324841501,
Elvis Alvarado,OAK,RP,3.208730990636834,
Michael Kelly,OAK,RP,3.173055003606285,
Ryan Pepiot,TBR,SP,3.102231306785367,
Kodai Senga,NYM,SP,3.09520736295797,
Chase Shugart,PIT,RP,3.092666786902579,
Ronel Blanco,HOU,SP,3.0499456021101556,
Robbie Ray,SFG,SP,2.9302932449474026,
Max Kranick,NYM,RP,2.919535055894606,
Kirby Yates,LAD,RP,2.870069220866915,
Kyle Leahy,STL,RP,2.6693813302311176,
Javier Assad,CHC,SP,2.5772869389348823,
Jakob Junis,CLE,RP,2.5030256321027675,
Grant Anderson,MIL,RP,2.4739323034403906,
Tyler Phillips,MIA,SP/RP,2.32451399778898,
Eric Orze,TBR,RP,2.298004213749236,
Clayton Kershaw,LAD,SP,2.293089703565216,
Jacob Latz,TEX,SP,2.2755254890738774,
DL Hall,MIL,SP/RP,2.262239316938247,
John Schreiber,KCR,RP,2.1031657054937654,
Ryan Weathers,MIA,SP,2.095234180438694,
Hogan Harris,OAK,RP,2.0928286584105793,
Sean Newcomb,OAK,SP,2.0024113645091433,
Ryan Zeferjahn,LAA,RP,1.995601580808731,
Wandy Peralta,SDP,RP,1.9801588549236255,
Taylor Rogers,CHC,RP,1.9798487376185778,
Quinn Priester,MIL,SP,1.9697818616345635,
Caleb Ferguson,SEA,RP,1.9093759092724976,
Steven Cruz,KCR,RP,1.8407646402929132,
Sonny Gray,STL,SP,1.8059296439878862,
Kody Funderburk,MIN,RP,1.799202266804388,
Ian Hamilton,NYY,RP,1.6245766865682298,
Juan Mejia,COL,RP,1.5830483327837788,
Jonathan Bowlan,KCR,RP,1.57872080235245,
Ben Lively,CLE,SP,1.4277717923504274,
Daysbel Hernandez,ATL,RP,1.3309007982314358,
Martin Perez,CHW,SP,1.3193929446474764,
Graham Ashcraft,CIN,RP,1.2624014787586733,
Dietrich Enns,BAL,RP,1.2595747457963409,
Kolby Allard,CLE,SP/RP,1.231677906571229,
Steven Wilson,CHW,RP,1.2140013061127737,
Aaron Bummer,ATL,RP,1.1610765822632774,
Ryan Thompson,ARI,RP,1.073517938464912,
Scott Barlow,CIN,RP,1.0,
Casey Mize,DET,SP,1.0,
Luis Castillo,SEA,SP,0.949380578798048,
AJ Smith-Shawver,ATL,SP,0.9024871917613734,
Cristian Javier,HOU,SP,0.8561399316010055,
Framber Valdez,HOU,SP,0.7609174219550016,
Tony Gonsolin,LAD,SP,0.7528605030900457,
Tim Hill,NYY,RP,0.721009021866724,
Jose A. Ferrer,WSN,RP,0.6364129510074782,
Griffin Canning,NYM,SP,0.5934954941914424,
Mark Leiter Jr.,NYY,RP,0.56372894430099,
Daniel Lynch IV,KCR,SP/RP,0.5464390995830102,
Mason Englert,TBR,RP,0.4472073983115804,
Shane Smith,CHW,SP,0.36552665495978665,
Michael Soroka,CHC,SP,0.3617505528435755,
Enyel De Los Santos,HOU,RP,0.11938736233125513,
Luke Jackson,SEA,RP,-0.0495898902302101,
Landon Knack,LAD,SP/RP,-0.05142853126501623,
Ryan Bergert,KCR,SP,-0.07181701946686747,
Chad Patrick,MIL,SP,-0.18478954895300692,
Cole Sands,MIN,RP,-0.2492661089188768,
Brady Singer,CIN,SP,-0.31125453182048446,
Joey Lucchesi,SFG,RP,-0.37846219064265885,
Ryan Yarbrough,NYY,SP/RP,-0.560116130357077,
Luis Gil,NYY,SP,-0.6033685216796607,
Tim Herrin,CLE,RP,-0.887547726003697,
Brenan Hanifee,DET,RP,-0.9133569470875262,
Kaleb Ort,HOU,RP,-0.942141174780257,
Seth Halvorsen,COL,RP,-1.0657929009127693,
Carmen Mlodzinski,PIT,SP,-1.082495881461354,
Sean Manaea,NYM,SP,-1.122037351186505,
Anthony DeSclafani,,RP,-1.144720082532674,
Yuki Matsui,SDP,RP,-1.1517675724807135,
Ben Casparius,LAD,RP,-1.1692304295519165,
Lou Trivino,PHI,RP,-1.2093250416104402,
Tyler Ferguson,OAK,RP,-1.2672336802643467,
Joe Boyle,TBR,SP/RP,-1.324932369123399,
Simeon Woods Richardson,MIN,SP,-1.447368773683559,
Kyle Hart,SDP,SP/RP,-1.4560059356591615,
Mike Burrows,PIT,SP,-1.4832619799127236,
Jack Leiter,TEX,SP,-1.5245371519436817,
Luis Garcia,LAA,RP,-1.5294080290582923,
Hunter Dobbins,BOS,SP,-1.6014686871000463,
Gregory Soto,NYM,RP,-1.6514493604071148,
Jose Butto,SFG,RP,-1.6801702992055358,
Richard Fitts,BOS,SP,-1.7823014195288396,
Angel Zerpa,KCR,RP,-1.8883260378755624,
Lucas Giolito,BOS,SP,-1.9016783772092207,
Tobias Myers,MIL,SP/RP,-1.9251229707863384,
Jackson Jobe,DET,SP,-2.0031743501637873,
David Festa,MIN,SP,-2.0145181245124815,
Roki Sasaki,LAD,SP,-2.021628786039266,
Kyle Nicolas,PIT,RP,-2.059996335347799,
Hoby Milner,TEX,RP,-2.1000379414712462,
Connor Brogdon,LAA,RP,-2.316573564885746,
Trent Thornton,SEA,RP,-2.367993270130665,
Yu Darvish,SDP,SP,-2.382559678136525,
Dylan Cease,SDP,SP,-2.451269983283922,
Cade Cavalli,WSN,SP,-2.5231321223277074,
Cole Henry,WSN,RP,-2.543094030486877,
Tommy Kahnle,DET,RP,-2.5501868486132664,
Stephen Kolek,KCR,SP,-2.646096455503848,
Tristan Beck,SFG,RP,-2.6491963018682023,
Ryan Pressly,,RP,-2.7281557431313663,
Adrian Houser,TBR,SP,-2.947212041234033,
Casey Legumina,SEA,RP,-2.9703477576058193,
Brandon Eisert,CHW,RP,-3.0308949991042775,
Luis L. Ortiz,CLE,SP,-3.0645584065394944,
Carson Seymour,SFG,RP,-3.109125950791812,
Grant Holmes,ATL,SP,-3.165752204792236,
Max Meyer,MIA,SP,-3.3267558623571025,
Mick Abel,MIN,SP,-3.455443385063088,
Rafael Montero,DET,RP,-3.489552103617233,
Brayan Bello,BOS,SP,-3.5000663067280167,
Max Lazar,PHI,RP,-3.698469981814142,
Justin Topa,MIN,RP,-3.7940234069820242,
Kevin Kelly,TBR,RP,-4.006644571371309,
Jake Bird,NYY,RP,-4.018759652754853,
Jack Flaherty,DET,SP,-4.195674010354453,
Mason Montgomery,TBR,RP,-4.211082789734828,
Janson Junk,MIA,SP,-4.222567211070295,
Hayden Birdsong,SFG,SP/RP,-4.225606293992409,
Spencer Bivens,SFG,RP,-4.577683961975931,
Ryne Stanek,NYM,RP,-4.62299833320885,
Scott Blewett,BAL,RP,-4.7485178348206745,
Lyon Richardson,CIN,RP,-4.773883950945571,
Carlos Vargas,SEA,RP,-4.847323438484954,
Chad Green,,RP,-4.860808855292493,
Yoendrys Gomez,CHW,SP/RP,-5.052181657543765,
Gordon Graceffo,STL,RP,-5.0579590060807025,
Landen Roupp,SFG,SP,-5.118261267098728,
Chris Bassitt,TOR,SP,-5.257310253551819,
Max Scherzer,TOR,SP,-5.497047374732079,
Frankie Montas,NYM,SP,-5.697676733658866,
Yennier Cano,BAL,RP,-5.7490264121593615,
Clay Holmes,NYM,SP,-5.758084635484982,
Slade Cecconi,CLE,SP,-5.810189962826432,
MacKenzie Gore,WSN,SP,-5.854197516782733,
Brent Suter,CIN,SP/RP,-5.855561905372803,
J.T. Ginn,OAK,SP,-5.900807107516445,
Colin Rea,CHC,SP,-6.1070017828014445,
Jordan Romano,PHI,RP,-6.154487207196265,
Marcus Stroman,,SP,-6.182133661397605,
Logan Evans,SEA,SP,-6.229484096846064,
Zack Littell,CIN,SP,-6.255356164770833,
Joe Ross,CHC,SP/RP,-6.275512146736043,
Paul Blackburn,NYY,SP/RP,-6.394564057093244,
Jason Alexander,HOU,SP,-6.408308042943451,
Michael McGreevy,STL,SP,-6.9801099319819935,
Tanner Bibee,CLE,SP,-7.006489415384353,
Spencer Strider,ATL,SP,-7.051069337693519,
Sam Long,KCR,RP,-7.143950363899524,
Jeffrey Springs,OAK,SP,-7.176169099938521,
Dean Kremer,BAL,SP,-7.506718127336196,
Zebby Matthews,MIN,SP,-7.610223265377238,
Jose Quintana,MIL,SP,-7.61368788533089,
Keider Montero,DET,SP,-7.844325197244089,
Caleb Boushley,TBR,RP,-7.914991684352936,
Aaron Civale,CHC,SP,-8.23152981741234,
Seth Lugo,KCR,SP,-8.295161542141157,
Jose Urena,LAA,SP/RP,-8.295880495136455,
Kumar Rocker,TEX,SP,-8.502119810647995,
Jake Woodford,ARI,RP,-8.512660360932141,
John King,STL,RP,-8.913823702390502,
Michael Wacha,KCR,SP,-9.136969882976212,
Will Warren,NYY,SP,-9.175543320584891,
Genesis Cabrera,MIN,RP,-9.200365115977,
Shinnosuke Ogasawara,WSN,RP,-9.205371846966239,
Carlos Hernandez,CLE,RP,-9.2716992115313,
Colton Gordon,HOU,SP,-9.872204894105467,
George Soriano,MIA,RP,-10.410212343927533,
Shane Baz,TBR,SP,-10.800948202477716,
Brad Lord,WSN,SP,-10.844106354218962,
Zach Eflin,BAL,SP,-10.911847754813397,
Aaron Nola,PHI,SP,-10.969461193922792,
Tyler Alexander,CHW,SP,-11.169447440904632,
Valente Bellozo,MIA,SP,-11.187555352159835,
Justin Verlander,SFG,SP,-11.211447985080287,
Jose Berrios,TOR,SP,-11.568169617012993,
Matthew Liberatore,STL,SP,-11.701664442479911,
Davis Martin,CHW,SP,-11.872832372348407,
Emerson Hancock,SEA,SP,-11.957068668359323,
Lance McCullers Jr.,HOU,SP,-12.117668321331125,
Jackson Rutledge,WSN,RP,-12.261713320172563,
Michael Lorenzen,KCR,SP,-12.262893580389045,
Bowden Francis,TOR,SP/RP,-12.314217687489222,
Mitch Spence,OAK,SP,-12.391627593560084,
Carlos Carrasco,ATL,SP,-12.41176578570328,
Brandon Young,BAL,SP,-12.44018402979331,
Jorge Alcala,STL,RP,-12.534855082160595,
Sean Burke,CHW,SP,-12.673578026495283,
Ben Brown,CHC,SP,-12.75651031137851,
Nick Martinez,CIN,SP,-12.802825761156353,
Mitch Keller,PIT,SP,-13.004243758836754,
JP Sears,SDP,SP,-13.165041943322313,
Bailey Falter,KCR,SP,-13.235811883280324,
David Peterson,NYM,SP,-13.29296831873299,
Tanner Gordon,COL,SP,-13.305906822646817,
Zac Gallen,ARI,SP,-13.499245490665754,
Yusei Kikuchi,LAA,SP,-13.558128043232081,
Jose Soriano,LAA,SP,-13.613468983492774,
Ryan Gusto,MIA,SP,-13.818358974141146,
Ryan Rolison,COL,RP,-14.24657295960209,
Bryce Miller,SEA,SP,-14.343365745591521,
Taijuan Walker,PHI,SP,-14.356057445713926,
Randy Vasquez,SDP,SP,-14.361830515389695,
Dustin May,BOS,SP,-15.081602307485717,
Tanner Houck,BOS,SP,-15.173682879062898,
Cade Povich,BAL,SP,-15.219034786370962,
Patrick Corbin,TEX,SP,-15.496056406966005,
