player_name,team,lastmonth_stuff+,lastmonth_location+,lastmonth_pitching+
Hunter Greene,CIN,116.45617817069025,95.31534172050323,109.7815600136008
Steven Cruz,KCR,122.40872093023255,100.43906976744186,120.65895348837212
Braydon Fisher,TOR,103.33826530612245,105.76112244897959,110.82030612244897
Emilio Pagán,CIN,106.80429530201344,86.11127516778525,94.07422818791946
Jhoan Duran,MIN,125.98276595744682,84.77276595744681,112.55510638297875
Tony Santillan,CIN,95.27154827968923,94.14702552719201,88.39317425083242
Brad Keller,CHC,104.09027689873416,93.40792721518987,98.64014240506329
Shawn Armstrong,TEX,110.40345238095237,101.41749999999999,104.74130952380953
Raisel Iglesias,ATL,87.43825,100.53896428571427,92.46976428571429
Michael McGreevy,STL,89.95744146981627,111.9872619422572,100.62154435695537
Gregory Soto,BAL,114.74147727272728,84.47044191919193,94.74315656565656
Emmanuel Clase,CLE,121.4801388888889,109.65156250000001,128.52961805555552
Emmet Sheehan,LAD,101.4953125,102.6209375,106.0403125
Landen Roupp,SFG,94.1523076923077,105.29746898263028,100.00074441687345
Aaron Ashby,MIL,114.2029452418926,97.08716108452951,107.64476209463052
Lyon Richardson,CIN,92.45937888198759,103.32837344720498,97.50357142857142
Justin Verlander,SFG,104.07044900800557,84.8656122520014,87.01708318830491
Braxton Ashcraft,PIT,107.52959641255605,100.54376681614349,105.77408071748879
Grant Taylor,CHW,98.3250786516854,128.54921348314608,128.66116853932584
Garrett Whitlock,BOS,90.39628099173554,118.1311570247934,107.09983471074379
Tyler Mahle,TEX,90.88402985074626,113.87126865671642,103.89947761194028
Abner Uribe,MIL,119.48505070993916,104.93994590939825,122.15156186612575
Brandon Eisert,CHW,81.9732493249325,104.21844284428443,90.52508550855086
Ryan Brasier,CHC,94.26174757281554,101.60621359223302,93.84252427184467
Yoshinobu Yamamoto,LAD,94.89504015263874,109.08663850265728,106.6907179582252
Griffin Canning,NYM,90.00783507509566,93.57130032550968,86.18414939181086
Jesús Luzardo,PHI,102.04042363296291,102.90042316353102,104.2794764758377
Jordan Leasure,CHW,103.95393301435405,86.79836363636363,92.48095693779904
Ryne Nelson,ARI,107.00490540007884,101.77336962948364,106.46070309420575
Jordan Romano,PHI,107.69151515151516,101.35903030303031,108.10436363636362
Jimmy Herget,COL,93.13205425723159,106.12149043961432,97.67451544369996
Kyle Freeland,COL,98.64170370370371,105.56214814814814,103.15555555555555
Devin Williams,NYY,115.85144536991669,97.41604115629593,114.9999118079373
Chase Burns,CIN,103.1227160493827,113.3125925925926,120.65333333333334
Corbin Burnes,ARI,101.49583815028902,116.21156069364162,119.79942196531792
Bryce Elder,ATL,90.01841341784899,103.11491378217472,99.18569481946624
Pete Fairbanks,TBR,111.2603418803419,99.90615384615387,106.22666666666667
Brendon Little,TOR,125.93876106194692,77.15982300884956,108.21637168141594
Jacob Misiorowski,MIL,127.89077844311379,88.08634730538922,117.62335329341316
Nick Lodolo,CIN,109.34736842105262,105.39830663615562,106.86929061784896
Yennier Cano,BAL,105.34489523809522,119.71417142857142,122.35818571428568
Jack Dreyer,LAD,100.22678178963892,95.78665620094192,95.26748822605965
Brandon Walter,HOU,97.39012257405516,102.98261884183232,97.22298577826668
Michael Soroka,WSN,93.79510230179028,97.07576157999434,90.52754665151085
Andrés Muñoz,SEA,120.36639344262295,83.26622950819672,100.34409836065574
Isaac Mattson,PIT,100.34562962962963,101.3071111111111,101.90933333333332
Sam Bachman,LAA,101.60434782608696,110.15217391304348,112.0663768115942
Steven Wilson,CHW,99.22189393939395,103.64728354978355,104.1538852813853
Paxton Schultz,TOR,93.5671921182266,87.44029556650246,85.71290640394088
Manuel Rodríguez,TBR,107.1829213483146,98.48202247191011,108.1505617977528
Jameson Taillon,CHC,91.35525049367641,106.91898849093295,98.38698071647146
Jalen Beeks,ARI,96.142695035461,95.77758865248228,90.83078014184397
Zack Littell,TBR,86.04038986354776,105.38241715399612,95.83723196881093
Luke Jackson,TEX,96.64400885935771,107.33063122923588,106.48629014396455
Kyle Backhus,ARI,104.24493827160494,91.45283950617284,88.68320987654322
Hogan Harris,ATH,92.18520634920634,95.73549206349206,84.76196825396826
Victor Vodnik,COL,96.79173642252117,109.86181863477829,111.76942700548082
J.T. Ginn,ATH,107.70677966101695,112.91016949152542,120.27627118644068
Logan Allen,CLE,94.20326633165827,96.13361809045226,91.23120603015074
Caleb Thielbar,CHC,112.04467647058824,101.47513235294117,111.09478676470589
Hunter Strickland,LAA,94.98336283185841,99.84657522123891,95.01853392330385
Sean Reynolds,SDP,100.2659375,96.8180208333333,97.56927083333333
Dennis Santana,PIT,100.00675496688741,105.41933774834438,101.30211920529801
Eric Orze,TBR,103.6165693130399,94.1743233237351,96.0454792266557
Mason Miller,ATH,116.49445255474453,89.62773722627736,109.18321167883211
Ryan Helsley,STL,127.83127272727275,97.01066666666667,121.85684848484848
Jose Quintana,MIL,84.63087214930049,95.66507347809649,81.11150552584671
Jack Flaherty,DET,99.83205240174672,95.94672489082967,94.02248908296944
Brock Stewart,MIN,114.14673484848485,108.51432196969695,122.2467064393939
Calvin Faucher,MIA,110.76810703185701,100.99898407148406,110.31770007770005
Zebby Matthews,MIN,103.0633918128655,99.24900584795323,102.71040935672514
Carlos Hernández,- - -,109.53971014492754,104.86057971014493,114.92753623188406
Frankie Montas,NYM,103.09725,91.70150000000001,98.793
Andre Granillo,STL,99.50395833333334,108.09375,110.815625
Drew Pomeranz,CHC,100.77823770491803,114.98573770491804,115.59573770491804
Gabe Speier,SEA,113.35048192771085,107.84072289156627,114.15807228915664
Dylan Dodd,ATL,98.92307692307692,103.50442307692308,102.39653846153848
Kolby Allard,CLE,84.9748076923077,104.5308653846154,87.47000000000001
Enyel De Los Santos,ATL,92.830082815735,115.90320910973085,106.96715320910972
Ben Casparius,LAD,110.96184927690831,110.6531614629381,121.71152247251267
Valente Bellozo,MIA,94.43664597390914,96.80014394961763,87.36086189833559
Justin Martinez,ARI,110.55432926829268,69.08682926829269,84.02079268292682
Ian Hamilton,NYY,99.09574050294275,88.88172926698769,87.9635623327983
Cal Quantrill,MIA,89.87073505609197,102.95714907629625,91.84651336719317
Shane Baz,TBR,105.06130778402661,95.00710989512083,103.57361772643597
Greg Weissert,BOS,100.10417224880383,85.57720574162678,86.93925358851675
Cade Gibson,MIA,98.96576470588235,94.83564705882354,93.44776470588235
Brenan Hanifee,DET,97.93741379310345,99.94258620689655,98.61362068965519
Brock Burke,LAA,100.84072916666668,99.16906250000001,99.09586805555556
Anthony Banda,LAD,104.8676404494382,99.42370786516852,98.33943820224718
Anthony Veneziano,MIA,104.92097262667444,107.50461269656378,107.98506697728597
Tommy Kahnle,DET,94.47774936461386,92.79378611925708,91.63309012707722
Rafael Montero,ATL,98.0264584178499,112.43771602434077,111.25686409736306
Fernando Cruz,NYY,99.90348148148149,83.82751851851852,89.94081481481481
Eduard Bazardo,SEA,102.86547263681592,109.17601990049748,104.92527363184078
Shohei Ohtani,LAD,122.3982608695652,82.15869565217392,99.07608695652173
Matt Festa,CLE,98.7702937062937,82.68940559440559,81.20784615384616
Danny Coulombe,MIN,105.09611832611833,98.05760461760462,94.16493506493507
Paul Blackburn,NYM,97.78574900723738,107.04494040650133,106.40497747508309
Tyler Alexander,- - -,100.36634230503796,107.33042097998617,105.93877156659765
Tylor Megill,NYM,103.0840352303523,90.72301626016261,91.37106504065041
Mason Fluharty,TOR,118.05401869158878,88.06869158878504,103.11084112149533
Spencer Bivens,SFG,98.95062930186823,111.14154867256636,107.49194198623404
Jason Alexander,HOU,93.1635789473684,99.96168421052633,95.10568421052632
Robert Garcia,TEX,97.18456204379562,96.08580291970803,93.33231751824817
Michael Kopech,LAD,115.54867469879517,83.06506024096385,97.08795180722893
Luis Severino,ATH,107.336734006734,97.47622895622897,103.42104377104378
Lucas Erceg,KCR,105.27531531531531,93.53225225225226,94.95567567567568
Mason Englert,TBR,98.94441176470589,111.81264705882353,109.40117647058823
Tomoyuki Sugano,BAL,92.02668192219679,100.51194508009154,97.14549199084666
Jakob Junis,CLE,91.5508943089431,103.30571544715445,95.12344715447155
Clay Holmes,NYM,106.62433782231966,99.47128677314959,103.77045286564359
Justin Topa,MIN,94.88454123112659,98.51466898954703,93.90862950058073
JoJo Romero,STL,110.79104591836733,96.94298469387755,105.4216581632653
Ryan Yarbrough,NYY,98.35696624110115,99.48573748235039,92.49527918480997
Kyle Harrison,SFG,95.4461325764512,115.83649789415858,103.11609412195568
Tyler Kinley,COL,109.95766355140186,94.96084112149532,102.95504672897198
Cole Sulser,TBR,94.70526315789472,105.78947368421052,106.83473684210527
Brennan Bernardino,BOS,107.05002597402597,84.24981818181818,91.37480519480519
Slade Cecconi,CLE,92.36217261820681,105.38763602062949,96.83414345377669
Matt Bowman,BAL,105.62028985507249,87.27333333333334,93.21130434782609
José Fermin,LAA,117.69142857142855,115.38785714285713,131.72571428571428
Kevin Gausman,TOR,100.43852319357717,102.71046520963425,103.89317038358608
Tyler Gilbert,CHW,97.79528089887638,112.87460674157303,97.12112359550561
John Schreiber,KCR,103.50595238095238,117.655,116.62166666666666
Bryan Baker,BAL,104.06955555555554,102.85788888888888,105.77422222222222
Tim Herrin,CLE,92.33047619047619,92.16685714285713,89.0352380952381
José Ureña,- - -,96.54794117647059,119.91764705882353,112.4885294117647
Juan Mejia,COL,103.51120944656488,94.90868320610687,96.18075858778627
Sean Newcomb,ATH,101.76340082644627,100.58940702479339,95.9297396694215
Robert Stephenson,LAA,123.456,120.75199999999998,125.14133333333332
Nathan Eovaldi,TEX,95.76358974358973,60.946666666666665,60.09589743589743
Gavin Williams,CLE,96.76655935613681,95.51766599597586,93.77975855130786
Logan Evans,SEA,92.12985269114286,107.87152815413046,103.22082384334286
Casey Legumina,SEA,105.66337209302324,103.38244186046511,104.27116279069764
Colin Selby,BAL,102.12333333333335,108.71500000000002,111.09333333333335
Shane Smith,CHW,97.0987442372411,92.48845347894151,91.32851500674961
Elvis Alvarado,ATH,109.65645161290324,100.99806451612903,108.88612903225805
Lake Bachar,MIA,98.33197183098594,87.31732394366198,86.86901408450704
DL Hall,MIL,87.8904970733067,85.73626684010036,80.37735947226611
Ryan Pressly,CHC,92.33531614487417,105.01911602209944,101.3104481276857
Brant Hurter,DET,112.80256684491981,86.24495034377387,92.84226890756304
Easton Lucas,TOR,108.68202898550726,97.32869565217392,104.10028985507246
Shelby Miller,ARI,102.03157509157509,112.5584249084249,112.10679487179488
Jared Shuster,CHW,94.85529731830547,112.67280994947532,104.90833268558103
Owen White,CHW,92.8072575450316,91.71536442800905,88.47183108672311
Michael Kelly,ATH,115.59982142857143,90.29499999999999,101.7807142857143
Blade Tidwell,NYM,115.86945945945946,89.39945945945945,105.8191891891892
Kevin Kelly,TBR,111.8344966442953,103.61758389261745,111.00697986577181
Dedniel Núñez,NYM,107.82994697773064,110.86366914103924,117.8854506892895
Nick Burdi,BOS,100.21545454545453,89.54227272727273,90.68363636363637
Zach Eflin,BAL,91.2183468627045,105.6658672741078,96.86013896596948
Jesus Tinoco,MIA,98.2604155844156,124.07906493506495,119.52768831168831
Mike Vasil,CHW,102.4209125856336,95.53191528034029,97.48713187617027
Joey Lucchesi,SFG,100.75192982456142,93.7336842105263,97.83894736842105
Ryan Weathers,MIA,105.67369265306124,92.97014530612246,100.90361551020409
Jack Perkins,ATH,104.14521739130436,88.70391304347827,96.40391304347825
Chris Devenski,NYM,104.36465116279071,115.68837209302325,121.14418604651162
Riley O'Brien,STL,116.0193257359924,103.9250332383666,120.64112060778726
Kyle Nicolas,PIT,102.48275862068965,90.89862068965517,97.78724137931034
Bailey Falter,PIT,97.06439323388366,96.22637852906745,94.69309257458103
Gordon Graceffo,STL,87.9725641025641,116.57974358974359,109.38384615384616
Brent Suter,CIN,106.83940828402368,93.86153846153846,99.18319526627218
George Soriano,MIA,109.90166666666666,100.325,107.12166666666667
Yerry De los Santos,NYY,99.707376344086,97.52828673835127,96.09060931899641
Tyler Zuber,NYM,102.95414634146341,103.35170731707318,94.8180487804878
Matt Gage,DET,95.84924403855909,96.68711314053779,99.03914764079147
Cole Winn,TEX,104.42550015449582,77.77871732413224,83.47898506540324
Camilo Doval,SFG,102.37795348837209,100.36167441860462,104.28111627906975
José Castillo,NYM,107.40632183908045,98.12517241379308,101.79264367816093
Yariel Rodríguez,TOR,107.12573033707864,102.37348314606743,111.80539325842697
Connor Phillips,CIN,110.27823529411765,90.72764705882352,100.39117647058823
Shawn Dubin,HOU,91.67625730994152,92.51122807017543,87.53391812865496
Chris Roycroft,STL,115.096031372549,103.36663529411766,108.2691137254902
Easton McGee,MIL,99.99860465116281,120.08093023255815,115.69255813953488
Evan Sisk,KCR,102.765,85.19176020408165,84.68637755102041
Chris Flexen,CHC,83.11280265339967,100.1423438363737,81.45971807628523
Bryan Hoeing,SDP,88.22380952380952,78.84476190476191,71.71619047619048
Connor Seabold,TBR,90.04969696969697,82.91969696969697,76.57545454545455
Michael Darrell-Hicks,PIT,104.97500000000001,74.7,68.94333333333334
Luis García,LAD,106.6511111111111,114.56296296296296,120.56888888888889
Yaramil Hiraldo,BAL,93.09636363636363,76.55363636363637,82.88090909090907
Chase Petty,CIN,78.082,32.446,22.006
Austin Cox,ATL,112.03789473684209,119.64526315789475,122.23894736842105
Tayler Scott,ARI,90.48815499999999,91.911245,80.95313499999999
Bryan Woo,SEA,101.36567022954266,108.11951463115471,109.5815980374978
Cole Sands,MIN,95.35764583333334,112.75202083333333,107.37691666666667
Jacob Webb,TEX,97.35719251336897,104.32026069518716,99.89778743315506
Juan Morillo,ARI,111.4073289183223,85.93049889624723,97.90709933774833
Joey Wentz,- - -,92.21254161490683,100.41481739130437,92.93967453416148
Justin Hagenman,NYM,95.94923076923077,126.43846153846155,126.37846153846155
Jose A. Ferrer,WSN,105.96791878172591,114.02426395939085,118.60477157360408
Aaron Bummer,ATL,104.46244897959184,82.73482993197281,86.15918367346939
Caleb Freeman,CHW,102.42941176470588,123.87647058823529,109.40705882352941
Weston Wilson,PHI,39.11972222222223,121.09194444444444,65.415
Sawyer Gipson-Long,DET,98.06024590163936,108.91565573770491,105.33532786885246
Connor Brogdon,LAA,100.98277227722772,104.47118811881188,106.01346534653464
Justin Bruihl,TOR,111.99454545454546,102.25575757575757,117.24181818181819
Mark Leiter Jr.,NYY,84.93881263616558,107.57510167029776,99.7152505446623
Angel Chivilli,COL,92.9090909090909,62.12727272727273,62.27272727272727
Tanner Banks,PHI,109.55068181818183,106.23840909090909,109.99863636363635
Jackson Kowar,SEA,99.0967310522443,106.85946835908756,101.04946927888155
Christian Montes De Oca,ARI,93.40695652173912,113.3104347826087,108.48434782608695
Will Klein,LAD,110.45939393939395,104.37515151515152,112.3290909090909
Scott Effross,NYY,131.33142857142857,240.34571428571425,249.15142857142857
Michael Petersen,ATL,122.30315789473686,115.91684210526316,133.67473684210526
Ezequiel Duran,TEX,31.6,106.84,46.9
Jose Herrera,ARI,44.56333333333333,96.45333333333333,54.39000000000001
Graham Ashcraft,CIN,126.09253731343281,105.50985074626865,131.1786567164179
Steven Okert,HOU,121.15375172413795,107.25784827586209,122.40680689655173
Ben Brown,CHC,100.06382078815679,97.44675562389956,96.48940789199332
Justin Slaten,BOS,93.49833333333335,88.50611111111112,86.81055555555557
Sam Aldegheri,LAA,88.21510204081632,90.24530612244897,79.25102040816326
Wikelman González,CHW,92.58870588235294,79.18517647058823,73.51788235294119
Ian Gibaut,CIN,84.67928122192274,103.09874213836476,91.85272237196764
Andrew Chafin,WSN,96.68966666666667,85.80846296296296,79.97661111111111
Freddy Tarnok,MIA,88.84313364055299,85.98838709677419,72.49585253456222
Seth Johnson,PHI,85.762,110.94500000000001,105.62199999999999
Willie MacIver,ATH,41.54888888888889,83.84888888888888,37.92888888888889
Bradgley Rodriguez,SDP,85.0368,47.672,46.958400000000005
Michael Fulmer,CHC,92.6895238095238,103.8790476190476,101.57333333333334
Didier Fuentes,ATL,113.47264367816094,103.2944827586207,116.28988505747128
Dustin May,LAD,100.11808880465684,91.59165136542082,92.76787630604133
Jake Palisch,CHW,85.17,103.49666666666667,82.16166666666666
Trevor Richards,KCR,100.74236842105263,111.0442105263158,107.23526315789472
Luke Williams,ATL,36.22,69.56,17.94
JT Brubaker,NYY,93.76833333333335,99.155,97.16666666666667
Jake Rogers,DET,45.580000000000005,120.22666666666667,84.22
Justin Garza,NYM,98.09222222222222,96.65206718346252,97.340826873385
Colton Gordon,HOU,101.08506589147288,109.89348837209303,107.51288229974159
Jack Little,LAD,99.99885714285715,83.36228571428572,82.03542857142858
Taylor Rogers,CIN,103.39553571428573,97.94285714285714,95.84946428571428
Noah Davis,LAD,98.27806451612904,53.05870967741935,51.4083870967742
Ian Seymour,TBR,86.90928571428573,81.53785714285716,72.7242857142857
Sam Long,KCR,85.36060606060605,74.93272727272726,65.05393939393939
Bryce Jarvis,ARI,81.30701754385964,106.21157894736842,92.46631578947368
César Salazar,HOU,23.429090909090906,42.34272727272726,-23.09363636363636
David Morgan,SDP,112.06066152597404,84.54260899814471,90.47228925092766
Miguel Castro,CHW,73.30947368421052,111.70315789473685,83.76315789473684
Zack Kelly,BOS,112.21675482093664,96.37519146005509,106.96244628099177
Craig Kimbrel,ATL,94.4923076923077,99.38923076923076,116.66769230769229
Nate Pearson,CHC,100.85268292682927,65.78146341463415,72.98731707317073
Joey Cantillo,CLE,86.86238095238096,114.96190476190478,104.94714285714288
Jorge López,WSN,102.70333333333333,87.05333333333333,89.14916666666666
Nick Sandlin,TOR,108.3915,101.71700000000001,108.80699999999999
Hunter Dobbins,BOS,98.916105735365,100.67925851777703,101.03599673747821
Lou Trivino,LAD,102.05983781918563,100.79165200138026,104.77897342995169
Dane Dunning,TEX,85.79135135135135,97.85513513513513,83.3162162162162
Tanner Gordon,COL,91.25316455696202,105.3539240506329,88.27063291139241
Ryan Walker,SFG,110.81894736842106,100.46947368421051,108.57473684210528
Tanner Rainey,PIT,103.11568181818183,55.84704545454545,58.50272727272728
Luis Vázquez,BAL,41.58,40.44,-26.72
Alec Burleson,STL,46.02,8.88,-30.26
Kirby Yates,LAD,90.19645833333334,111.79895833333332,99.50895833333334
George Kirby,SEA,94.84482225300091,116.67355817174514,110.80282825484765
Paul Gervase,TBR,91.71039999999999,69.6752,68.23200000000001
Jared Young,NYM,53.17818181818182,74.0690909090909,41.88727272727273
Edwin Uceta,TBR,99.3579518072289,96.33577452667815,94.38707401032703
