Name,Team,POS,ADP,IP,mW,mSV,mERA,mWHIP,mK9,mIP,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Jesús Luzardo","PHI","SP",249.5500030517578,160.257,3.872848462738856,-1.8850437282908965,-6.766834014259716,-5.982090964222654,-2.5265061394609973,2.966293628825116,-10.321332754670292,10.321332754670292,1,"Jesus Luzardo","19959",666200
"Mark Leiter Jr.","NYY","RP",749.8800048828125,58,-2.8963791562111574,-1.8850437282908965,-0.3885324109863256,-0.8807944084013088,0.44346845463867446,-2.896312877606557,-8.503594126857571,8.465045403512244,0.9614512766546738,"Mark Leiter Jr.","15551",643410
"Dedniel Núñez","NYM","RP",740.219970703125,49,-3.1791157191703463,-1.8850437282908965,0.27452947841115594,-0.5112202606524636,0.043821272279262614,-3.3549708695985,-8.611999827021787,8.465045403512244,0.8530455764904566,"Dedniel Nunez","23055",673380
"Bryan Hudson","MIL","RP",999,60,-2.841864054850648,-1.592902099052037,0.11598896718210597,-1.2962872528388507,-0.22401369860917503,-2.7816483796085714,-8.620726517777177,8.465045403512244,0.844318885735067,"Bryan Hudson","19924",663542
"Tyler Holton","DET","RP",465.2300109863281,72,-2.4286677173090556,-0.12359281586195085,-0.16591510811353558,-0.8259681249476623,-3.209988629961446,-2.0936613916206563,-8.847793787814307,8.465045403512244,0.6172516156979371,"Tyler Holton","26231",663947
"Taj Bradley","TBR","SP",196.47999572753906,170.449,3.6129716007765826,-1.8850437282908965,-8.2950465167116,-5.8708787221505965,-1.9299031371294397,3.5988285761905194,-10.769071927315434,10.321332754670292,0.552260827354858,"Taj Bradley","22543",671737
"Luke Little","CHC","RP",999,40,-3.2203462168785673,-1.8850437282908965,0.7014727260693315,-2.5018833077580798,1.2956876777874848,-3.3549708695985,-8.965083718669227,8.465045403512244,0.49996168484301695,"Luke Little","28036",681432
"Gabe Speier","SEA","RP",999,58,-2.9871834543749665,-1.8850437282908965,0.4071357313459687,-0.7686229439164598,-0.8379406991466591,-2.896312877606557,-8.967967971989571,8.465045403512244,0.4970774315226728,"Gabe Speier","17170",642100
"Porter Hodge","CHC","RP",291.6499938964844,63,-2.767260346152958,1.261484758778066,-1.1229953393534629,-3.4932766958692607,-0.2684894905900904,-2.609651632611593,-9.0001887457993,8.465045403512244,0.4648566577129437,"Porter Hodge","26413",687863
"Yennier Cano","BAL","RP",699.5499877929688,62,-2.666897456865051,-0.9884506999452911,0.7269197705367801,-1.9602783855339412,-1.4773354719948721,-2.6669838816105855,-9.03302612541296,8.465045403512244,0.43201927809928375,"Yennier Cano","25911",666974
"Ian Hamilton","NYY","RP",999,60,-2.7849999587868943,-1.5522692134520668,0.12243119381082858,-1.7774837204079645,-0.3418984200130861,-2.7816483796085714,-9.115868498457756,8.465045403512244,0.34917690505448873,"Ian Hamilton","19261",641656
"Zac Gallen","ARI","SP",121.6500015258789,170.712,4.13814309350945,-1.8850437282908965,-6.288854744286236,-6.981891996226286,-3.6106599708432614,3.6138553712505734,-11.014451974886654,10.321332754670292,0.3068807797836377,"Zac Gallen","19291",668678
"Sandy Alcantara","MIA","SP",160.77999877929688,188.83,2.970304984278015,-1.8850437282908965,-4.207211280830014,-4.086988783221646,-8.459780475285244,4.6526130891485105,-11.016106194201276,10.321332754670292,0.3052265604690162,"Sandy Alcantara","18684",645261
"Alexis Díaz","CIN","RP",146.02999877929688,65,-2.870782201679538,6.375297742502336,-5.0629200458136925,-5.09835728147882,-0.20936466631460893,-2.494987134613607,-9.36111358739793,8.465045403512244,0.10393181611431335,"Alexis Diaz","21132",664747
"José Leclerc","OAK","RP",583.1699829101562,64,-2.7702574725855538,-0.9789597852800963,-1.446109825394462,-2.0163021845296476,0.3633580989104367,-2.5523193836126,-9.400590552491922,8.465045403512244,0.06445485102032145,"Jose Leclerc","14524",600917
"Caleb Thielbar","CHC","RP",999,56,-3.024849834540006,-1.8850437282908965,-0.6230770094526316,-0.9055501258587674,-0.12067880583871064,-3.010977375604543,-9.570176879585553,8.465045403512244,-0.10513147607330997,"Caleb Thielbar","10078",573204
"Zach Eflin","BAL","SP",192.32000732421875,175.851,4.026279214951203,-1.8850437282908965,-6.063239454129396,-1.402479781511978,-10.061889177076106,3.9084976054364837,-11.477875320620688,10.321332754670292,-0.15654256595039673,"Zach Eflin","13774",621107
"Brady Basso","OAK","RP",750.1300048828125,62.0941,-2.703834978523962,-1.8850437282908965,-0.19546508854773467,-0.08267787037869641,-2.095054992382524,-2.661588862390969,-9.623665520514782,8.465045403512244,-0.15862011700253875,"Brady Basso","25582",669620
"Kumar Rocker","TEX","SP",285.29998779296875,136.41,3.6480033989002014,-1.8850437282908965,-6.20104565850943,-6.266238470237264,-2.487334864363129,1.5991317216994878,-11.592527600801029,10.321332754670292,-0.27119484613073785,"Kumar Rocker","31843",677958
"Jared Koenig","MIL","RP",731.8200073242188,62,-2.7813548937512085,-1.3007604698131778,-0.21777004321702098,-1.4703140724073245,-1.3337351622065214,-2.6669838816105855,-9.770918523005838,8.465045403512244,-0.30587311949359486,"Jared Koenig","27517",657649
"Drew Rasmussen","TBR","SP",240.22999572753906,127.857,3.4938929859106147,-1.8850437282908965,-4.931004785382794,-5.476485151993081,-3.944462796980117,1.1087632291930867,-11.634340247543186,10.321332754670292,-0.31300749287289364,"Drew Rasmussen","25385",656876
"Michel Otañez","OAK","RP",744.77001953125,62,-2.8020105197884413,-1.583114615401268,-0.3528215087743497,-3.5813854991917666,1.1459306218141083,-2.6669838816105855,-9.840385402952302,8.465045403512244,-0.3753399994400588,"Michel Otanez","22533",671305
"Tim Herrin","CLE","RP",750.52001953125,62,-2.7719585286857082,-1.8850437282908965,0.27758544827829146,-2.46198943434089,-0.373339123294434,-2.6669838816105855,-9.881729247944223,8.465045403512244,-0.41668384443197914,"Tim Herrin","25139",682120
"DL Hall","MIL","SP/RP",670.6799926757812,45.8227,-3.190943548615084,-1.8850437282908965,-1.2635733838503462,-2.555329772698408,-0.3897992868457995,-2.5189118403044573,-11.80360156060499,10.321332754670292,-0.48226880593469756,"DL Hall","22207",669084
"Anthony Bender","MIA","RP",696.1300048828125,60,-3.000143964573114,-0.2801926956996186,-0.6032243319980062,-2.228237287831455,-1.0544472068950559,-2.7816483796085714,-9.94789386660582,8.465045403512244,-0.48284846309357743,"Anthony Bender","19742",669622
"Slade Cecconi","CLE","SP/RP",612.72998046875,56.5455,-2.9918816369077166,-1.8850437282908965,-2.219497904126371,-0.150075122792871,-2.1219998488564955,-2.534804379793766,-11.903302620768116,10.321332754670292,-0.5819698660978241,"Slade Cecconi","27500",677944
