player_name,team,position,steamerr,rthebatx,roopsydc,season,Status,best_projection,avg_projection,eno,closermonkey rank,closermonkey tier,Stuff+,Location+,Pitching+
Aaron Bummer,ATL,RP/,-0.6283203796347483,-0.4231621902259419,-1.5058295790464653,-8.45056957327259,FA,-0.4231621902259419,-2.7519704305449366,,,,117.19714285714288,94.23952380952385,100.53702380952382
Colin Rea,CHC,SP/,-3.9274692694195714,-1.3197908737354478,-0.43218267437507607,,FA,-0.43218267437507607,-1.893147605843365,155.0,,,93.70749612075046,103.18275426717446,95.7461475525462
Dylan Lee,ATL,RP/,-2.7075830059688606,-0.5373140698392134,-2.9324380554159686,-4.169274887008705,FA,-0.5373140698392134,-2.586652504558187,,,,106.9888764044944,93.93146067415732,99.15280898876404
Jacob Webb,TEX,RP/,-8.48985049059743,-4.224124717250336,-8.295654505513047,-0.5439579594791515,FA,-0.5439579594791515,-5.388396918209992,,,,89.0371264367816,110.24091954022988,100.40436781609196
Robert Garcia,TEX,RP/,-0.7266013694557714,-0.6157343099942174,-1.1008719718948252,-1.6332124188316484,W (Fri),-0.6157343099942174,-1.0191050175441156,,,,105.0372839506173,101.40481481481478,100.14283950617283
Tony Gonsolin,LAD,SP/,-3.7311522571869338,-0.6201706926710275,-2.259500804941606,,FA,-0.6201706926710275,-2.2036079182665222,122.0,,,,,
Brock Stewart,MIN,RP/,-0.6932710438308047,-6.552654542678342,-1.0058870132172162,,FA,-0.6932710438308047,-2.750604199908788,,,,107.68833333333332,114.88,135.85666666666663
Mike Clevinger,CHW,SP/,-8.5328683613444,-5.579451574300082,-0.7646444306253724,,FA,-0.7646444306253724,-4.958988122089951,,46.0,,89.10169491525426,77.32305084745765,74.49406779661018
Anthony Banda,LAD,RP/,-5.64942588848821,-5.110403143403761,-7.085039404683814,-0.8085796521940554,FA,-0.8085796521940554,-4.6633620221924605,,,,97.40164705882351,110.3576470588235,111.25529411764708
Hoby Milner,TEX,RP/,-4.217418519010943,-0.839124861754716,-3.622322571061164,-3.0492522878869632,FA,-0.839124861754716,-2.9320295599284463,,,,107.04134146341462,108.63487804878052,110.88463414634144
Paul Blackburn,NYM,SP/,-0.8472591478956542,-4.256308877437081,-5.556991535069168,,FA,-0.8472591478956542,-3.5535198534673014,161.0,,,,,
Jordan Wicks,CHC,SP/,-2.7241180089691976,-0.8567803020584763,-4.911835296220368,,FA,-0.8567803020584763,-2.8309112024160137,168.0,,,102.59542857142856,108.21428571428572,108.2702857142857
Jacob Stallings,COL,C/,-2.1887981363130917,-0.8857060797366483,-2.2561512293715342,-2.269430998034156,W (Fri),-0.8857060797366483,-1.9000216108638575,,,,,,
Jose Iglesias,SDP,2B/3B/,-7.484616287241266,-8.822976511769962,-8.589612115028597,-0.8858585248586033,FA,-0.8858585248586033,-6.445765859724607,,,,,,
Keaton Winn,SFG,SP/,-0.9590686335571708,-1.4282639687337384,-1.9114262548122607,,FA,-0.9590686335571708,-1.43291961903439,167.0,,,,,
Brant Hurter,DET,RP/,-3.0856672336701694,-0.9640965968761601,-5.8181082017105625,-2.0560795614630862,FA,-0.9640965968761601,-2.9809878984299942,,,,108.21318681318684,101.12692307692308,103.98472527472532
Michael McGreevy,STL,RP/,-3.916687885272486,-1.0083573119376097,-10.678314639375484,,FA,-1.0083573119376097,-5.201119945528527,,,,,,
Rob Refsnyder,BOS,OF/,-8.790351876583076,-9.092002062318556,-9.350758670249885,-1.0536196799859572,FA,-1.0536196799859572,-7.071683072284368,,,,,,
Jared Koenig,MIL,RP/,-2.0853623139309554,-1.1104970794839013,-3.7527431288746413,-1.6759221692094335,FA,-1.1104970794839013,-2.156131172874733,,,,106.9264,92.532,97.79165714285712
Bryan Hudson,MIL,RP/,-3.2261358911358196,-1.158227070381809,-2.8604457559315626,-12.56938180062368,FA,-1.158227070381809,-4.9535476295182175,,,,89.351511627907,77.63790697674419,69.45406976744187
Derek Hill,MIA,OF/,-10.673205159853143,-11.135142137465284,-10.299999753304432,-1.2558694878330416,FA,-1.2558694878330416,-8.341054134613975,,,,,,
Lenyn Sosa,CHW,2B/3B/,-3.757487608154168,-4.803758468718239,-4.914860128240297,-1.2847449852084658,FA,-1.2847449852084658,-3.6902127975802923,,,,,,
Ben Williamson,SEA,3B/,-18.329536271139904,-15.034946103843183,-17.36943971697491,-1.3592484342088738,FA,-1.3592484342088738,-13.023292631541716,,,,,,
Starling Marte,NYM,OF/DH/,-3.9856389631764015,-4.493727542507612,-3.4306804202942676,-1.3805053847562712,FA,-1.3805053847562712,-3.3226380776836377,,,,,,
Ryan Zeferjahn,LAA,RP/,-7.0800805971210234,-1.4173074755329433,-5.023875028937484,-3.0642659270626798,FA,-1.4173074755329433,-4.146382257163532,,,,122.12386554621848,87.48369747899159,105.62588235294118
Alec Marsh,KCR,SP/,-3.616954020209265,-3.156562522614082,-1.4246017060357348,,FA,-1.4246017060357348,-2.7327060829530274,,,,,,
Victor Caratini,HOU,C/,-2.957070914140856,-2.3598061856847727,-1.8461199967057924,-1.4349030472994508,FA,-1.4349030472994508,-2.149475035957718,,,,,,
Sean Bouchard,COL,OF/,-8.548236232945747,-9.748430414743275,-8.414256575816504,-1.441230896964059,FA,-1.441230896964059,-7.0380385301173956,,,,,,
Korey Lee,CHW,C/,-6.1243286857330546,-6.262944308798472,-6.218014453292716,-1.5191737587758047,FA,-1.5191737587758047,-5.031115301650011,,,,,,
Cole Sands,MIN,RP/,-2.8737532751060746,-1.521653329201933,-2.6287589228018398,-3.8610461180701803,FA,-1.521653329201933,-2.721302911295007,,,,96.14231884057972,99.5382608695652,95.94304347826083
Ryan Brasier,CHC,RP/,-4.233634436099243,-1.6108025193197268,-4.425713743004177,,FA,-1.6108025193197268,-3.4233835661410494,,,,89.626,110.824,103.888
Danny Coulombe,MIN,RP/,-3.9140349431790966,-2.241158870634464,-3.3645130122840845,-1.6474601938237865,FA,-1.6474601938237865,-2.791791754980358,,,,105.17120689655172,105.23189655172412,110.26310344827588
Eli White,ATL,OF/,-17.636905295539734,-17.61797524872144,-17.21551211626191,-1.7260100496184019,FA,-1.7260100496184019,-13.54910067753537,,,,,,
Paul Sewald,CLE,RP/,-4.056869185163223,-1.748482363242077,-2.587006546910072,-6.573694819137628,FA,-1.748482363242077,-3.7415132286132495,,,,114.318303030303,101.62169696969696,112.04921212121214
Bryan Baker,BAL,RP/,-4.844608167806851,-1.7583294653611707,-3.167279353442378,-2.091936581962277,FA,-1.7583294653611707,-2.965538392143169,,,,118.80238410596024,101.65059602649006,116.9896688741722
Dennis Santana,PIT,RP/,-4.054583036240082,-2.4633506392799793,-3.3758631476338907,-1.788608948247759,TWN,-1.788608948247759,-2.920601442850428,,27.0,,96.06671232876715,100.30260273972604,93.59164383561644
Nick Fortes,MIA,C/,-4.2382180540011465,-5.375163493033498,-4.359550576210561,-1.8045037309627294,FA,-1.8045037309627294,-3.944358963551984,,,,,,
Reed Garrett,NYM,RP/,-1.8862959944326616,-4.716154371176241,-2.5202611767081478,-4.068810207252251,FA,-1.8862959944326616,-3.297880437392325,,,,113.96512820512828,92.6498717948718,108.21217948717948
Daniel Palencia,CHC,RP/,-4.346691773962602,-1.889865598728656,-4.458237248580463,,FA,-1.889865598728656,-3.5649315404239075,,,,112.13671641791043,103.11999999999998,115.06119402985074
Nathan Lukes,TOR,OF/,-15.562432853506643,-16.403106878359033,-15.896907840074878,-2.0090190319814467,FA,-2.0090190319814467,-12.467866650980499,,,,,,
Mitch Spence,ATH,SP/,-2.010623720667264,-3.665208225778814,-4.750410008476439,,FA,-2.010623720667264,-3.4754139849741725,129.0,,,100.59503496503496,99.65027972027973,101.70664335664335
Jacob Lopez,ATH,RP/,-5.554807844420311,-2.0148114805883526,-8.436397850477418,,FA,-2.0148114805883526,-5.33533905849536,,,,91.97139534883723,89.60232558139536,78.90953488372094
Amed Rosario,WSN,2B/3B/OF/DH/,-11.002062949239638,-11.151646366781367,-8.71975383178235,-2.0371142615315176,FA,-2.0371142615315176,-8.22764435233372,,,,,,
Javier Assad,CHC,SP/,-6.2206073752559945,-2.109233198359709,-4.242317049929654,,FA,-2.109233198359709,-4.190719207848453,160.0,,,,,
Graham Ashcraft,CIN,RP/,-5.743651443192127,-3.7874183475944427,-2.127846485730531,-7.766045157820013,FA,-2.127846485730531,-4.856240358584278,,,,106.7723178807947,95.16741721854304,103.27205298013246
Sam Huff,SFG,C/,-10.368981371493721,-9.31346735624157,-8.13411261404433,-2.135754023664654,FA,-2.135754023664654,-7.488078841361069,,,,,,
Landon Knack,LAD,SP/,-4.505886270722989,-2.304306497982107,-3.7897611170072896,-2.144992178029903,W (Fri),-2.144992178029903,-3.1862365159355726,,,,98.95722354667156,96.79251054465432,96.55991839354482
Taylor Walls,TBR,SS/,-13.372481512630292,-13.06639282103502,-13.16545741713654,-2.1759369493823884,FA,-2.1759369493823884,-10.44506717504606,,,,,,
Alan Roden,TOR,OF/,-3.6472691655718696,-2.179623971494575,-3.741647762070179,-4.030712807813856,W (Fri),-2.179623971494575,-3.39981342673762,,,,,,
Joe Boyle,TBR,SP/,-3.0232695665602076,-2.1833713149301643,-3.978899989129463,,FA,-2.1833713149301643,-3.0618469568732785,120.0,,,107.77310344827583,73.95402298850574,81.8296551724138
Eduard Bazardo,SEA,RP/,-4.656977433593932,-2.1981413915337065,-3.038903575372176,-13.508251626886052,FA,-2.1981413915337065,-5.850568506846466,,,,98.53585937499996,100.46390625,97.832109375
Yuki Matsui,SDP,RP/,-2.202407057913369,,-3.5627889798374284,-5.91403069621717,FA,-2.202407057913369,-3.8930755779893222,,,,107.86223529411764,93.10717647058824,97.74705882352944
Jose Herrera,ARI,C/,-9.411579917687636,-9.625217168361418,-8.283948057460913,-2.2054734247550827,FA,-2.2054734247550827,-7.381554642066263,,,,,,
Chad Green,TOR,RP/,-4.381813265683459,-2.2685536373569346,-4.52709477496744,-4.639511855087089,FA,-2.2685536373569346,-3.954243383273731,,,,100.67745222929936,104.78611464968152,101.19503184713376
Gregory Soto,BAL,RP/,-2.282932705230801,-3.7583946280527343,-3.1641370877669566,-11.239237028745784,FA,-2.282932705230801,-5.111175362449069,,,,117.59314285714288,92.925,103.99314285714289
Angel Zerpa,KCR,RP/,-4.803713130159807,-2.2891588600995068,-7.163344911827384,-13.728052239747857,FA,-2.2891588600995068,-6.996067285458638,,,,110.43307692307692,89.05892307692308,100.28415384615386
John Brebbia,DET,RP/,-5.485993165385059,,-6.392951237102541,-2.355498868706997,FA,-2.355498868706997,-4.744814423731532,,,,92.04251572327044,98.70301886792453,84.9982389937107
Drew Waters,KCR,OF/,-11.744684123222157,-12.305294705744995,-9.664418796364204,-2.3713519911105063,FA,-2.3713519911105063,-9.021437404110467,,,,,,
Kyle Gibson,BAL,SP/,-2.4588791095971874,-5.35851292420506,-7.038486477138429,,FA,-2.4588791095971874,-4.951959503646893,,,,,,
Garrett Cleavinger,TBR,RP/,-2.4722811572071692,-2.979715663437586,-2.9793821833697063,-4.71813468035314,FA,-2.4722811572071692,-3.2873784210919004,,,,111.29458333333336,104.35666666666668,109.01
Grant Anderson,MIL,RP/,-5.862735818576369,-2.4920775480437602,-3.9812751427231534,-6.148654799995918,FA,-2.4920775480437602,-4.6211858273348,,,,100.40317596566524,101.408669527897,98.14841201716736
Brandon Eisert,CHW,RP/,-5.284964885504559,-2.534224023210196,-8.068002004702112,-7.292532965133972,FA,-2.534224023210196,-5.79493096963771,,,,83.17234899328857,118.143355704698,104.39140939597316
Justin Sterner,ATH,RP/,-7.087721275803576,-2.9223882908759458,-3.690122449195992,-2.56710136440081,FA,-2.56710136440081,-4.066833345069081,,,,109.82973262032084,81.67935828877005,84.32320855614974
Chase Shugart,PIT,RP/,-9.46662634942694,,-9.662642955935588,-2.6167926051672454,FA,-2.6167926051672454,-7.248687303509924,,,,98.87118644067796,91.2486440677966,94.76745762711865
Trent Thornton,SEA,RP/,-3.6494710359758624,-2.651335935116462,-3.5283996128944537,-9.367756710028923,FA,-2.651335935116462,-4.799240823503926,,,,101.3520779220779,97.05662337662338,96.98974025974024
Brock Burke,LAA,RP/,-5.085643581237711,-2.651338882814861,-5.062528117153069,-7.545603761031547,FA,-2.651338882814861,-5.086278585559297,,,,95.26458823529411,85.78729411764706,84.73235294117649
Jesse Winker,NYM,OF/DH/,-2.7165376324717827,-4.8759631750312975,-3.3485273838584435,-3.156492063893481,W (Fri),-2.7165376324717827,-3.5243800638137515,,,,,,
Bryce Elder,ATL,SP/,-5.592697141709351,-2.728222711762374,-5.991523881322468,-5.949677491419973,FA,-2.728222711762374,-5.0655303065535415,,,,92.29761904761904,113.8906349206349,107.25928571428572
Johan Oviedo,PIT,SP/,-6.228259886990851,-5.361439513450215,-2.7366264651892935,,FA,-2.7366264651892935,-4.77544195521012,,,,,,
Pierce Johnson,ATL,RP/,-2.765404122451896,-3.6504301782701756,-3.612875373466588,-6.606764950401952,FA,-2.765404122451896,-4.158868656147653,,,,100.07987096774193,105.8064516129032,100.02735483870968
Ryan Borucki,PIT,RP/,-5.8134146377995535,-2.8041743727598467,-6.663299434187856,-7.441965115153431,FA,-2.8041743727598467,-5.680713389975171,,,,103.80596273291928,92.71043478260869,101.52906832298136
Parker Messick,CLE,SP/,-6.089834482101162,-2.8680192341770323,,,FA,-2.8680192341770323,-4.478926858139097,,,,,,
Caleb Thielbar,CHC,RP/,-4.988121816473481,-2.879830199326794,-5.060253165293954,-5.204274162281572,FA,-2.879830199326794,-4.533119835843951,,,,111.68213333333333,85.19186666666664,93.84866666666667
John Schreiber,KCR,RP/,-7.109903284802392,-2.8956590748812734,-6.1844162897433455,-6.137772394059525,FA,-2.8956590748812734,-5.581937760871634,,,,99.72301886792452,107.64150943396228,104.48163522012575
Kevin Ginkel,ARI,RP/,-4.548926094441263,,-2.9000225226777596,,FA,-2.9000225226777596,-3.724474308559511,,,,,,
Tanner Banks,PHI,RP/,-2.9254829985828366,-4.679951453079606,-4.19739970205024,-8.718669773042762,FA,-2.9254829985828366,-5.130375981688861,,,,109.82989898989902,100.74929292929292,107.84050505050504
Daniel Schneemann,CLE,SS/OF/,-14.763497055686365,-13.780038836529629,-15.28594151493795,-2.9352743855253602,FA,-2.9352743855253602,-11.691187948169826,,,,,,
Braxton Fulford,COL,C/,-10.01880244540744,-8.73501563193089,-8.52367353968783,-2.9791982964962536,FA,-2.9791982964962536,-7.564172478380603,,,,,,
Steven Wilson,CHW,RP/,-10.071841284595974,-2.979230207833537,-6.094630221321179,,FA,-2.979230207833537,-6.38190057125023,,,,100.92603773584904,100.2166037735849,113.15396226415092
Joey Wentz,PIT,RP/,-6.0648748717881205,-4.708548425870354,-8.176726353814912,-3.0106048541127812,FA,-3.0106048541127812,-5.4901886263965425,,,,94.13022026431716,109.13594713656384,95.72114537444936
Mike Tauchman,CHW,OF/DH/,-3.0650651167397793,-5.849525424035963,-8.773200831114513,-7.962355787533978,FA,-3.0650651167397793,-6.412536789856059,,,,,,
Phil Maton,STL,RP/,-5.318462486546139,-3.0717313744809003,-4.670109502694193,-4.255963025800019,FA,-3.0717313744809003,-4.329066597380313,,,,103.2597740112994,107.19491525423727,111.05751412429376
Craig Yoho,MIL,RP/,-5.101866744030144,,-3.075286063987396,,FA,-3.075286063987396,-4.08857640400877,,,,92.4157894736842,121.63263157894735,109.42736842105262
Taylor Rogers,CIN,RP/,-5.278087250574538,-3.081904624103247,-4.283920242365652,-5.492767185709673,FA,-3.081904624103247,-4.534169825688278,,,,105.93593984962406,95.33112781954888,96.31804511278196
Noah Cameron,KCR,RP/,-5.326721799166628,-3.1254838048119398,-9.331671124325123,,FA,-3.1254838048119398,-5.927958909434563,,,,,,
Shawn Armstrong,TEX,RP/,-5.7103255871751015,-3.174583462126839,-6.304279131699569,-5.904872136641042,FA,-3.174583462126839,-5.273515079410638,,,,101.96012121212124,86.69345454545453,86.91757575757576
Brennan Bernardino,BOS,RP/,-6.031958843655271,-4.881564689616784,-7.994947350322285,-3.225507449562447,FA,-3.225507449562447,-5.533494583289197,,,,97.78018018018018,102.49099099099098,96.310990990991
Nick Mears,MIL,RP/,-3.260901312158744,,-5.7553168793953295,-4.977467034338394,FA,-3.260901312158744,-4.664561741964156,,,,92.27395833333334,97.01770833333332,84.744375
Brandon Young,BAL,RP/,-5.371005453675388,-3.278389513836733,-8.080420825335528,,FA,-3.278389513836733,-5.576605264282549,,,,96.56345679012348,101.36148148148146,104.50444444444445
Cam Booser,CHW,RP/,-4.343593221202763,-6.401709801057712,-3.2924651811946433,-7.213602770760399,FA,-3.2924651811946433,-5.31284274355388,,47.0,,116.63563380281688,96.106338028169,105.7743661971831
JoJo Romero,STL,RP/,-4.145057503730751,-3.3210604722134063,-4.734822646758634,-13.016332781758143,FA,-3.3210604722134063,-6.304318351115233,,,,98.50992,94.88112,94.21984000000002
Julian Merryweather,CHC,RP/,-3.336976423447651,-4.8028046296558715,-3.509568596272853,-6.869692999932851,FA,-3.336976423447651,-4.629760662327307,,,,109.16146666666664,106.47746666666669,111.99373333333334
Ronny Henriquez,MIA,RP/,-6.657806065307343,-3.3708041565673588,-8.261209961349566,-3.7660549703526325,FA,-3.3708041565673588,-5.513968788394225,,,,98.6121546961326,91.53657458563536,92.13558011049724
Rob Brantly,MIA,C/,-12.261332369018463,-11.156663889672709,-10.34458371264031,-3.373369174312324,FA,-3.373369174312324,-9.283987286410952,,,,,,
Ryan Thompson,ARI,RP/,-6.786991632627108,-3.3819135949529135,-5.008249656558856,-9.360469999638179,FA,-3.3819135949529135,-6.134406220944264,,,,116.94905109489048,101.92569343065692,110.87532846715328
Alek Jacob,SDP,RP/,-8.734382567807234,,-7.617155131914162,-3.4138894289102764,FA,-3.4138894289102764,-6.588475709543892,,,,110.633679245283,97.66,99.17896226415093
Ben Rortvedt,TBR,C/,-3.6982801813627058,-5.274358387661681,-3.4754057300941534,-4.966178000096293,FA,-3.4754057300941534,-4.353555574803708,,,,,,
Brendan Rodgers,HOU,2B/,-9.683352687773016,-8.555617195364295,-5.564658897798149,-3.4863551935684614,W (Fri),-3.4863551935684614,-6.822495993625981,,,,,,
Ian Hamilton,NYY,RP/,-4.185107042181567,-3.508968704400459,-4.489543450549785,-8.23167955473152,FA,-3.508968704400459,-5.103824687965833,,,,92.76543689320388,79.85766990291262,70.23223300970874
Zach Agnos,COL,RP/,-11.622126818680378,-3.6000083529084987,-9.313065573176088,,FA,-3.6000083529084987,-8.178400248254988,,,,107.38307692307691,109.61846153846152,110.15076923076924
Caleb Ferguson,PIT,RP/,-5.297004537034194,-3.643229046129191,-5.014491209910459,-6.97766364951294,FA,-3.643229046129191,-5.233097110646696,,,,108.23457627118644,94.28338983050848,99.26790960451974
Randal Grichuk,ARI,OF/DH/,-6.972833385352497,-5.1314498569476505,-6.771605770181056,-3.687276200492769,FA,-3.687276200492769,-5.640791303243493,,,,,,
Brad Lord,WSN,RP/,-7.568432569503996,-3.6937329023784287,-15.741981354024983,,FA,-3.6937329023784287,-9.001382275302468,,,,84.16144544166274,91.76039521335224,78.77546370650292
Mason Englert,TBR,RP/,-7.426215076609832,-3.714930598544676,-7.5044602578276205,-6.553509842179154,FA,-3.714930598544676,-6.29977894379032,,,,100.04953703703708,108.57157407407406,105.04453703703705
Kevin Pillar,TEX,OF/,-12.562633941114557,-13.616316590091735,-12.870235469785635,-3.754812045805422,FA,-3.754812045805422,-10.700999511699337,,,,,,
Chas McCormick,HOU,OF/,-5.131858096762105,-3.760862214619067,-4.793446710463823,-8.294310458740068,FA,-3.760862214619067,-5.4951193701462655,,,,,,
Austin Barnes,LAD,C/,-7.221851907019557,-7.735426423940536,-6.246002103265841,-3.7696612170218735,FA,-3.7696612170218735,-6.243235412811952,,,,,,
Greg Weissert,BOS,RP/,-6.600914668304416,-3.842686325241419,-6.60184009773365,-6.912180465131801,FA,-3.842686325241419,-5.989405389102822,,,,95.64057471264368,108.27333333333333,105.46126436781609
Jonathan Cannon,CHW,SP/,-10.935728153791631,-7.216372145813095,-10.218626577530934,-3.869672511374999,TWN,-3.869672511374999,-8.060099847127665,,,,101.72986666666668,95.88013333333336,98.81600000000005
Joe Ross,PHI,SP/RP/,-3.8705787767963233,-6.434822022391134,-5.598609158077389,,FA,-3.8705787767963233,-5.3013366524216154,,,,94.34340000000002,119.01689999999996,108.6917
Hunter Bigge,TBR,RP/,-7.494668430206282,-3.886450231672246,-5.790935320389049,-7.652087287909586,FA,-3.886450231672246,-6.206035317544291,,,,99.5987421383648,110.21056603773586,109.89471698113206
Carson Spiers,CIN,SP/RP/,-7.189679432148374,-6.0154112237361375,-7.761863436187978,-3.8874260941484273,FA,-3.8874260941484273,-6.21359504655523,,,,94.60511219512196,88.6754243902439,86.47715338753389
Allan Winans,NYY,RP/,-6.38643618366217,-3.895897965885701,-8.502097342870975,,FA,-3.895897965885701,-6.261477164139616,,,,,,
Caden Dana,LAA,SP/,-6.996235737789811,,-3.920757484468518,,FA,-3.920757484468518,-5.458496611129164,,,,93.85321428571427,92.26428571428572,82.80607142857143
Blake Sabol,BOS,C/DH/,-11.18706948802952,-10.021991975227014,-9.090653424818237,-3.9331184712181324,FA,-3.9331184712181324,-8.558208339823224,,,,,,
Colton Gordon,HOU,RP/,-7.799055572839423,-3.9449076175400712,-9.617572965088545,,FA,-3.9449076175400712,-7.120512051822679,,,,,,
Colin Poche,WSN,RP/,-8.81715720013992,-3.944966651105471,-9.765070220091747,-19.1338425750873,FA,-3.944966651105471,-10.415259161606109,,,,92.56708571428572,75.00171428571429,75.43337142857143
Ryan Fernandez,STL,RP/,-6.699232682727547,-3.9626629344731894,-8.112893077172568,-21.263833579231992,FA,-3.9626629344731894,-10.009655568401325,,,,99.87921052631582,84.30710526315788,85.16802631578949
Jesus Tinoco,MIA,RP/,-4.580481762964031,-4.663166422148981,-4.0156928315899165,,FA,-4.0156928315899165,-4.419780338900977,,,,98.37290322580644,100.75204301075269,104.31806451612904
Osvaldo Bido,ATH,SP/,-6.694301519090519,-9.150144145074139,-4.034771615664527,,TWN,-4.034771615664527,-6.6264057599430615,83.0,,,96.64705336426914,96.84218097447793,94.61587006960552
Tyler Gilbert,CHW,RP/,-5.875109290161412,-4.117041189341552,-7.000508112506646,,FA,-4.117041189341552,-5.664219530669871,,,,95.02549019607844,75.428431372549,69.34039215686273
Clayton Beeter,NYY,RP/,-5.9463857059481935,,-4.11985507776322,,FA,-4.11985507776322,-5.033120391855707,,,,,,
Roman Anthony,BOS,OF/,-6.8489629780832555,-6.115602646769959,-4.123424321890573,,TWN,-4.123424321890573,-5.695996648914597,,,,,,
Zach Dezenzo,HOU,1B/3B/OF/DH/,-15.413334607502318,-13.667390565644816,-13.623010685896407,-4.131397014214097,W (Fri),-4.131397014214097,-11.708783218314409,,,,,,
Jason Heyward,SDP,OF/,-10.019853129571876,-10.165263147616082,-10.716946816495573,-4.147651733398911,FA,-4.147651733398911,-8.76242870677061,,,,,,
Jhonny Pereda,ATH,C/,-8.313941850754858,-8.464327252946429,-8.149799042683828,-4.161257223707194,FA,-4.161257223707194,-7.272331342523078,,,,61.88705882352941,106.62588235294118,64.76705882352941
Drey Jameson,ARI,RP/,-4.229233947070905,-4.91261551573551,-8.29147345027547,,FA,-4.229233947070905,-5.811107637693962,,,,81.85749999999999,95.3325,88.29249999999999
Scott Barlow,CIN,RP/,-7.634634840380118,-4.244142553570251,-5.650025256269357,-8.54562537913156,FA,-4.244142553570251,-6.51860700733782,,,,105.14646706586826,89.14910179640718,94.79209580838324
Spencer Bivens,SFG,RP/,-7.926331960404971,,-9.32246230019343,-4.254467451926469,FA,-4.254467451926469,-7.167753904174957,,,,101.10654761904765,91.0760714285714,89.2297619047619
Brad Keller,CHC,RP/,-8.16483513025639,-4.272857519428506,-9.76822503937296,-13.478820256590284,FA,-4.272857519428506,-8.921184486412034,,,,103.23784090909088,111.2580681818182,113.10602272727272
Ernie Clement,TOR,3B/SS/,-5.216669987264818,-6.104005313323281,-7.348424473391823,-4.294573946361877,FA,-4.294573946361877,-5.74091843008545,,,,,,
Craig Kimbrel,ATL,RP/,-4.795376350430188,,-4.308810324865529,,FA,-4.308810324865529,-4.552093337647859,,,,,,
Mark Canha,KCR,1B/OF/DH/,-7.365331475830498,-9.166345155550111,-8.820081080573267,-4.3267916632732755,FA,-4.3267916632732755,-7.419637343806788,,,,,,
Edouard Julien,MIN,2B/,-6.457107353372871,-5.519348014683232,-4.427428996886081,-4.827463942669324,FA,-4.427428996886081,-5.307837076902878,,,,,,
Penn Murfee,CHW,RP/,-9.044667680919272,-4.453336713691187,-5.586362267879072,-17.908456872568703,FA,-4.453336713691187,-9.248205883764559,,,,103.43373493975902,96.34506024096385,100.97722891566264
Tyler Ferguson,ATH,RP/,-6.0685223747008425,-6.262574032605605,-6.0163924450039135,-4.463955387468804,FA,-4.463955387468804,-5.702861059944791,,,,107.58343195266272,83.48035502958581,91.24000000000002
Jake Bird,COL,RP/,-10.161946189095952,-5.275553730648424,-7.799937389600446,-4.497822398549478,FA,-4.497822398549478,-6.933814926973574,,,,110.01033492822968,94.55062200956938,101.60124401913878
Brenan Hanifee,DET,RP/,-5.692782805602285,,-5.8462682145231994,-4.517004787666159,FA,-4.517004787666159,-5.352018602597215,,,,105.2614054054054,103.35470270270274,105.70216216216213
John King,STL,RP/,-7.1281712496610545,-4.554740060810849,-8.724642728310776,-15.456790089493058,FA,-4.554740060810849,-8.966086032068933,,,,102.99241379310342,100.47620689655174,102.42827586206896
Braxton Ashcraft,PIT,RP/,-7.808287995557638,-4.567099601822187,-9.751203519403745,,FA,-4.567099601822187,-7.375530372261191,,,,,,
Hayden Senger,NYM,C/,-12.51818454046655,-11.140788638121409,-10.34458371264031,-4.574268930259774,FA,-4.574268930259774,-9.64445645537201,,,,,,
Collin Snider,SEA,RP/,-7.193482003495536,-4.585915721015894,-6.67804957139469,-9.503639779113445,FA,-4.585915721015894,-6.990271768754892,,,,103.12186528497408,106.93865284974092,104.98176165803106
J.P. Feyereisen,ARI,RP/,-9.937514935503518,-4.5963137279559385,-10.524739459804012,,FA,-4.5963137279559385,-8.352856041087824,,,,107.96608695652176,92.15130434782608,92.2686956521739
Scott Alexander,COL,RP/,-11.084733125774406,-4.621184482307903,-10.704367252593602,-10.268889696837851,FA,-4.621184482307903,-9.16979363937844,,,,100.28841121495329,92.74205607476635,90.88560747663551
Bryse Wilson,CHW,SP/,-11.52044182100238,-7.712605750113433,-4.629377193171239,,FA,-4.629377193171239,-7.954141588095683,,,,97.8275,100.89490740740736,98.29564814814812
Mike Vasil,CHW,RP/,-9.285739730879778,-4.9574421019126325,-10.527961301142474,-4.663770262687074,FA,-4.663770262687074,-7.35872834915549,,,,97.45999999999998,100.86863247863248,98.79418803418802
Nick Martini,COL,OF/DH/,-10.803777714249714,-11.660136894313853,-11.184853625915672,-4.683162969660571,FA,-4.683162969660571,-9.582982801034952,,,,,,
Hogan Harris,ATH,SP/RP/,-5.438641536455395,-4.683181374308376,-6.332266859692583,,FA,-4.683181374308376,-5.484696590152119,,,,92.755,59.965,50.6
Dustin Harris,TEX,OF/DH/,-15.066617032131479,-15.416586844104604,-14.838236444534662,-4.688733307049361,FA,-4.688733307049361,-12.502543406955027,,,,,,
Kevin Kelly,TBR,RP/,-7.018204119584851,,-4.700186984997296,,FA,-4.700186984997296,-5.859195552291073,,,,116.49014925373136,107.66835820895524,111.8844776119403
Brendon Little,TOR,RP/,-5.12863178451406,,-5.590563319353182,-4.706700972026191,FA,-4.706700972026191,-5.141965358631144,,,,118.48958083832336,86.06790419161678,105.57029940119756
Leo Rivas,SEA,SS/,-19.098860590102074,-18.502655826580806,-18.71377632286438,-4.76382786991393,FA,-4.76382786991393,-15.269780152365298,,,,,,
