player_name,team,position,steamerr,rthebatx,roopsydc,season,Status,best_projection,avg_projection,eno,closermonkey rank,Stuff+,Location+,Pitching+
Chris Sale,ATL,SP/,32.0334487293927,29.694138258060175,26.96535911019512,5.161381285729673,TWN,32.0334487293927,23.46358184584442,11.0,,107.01069462647445,102.31457404980335,100.58519003931848
Matt Chapman,SFG,3B/,11.963751467035594,22.13589306735172,14.824850149267236,17.817157962140094,TWN,22.13589306735172,16.68541316144866,,,,,
Kodai Senga,NYM,SP/,8.143536670164892,10.212378791763776,10.90215445880991,20.406262325464187,TWN,20.406262325464187,12.41608306155069,26.0,,94.23083333333332,95.6468055555556,93.96899305555556
Ozzie Albies,ATL,2B/,18.254224019170245,16.13149441035452,19.57652518207495,12.23145295973032,TWN,19.57652518207495,16.54842414283251,,,,,
Ian Happ,CHC,OF/,14.418110892966451,14.95685459466578,12.272175602031885,17.03945977790827,TWN,17.03945977790827,14.671650216893097,,,,,
Michael Busch,CHC,1B/,5.689863528327045,5.2067798964557275,3.591086625700961,13.535470880121071,TWN,13.535470880121071,7.005800232651201,,,,,
Jorge Soler,LAA,OF/DH/,10.28727428888176,13.16510586270872,10.481967716768684,5.770326364050425,TWN,13.16510586270872,9.926168558102397,,,,,
George Springer,TOR,OF/DH/,11.944232413512076,12.919089922480271,12.511647418918413,13.14701160343373,TWN,13.14701160343373,12.630495339586123,,,,,
Trevor Story,BOS,SS/,5.338533513233503,11.096287015617037,7.463047193658585,12.752506002059985,TWN,12.752506002059985,9.162593431142277,,,,,
Dane Myers,MIA,OF/,-6.187706836091542,-3.9573920112330674,-5.741939672902607,12.129692504086336,FA,12.129692504086336,-0.9393365040352202,,,,,
Nico Hoerner,CHC,2B/,12.075893710302546,9.927573510064173,8.633622705241049,11.08618280431294,TWN,12.075893710302546,10.430818182480177,,,,,
Drew Rasmussen,TBR,SP/,10.015197900803614,11.850612721983488,10.408267339191111,,TWN,11.850612721983488,10.758025987326072,23.0,,111.57829710144932,103.08764492753625,109.10768115942028
Kristian Campbell,BOS,2B/,7.72065385512781,9.324074321339516,10.95826042040051,10.788277269151772,TWN,10.95826042040051,9.697816466504902,,,,,
Jonathan India,KCR,2B/DH/,9.768927415219844,9.47359994951862,9.066120503328277,-4.062870448235898,TWN,9.768927415219844,6.061444354957711,,,,,
Bo Naylor,CLE,C/,7.59111671406876,7.065164744870456,5.673293815929746,5.816095496498727,TWN,7.59111671406876,6.536417692841923,,,,,
Miguel Vargas,CHW,3B/OF/,3.694296132867223,6.60045011938852,0.3520953066648487,1.0,TWN,6.60045011938852,2.911710389730148,,,,,
Austin Wynns,CIN,C/1B/,-10.933582144539372,-10.138188321225783,-10.305099260876643,6.528518334688264,FA,6.528518334688264,-6.212087847988384,,,,,
Ben Lively,CLE,SP/,-8.243748692588337,-6.070839119659103,-5.954298169523919,6.128483118980128,FA,6.128483118980128,-3.5351007156978076,,,82.9551248164464,104.90516886930982,83.83069016152719
Daniel Schneemann,CLE,2B/3B/SS/OF/,-11.846330352696535,-13.182868647163849,-13.62982379844002,6.046532102985419,FA,6.046532102985419,-8.153122673828747,,,,,
Hayden Wesneski,HOU,SP/,-0.9567419907770768,5.274846470985542,2.2023586616758486,,TWN,5.274846470985542,2.173487713961438,63.0,,94.87443548387095,109.95596774193552,103.39854838709677
Alex Call,WSN,OF/,-10.548318549843708,-9.862525687298206,-11.408630822604108,5.221972425447303,FA,5.221972425447303,-6.64937565857468,,,,,
