player_name,team,position,steamerr,rthebatx,roopsydc,season,Status,best_projection,avg_projection,eno,closermonkey rank,Stuff+,Location+,Pitching+
Kyle Wright,KCR,RP/,-7.736407090330271,-5.85006021315054,-9.712054029671334,,FA,-5.85006021315054,-7.766173777717381,,,,,
Kendall Graveman,ARI,RP/,-8.431517139416579,-5.911820141075536,-8.126551396300146,,FA,-5.911820141075536,-7.489962892264086,,,87.77714285714286,63.14571428571429,57.93428571428571
Cole Sulser,TBR,RP/,-9.018584470072767,-5.935249147803467,-8.249872242836862,,FA,-5.935249147803467,-7.734568620237699,,,93.57722222222225,100.90166666666669,95.86407407407408
Korey Lee,CHW,C/,-6.3534323915408155,-5.945569337645375,-7.14378063046842,-7.581890733743558,FA,-5.945569337645375,-6.756168273349543,,,,,
Drew Pomeranz,CHC,RP/,-5.97594641258509,,-6.397708585559253,,FA,-5.97594641258509,-6.186827499072171,,,110.78576923076923,108.16365384615384,118.15269230769232
Jose Herrera,ARI,C/,-9.332202562721752,-9.040107505533355,-9.04690709403686,-6.020627120087273,FA,-6.020627120087273,-8.35996107059481,,,,,
DJ LeMahieu,NYY,1B/3B/,-6.02698269508438,-10.04907856744886,-8.86707961601463,-13.313591227715548,FA,-6.02698269508438,-9.564183026565853,,,,,
Miguel Castro,CHW,RP/,-10.419992156743078,,-6.084444630813705,,FA,-6.084444630813705,-8.252218393778392,,,,,
Austin Warren,NYM,RP/,-9.66866363344041,,-6.09090749829267,,FA,-6.09090749829267,-7.879785565866539,,,111.74736842105264,79.73368421052632,95.01263157894736
Enyel De Los Santos,ATL,RP/,-6.215128921884713,,-6.098559174540991,-7.081544647132587,FA,-6.098559174540991,-6.4650775811860965,,,94.0274920634921,114.98787301587296,109.08171428571428
Nick Sandlin,TOR,RP/,-7.483125584343327,,-6.123181801668609,,FA,-6.123181801668609,-6.803153693005967,,,102.35207547169811,91.38251572327044,89.05798742138364
Michael Kopech,LAD,RP/,-6.97836145874659,,-6.173368032520714,,FA,-6.173368032520714,-6.575864745633652,,,,,
Doug Nikhazy,CLE,RP/,-10.148709497316029,-6.187313717891204,-14.220461547027822,,FA,-6.187313717891204,-10.18549492074502,,,85.33,82.18755555555556,68.44466666666668
Josh Rojas,CHW,3B/,-6.201822752164507,-8.346087324105012,-6.810343492604706,-12.589385750528114,FA,-6.201822752164507,-8.486909829850585,,,,,
Lake Bachar,MIA,RP/,-9.422144000128778,-6.214891633944784,-8.373213776006985,-6.939522749196023,FA,-6.214891633944784,-7.7374430398191425,,,98.33152238805972,94.50608955223878,95.0114626865672
Colin Selby,BAL,RP/,-6.629836307377893,,-6.251409728540994,,FA,-6.251409728540994,-6.440623017959444,,,99.4130909090909,90.37236363636364,91.72145454545456
Jake Cousins,NYY,RP/,-7.5776145057292865,,-6.294250540866403,,FA,-6.294250540866403,-6.935932523297845,,,,,
Drey Jameson,ARI,RP/,-7.086778943421134,-6.304736328700245,-6.994899741306545,,FA,-6.304736328700245,-6.79547167114264,,,103.72339622641508,68.76830188679244,80.15773584905662
Tyler Ferguson,ATH,RP/,-7.869869969367967,-6.7020302560398095,-6.307287822258092,-10.387348955714232,W <small>(Fri)</small>,-6.307287822258092,-7.816634250845025,,,107.15840830449824,78.9126643598616,84.06851211072662
Wade Miley,CIN,SP/,-8.23911866736682,-6.6147823589481165,-6.3073838252845515,,FA,-6.3073838252845515,-7.05376161719983,,,,,
Chase Silseth,LAA,RP/,-8.816235021835485,-6.346416164444371,-8.939387580017057,,FA,-6.346416164444371,-8.034012922098972,,,,,
Jared Shuster,CHW,RP/,-10.2185631812805,-6.350866788001286,-11.528644495153046,-17.745258017149006,FA,-6.350866788001286,-11.460833120395959,,,86.33835294117647,101.24929411764704,90.62364705882354
