player_name,is_drafted,team,position,steamerr,rthebatx,roopsydc,season,Status,best_projection,avg_projection,Position(s),NFBC_ADP,bp_expert_count,eno,closermonkey rank,Stuff+,Location+,Pitching+,lastmonth_stuff+,lastmonth_location+,lastmonth_pitching+,Events,EV,maxEV,Barrel%,HardHit%,wOBA,xwOBA
Tyler Heineman,,TOR,C/,-7.98658793034868,-9.085500904372385,-7.188961308458733,2.4162838383471117,FA,2.4162838383471117,-5.461191576208171,,,,,,,,,,,,56.0,85.24882996757076,104.461,0.07142857,0.26785714,0.4270992857822474,0.299
Dennis Santana,,PIT,RP/,-5.37880348019343,-5.12423130691927,-5.016397747781635,2.369048084193926,TWN,2.369048084193926,-3.2875961126751023,P,469.0,,,,97.73267734553777,105.4932723112128,100.58919908466824,99.9577536231884,108.17605475040256,103.6412157809984,0.0,,,,,0.0,
Kyle Isbel,,KCR,OF/,-0.917026000280874,-2.2036051996239796,2.35290665104342,-1.3826189393454946,FA,2.35290665104342,-0.537585872051732,,,,,,,,,,,,150.0,87.10638020833333,109.525,0.02,0.33333333,0.2824859595961041,0.255
Kolby Allard,,CLE,SP/RP/,-3.9467411415068527,-4.7322585881986,-4.658419547807534,2.286390580735649,FA,2.286390580735649,-2.762757174194334,,,,,,87.5086728484497,105.43120834540711,92.04788525065196,87.07433457249071,106.42727137546468,93.61773977695168,0.0,,,,,0.0,
Landen Roupp,,SFG,SP/,2.0119175844747432,1.261159815696667,2.2375059527282044,0.452416647540785,TWN,2.2375059527282044,1.4907500001101,,,,60.0,,98.25626620570438,106.88539325842694,104.65458945548832,95.03111510791368,105.10449640287771,100.81050359712228,0.0,,,,,0.0,
Nick Allen,,ATL,SS/,1.948547045567681,-2.916822263063524,-1.9077501532610524,-4.365930878579359,FA,1.948547045567681,-1.8104890623340637,,,,,,,,,,,,143.0,85.59429489356884,104.4,0.0,0.23776224,0.2605507134222516,0.263
Dean Kremer,,BAL,SP/,-1.410830346868928,-3.8331538429065946,1.942002547940204,0.0261501637941359,FA,1.942002547940204,-0.8189578695102957,P,432.0,,137.0,,97.0866982832603,100.4995797934122,95.7138903345362,96.15529093242364,99.19469695713452,92.64540421327789,0.0,,,,,0.0,
Alex Cobb,,DET,SP/,0.7970987460714738,-0.9638679340676446,1.4098950881085224,,FA,1.4098950881085224,0.41437530003745054,,,,,,,,,,,,,,,,,,
Starling Marte,,NYM,OF/DH/,-6.964455530555376,-6.885634804523596,-4.642057968179681,1.291468342558976,W <small>(Fri)</small>,1.291468342558976,-4.300169990174919,OF,485.0,,,,,,,,,,106.0,87.47213478458738,111.01,0.06603774,0.39622642,0.3374741697153508,0.331
Austin Wynns,,ATH,C/,-9.250117027870424,-9.916029589378518,-8.251380892976671,1.0,FA,1.0,-6.604381877556403,,,,,,,,,,,,,,,,,,
Jake Fraley,,CIN,OF/,-0.2554293286978164,-3.750173490545403,-0.2836524084024561,1.0,FA,1.0,-0.8223138069114189,OF,370.0,,,,,,,,,,92.0,84.91259765625,108.462,0.05434783,0.34782609,0.3300435431857607,0.341
Kyle Higashioka,,TEX,C/,0.1018497134336507,-3.0818589395415374,1.0,-4.310086807556907,FA,1.0,-1.5725240084161984,C,393.0,,,,,,,,,,94.0,90.55495287024456,106.708,0.06382979,0.38297872,0.2671018572357612,0.287
Joey Cantillo,,CLE,SP/RP/,-1.7232946258076436,0.91182349103741,-3.072668855997099,,FA,0.91182349103741,-1.2947133302557776,P,543.0,,,,91.3849903288201,98.76773694390712,89.35562862669248,91.35884892086332,114.13942446043166,102.65553956834532,0.0,,,,,0.0,
Jon Gray,,TEX,SP/,0.8008251725628066,-0.7701135016222089,0.187940774040211,,FA,0.8008251725628066,0.07288414832693622,,,,,,,,,,,,,,,,,,
Eli White,,ATL,OF/,-19.34457219832311,-17.464907347927483,-15.324451500766736,0.7690275659605715,FA,0.7690275659605715,-12.84122587026419,,,,,,,,,,,,120.0,87.49825917119566,108.5,0.06666667,0.375,0.2901015197053367,0.309
Carson Whisenhunt,,SFG,SP/,0.7228076798406456,-3.042512536702543,-2.42676611147706,,FA,0.7228076798406456,-1.5821569894463192,,,,,,,,,,,,,,,,,,
Charlie Morton,,BAL,SP/,0.639050442516724,,0.4886408040567119,,FA,0.639050442516724,0.563845623286718,P,339.0,,148.0,,99.29906008015875,93.8052086981335,94.60975898327216,104.43594296647233,100.04751184402332,103.9996875,0.0,,,,,0.0,
Matt Brash,,SEA,RP/,0.4859496820191425,-2.6157275520572596,0.2218214999930043,,FA,0.4859496820191425,-0.6359854566817041,,,,,,111.69018018018016,94.70063063063064,110.56333333333336,111.77790476190476,99.99782072829132,114.65666106442578,0.0,,,,,0.0,
Jacob Lopez,,ATH,SP/RP/,-1.5416536041178597,-0.2511050981741656,0.3789171210770168,-2.3130283820596653,FA,0.3789171210770168,-0.9317174908186685,,,,,,91.30258804052372,104.32757030031028,92.60213415403712,93.19575080579683,104.86644637452945,95.4236025883916,0.0,,,,,0.0,
Brandon Walter,,HOU,RP/,-0.7397988273644314,0.3622934794434658,-5.988822274226947,,FA,0.3622934794434658,-2.1221092073826373,,,,,,101.74631578947368,105.75706766917293,103.4718045112782,101.7345882253924,105.7842620881202,103.49379876278248,0.0,,,,,0.0,
Ryan Walker,,SFG,RP/,0.3436839814093179,-2.6234375883001695,-0.9392096641175464,-3.0757966809815027,W <small>(Fri)</small>,0.3436839814093179,-1.5736899879974753,,,,,,110.68639484978536,94.81098712446352,103.15450643776823,105.90360975609757,94.69131707317074,100.24663414634144,0.0,,,,,0.0,
Kyle Hendricks,,LAA,SP/,-8.092351460666999,-6.919290348528992,-7.997368444831807,0.3084012415211692,FA,0.3084012415211692,-5.675152253126656,P,530.0,,,,82.36426016260164,110.35541463414634,93.97448780487804,83.29298869143781,109.1211631663974,94.19567043618738,0.0,,,,,0.0,
Paul Blackburn,,NYM,SP/,0.2708880934525243,-4.784793612141391,-3.850100575203656,,FA,0.2708880934525243,-2.788002031297508,,,,,,95.12587234042552,112.36697872340426,107.27974468085104,95.12587234042552,112.36697872340424,107.27974468085108,0.0,,,,,0.0,
Taylor Walls,,TBR,SS/,-17.46465830947182,-18.678809534415905,-17.098491617375853,0.2337041349827738,FA,0.2337041349827738,-13.2520638315702,,,,,,,,,,,,129.0,86.41844102202869,102.815,0.01550388,0.25581395,0.2707054159404095,0.26
Adam Frazier,,PIT,2B/OF/,-16.054010966289454,-16.122446172709324,-13.153153520593415,0.2302722302378487,FA,0.2302722302378487,-11.274834607338585,,,,,,,,,,,,170.0,84.71588965421597,102.379,0.01176471,0.18235294,0.2877987903864394,0.273
Brock Stewart,,MIN,RP/,0.1678388927820692,-6.622675956146549,0.0462293197168616,-6.1507442489346955,FA,0.1678388927820692,-3.1398379981455786,,,,,,114.30747720364742,92.4618844984803,105.98310030395136,115.50429549114328,102.04344605475042,117.75031803542672,0.0,,,,,0.0,
Alex Vesia,,LAD,RP/,-1.4761867511957782,0.0817150109770844,0.1344230762667638,-0.0163195664455595,FA,0.1344230762667638,-0.3190920575993724,P,384.0,,,,121.80544401544404,100.73019305019304,117.74861003861008,118.95279425837322,100.8048229665072,117.47126315789474,0.0,,,,,0.0,
Jacob Young,,WSN,OF/,0.1084105788455912,-3.968026975898893,-3.2029537236183216,-5.502272415944619,FA,0.1084105788455912,-3.1412106341540604,,,,,,,,,,,,113.0,86.35237469059406,106.806,0.01769912,0.30973451,0.2781790490691543,0.305
Tim Tawa,,ARI,2B/OF/,-21.83825167982814,-19.722517385828148,-17.429846979806307,-0.047936490286945,FA,-0.047936490286945,-14.759638133937385,,,,,,,,,,,,89.0,88.11614920079023,110.971,0.11235955,0.40449438,0.3118703851805013,0.337
Michael McGreevy,,STL,RP/,-1.5580356375265456,-0.0605222811171382,-9.3452470018614,,FA,-0.0605222811171382,-3.654601640168361,P,413.0,,,,93.22630253863908,125.0793831736485,118.37434925519266,90.8861386138614,120.77920792079208,109.80178217821782,0.0,,,,,0.0,
Tyrone Taylor,,NYM,OF/,-4.302578870627116,-3.006416107688784,-0.1850568476756897,-0.5287387961861403,FA,-0.1850568476756897,-2.0056976555444326,,,,,,,,,,,,151.0,86.67858723958334,109.483,0.04635762,0.38410596,0.2887021941396425,0.329
Alex Call,,WSN,OF/,-7.449707417162973,-7.703178091080991,-9.740071595301458,-0.1854670829556806,FA,-0.1854670829556806,-6.269606046625276,,,,,,,,,,,,129.0,88.2737471417683,109.876,0.04651163,0.27131783,0.3440215236800057,0.329
Brad Lord,,WSN,SP/RP/,-1.0792417942575,-0.2508988701129677,-7.967306385041292,-1.359630709746372,FA,-0.2508988701129677,-2.664269439789533,,,,,,85.94773134354561,97.65869797309496,82.31509689786391,88.4436631910289,96.16481998819596,80.29857564430453,0.0,,,,,0.0,
Logan Allen,,CLE,SP/,-4.753246657996584,-6.991424325972734,-4.60832614414592,-0.256681448110809,FA,-0.256681448110809,-4.152419644056511,P,488.0,,,,92.78793120539396,94.20639451122857,87.58719038597988,92.32116322701688,96.11812382739213,90.38480300187616,0.0,,,,,0.0,
Keaton Winn,,SFG,SP/,-0.3141021781727651,-2.172725438410582,-2.11889817571396,,FA,-0.3141021781727651,-1.5352419307657688,,,,,,,,,,,,,,,,,,
Luis Torrens,,NYM,C/,-3.2706386360431425,-1.8260633621777864,-0.6056005592014664,-6.213652999380608,FA,-0.6056005592014664,-2.978988889200751,C,528.0,,,,,,,,,,91.0,93.72176553914836,108.846,0.17582418,0.59340659,0.2890877882639567,0.402
Aaron Bummer,,ATL,RP/,-0.8130437892958831,-1.9858320909856713,-2.164734818859195,-7.788691686985741,FA,-0.8130437892958831,-3.1880755965316228,,,,,,113.57905154639174,94.46239175257728,100.62371134020616,108.77615094339625,92.8247358490566,96.84213836477988,0.0,,,,,0.0,
Isaac Collins,,MIL,OF/,-19.79427245934403,-19.072578637319904,-17.545905487720386,-0.8636119061847192,FA,-0.8636119061847192,-14.319092122642262,,,,,,,,,,,,92.0,86.74798652563203,111.223,0.05434783,0.31521739,0.3268884816425759,0.307
Steven Cruz,,KCR,RP/,-7.013975156878647,-3.931962657761198,-6.097666953451922,-0.9652138355283536,FA,-0.9652138355283536,-4.50220465090503,,,,,,117.3190026246719,87.61028871391075,104.87354330708663,118.612131147541,93.46090163934426,110.6805737704918,0.0,,,,,0.0,
Bryan King,,HOU,RP/,-4.1149624272748255,,-4.4390505537169975,-0.9731212215403108,FA,-0.9731212215403108,-3.1757114008440444,,,,,,98.26114398422092,112.10927021696256,106.46473372781062,96.73416666666668,115.78241071428572,107.01502976190476,0.0,,,,,0.0,
Jake Bauers,,MIL,1B/OF/,-16.77900860284918,-14.261088798389808,-11.707971860047223,-1.1780119359499208,TWN,-1.1780119359499208,-10.981520299309032,,,,,,73.3663829787234,82.45957446808511,49.78978723404255,,,,60.0,90.94454283633476,108.725,0.18333333,0.45,0.333972185581654,0.367
Myles Straw,,TOR,OF/,-19.340036597784533,-17.890510132188247,-17.11584628877087,-1.1934841366542734,FA,-1.1934841366542734,-13.884969288849483,,,,,,,,,,,,109.0,87.75716796875,105.779,0.04587156,0.27522936,0.2805343681857699,0.297
Johan Rojas,,PHI,OF/,-8.506591212320803,-8.882330439063539,-6.500729298420667,-1.223169887232146,FA,-1.223169887232146,-6.278205209259289,OF,555.0,,,,,,,,,,90.0,86.09482301311728,112.407,0.02222222,0.27777778,0.2625282006338238,0.256
Nick Mears,,MIL,RP/,-2.881275652561885,-4.723560459411986,-3.1900085809618455,-1.2434982013507143,FA,-1.2434982013507143,-3.0095857235716075,,,,,,98.1966588235294,107.37967058823531,102.45110588235296,99.52446428571427,112.13098214285712,110.28357142857143,0.0,,,,,0.0,
Cade Povich,,BAL,SP/,-1.2494872117935911,-2.3249790838516216,-3.5876143276823056,-6.047515709947638,W <small>(Fri)</small>,-1.2494872117935911,-3.302399083318789,P,349.0,,120.0,,97.2528478996692,101.89531650407942,97.98705999739045,98.28667915803062,99.793739189484,97.02512183950888,0.0,,,,,0.0,
Danny Coulombe,,MIN,RP/,-3.744885901160116,-3.173608661083722,-3.059238361758161,-1.268844764566628,FA,-1.268844764566628,-2.8116444221421566,,,,,,104.6994776119403,98.53,102.56223880597015,104.71684210526315,83.31824561403509,87.13543859649123,0.0,,,,,0.0,
Joe Boyle,,TBR,SP/,-1.301936434869253,-1.3925920974894377,-2.8146466005140005,,FA,-1.301936434869253,-1.8363917109575638,,,,134.0,,107.34252873563216,73.75494252873564,82.15908045977012,,,,0.0,,,,,0.0,
Bennett Sousa,,HOU,RP/,-3.4938180242482035,-3.968436616961174,-3.798692006231269,-1.4075248894382764,FA,-1.4075248894382764,-3.1671178842197305,,,,,,106.2291553133515,99.99405994550408,104.02882833787469,109.12030581039753,99.7946483180428,105.25324159021406,0.0,,,,,0.0,
Valente Bellozo,,MIA,SP/RP/,-5.297315230008255,-2.2374133097801994,-7.521252600946303,-1.527524119787075,FA,-1.527524119787075,-4.145876315130458,,,,,,94.31512675405313,96.56223393872776,90.00239589119329,95.3217210276115,98.69034537796496,91.25881366536122,0.0,,,,,0.0,
Rob Refsnyder,,BOS,OF/,-14.475013203339216,-13.572025415985786,-13.153427830384755,-1.596318654608852,FA,-1.596318654608852,-10.699196276079652,,,,,,,,,,,,55.0,92.8834783380682,111.488,0.10909091,0.56363636,0.3849765749081321,0.353
Chase Lee,,DET,RP/,-5.375637411710987,-3.41122202197373,-6.625624263709052,-1.6258376946039323,FA,-1.6258376946039323,-4.259580347999426,,,,,,103.16063953488371,103.30156976744183,100.70162790697673,103.06264705882352,107.19450980392158,100.79303921568628,0.0,,,,,0.0,
Keider Montero,,DET,SP/RP/,-3.2336924329677297,-6.282177474019712,,-1.7114686286202274,FA,-1.7114686286202274,-3.74244617853589,,,,,,95.88472147850848,98.11450919063373,93.31151939466427,96.68617710583152,102.43723542116632,98.3262203023758,0.0,,,,,0.0,
Caleb Thielbar,,CHC,RP/,-4.617787059329821,-4.343606015820562,-4.479068279890546,-1.7958104295871085,FA,-1.7958104295871085,-3.8090679461570094,,,,,,111.80783454987834,93.85328467153283,102.85917274939166,110.42326515377728,99.03354434159452,106.8696525082114,0.0,,,,,0.0,
Mitch Spence,,ATH,SP/,-2.9379434749111315,,-1.8035882104257053,,FA,-1.8035882104257053,-2.370765842668418,P,505.0,,,,102.30836235300907,100.42237695121692,103.31124139641904,103.65295485334256,103.06210713489408,106.7103421135586,0.0,,,,,0.0,
Jordan Wicks,,CHC,SP/,-2.8301087802519285,-1.8174279312509811,-3.4457301023975333,,FA,-1.8174279312509811,-2.6977556046334805,,,,,,102.83314285714287,107.4777142857143,107.97714285714288,,,,0.0,,,,,0.0,
Greg Weissert,,BOS,RP/,-6.39021031954474,-5.208105127041787,-5.528048626577038,-1.8243231876535235,FA,-1.8243231876535235,-4.737671815204272,,,,,,98.36704545454546,100.1863636363636,99.38162878787878,100.80186234817812,92.32372469635624,94.14817813765184,0.0,,,,,0.0,
Pierce Johnson,,ATL,RP/,-1.8455506546447291,-4.175530814215215,-3.379856170979367,-7.032576022536029,FA,-1.8455506546447291,-4.108378415593835,,,,,,99.70611235955056,105.5065168539326,101.46588764044944,101.31498291182504,106.05894736842107,103.7760628844839,0.0,,,,,0.0,
Garrett Cleavinger,,TBR,RP/,-1.8540519588560915,-3.625208475642048,-2.1695390537581036,-3.260665336728228,FA,-1.8540519588560915,-2.727366206246118,,,,,,112.24129807692314,96.6182692307692,103.42235576923078,111.60157213930349,87.28841127694858,93.98220895522388,0.0,,,,,0.0,
Matt Manning,,DET,SP/,-3.6751008835161727,-1.8571500374135788,-4.7833060745632405,,FA,-1.8571500374135788,-3.438518998497664,,,,,,,,,,,,,,,,,,
Keegan Akin,,BAL,RP/,-1.8774447752560777,-3.4603968460772156,-2.217525317564115,-5.153461123871438,FA,-1.8774447752560777,-3.1772070156922116,,,,,,104.59853919409947,100.52809421907834,100.08830086023086,105.9653592032967,96.1766710164835,96.22094986263738,0.0,,,,,0.0,
Spencer Turnbull,,TOR,SP/RP/,-1.9757025725094572,-4.1485949450016095,-5.103498409452394,,FA,-1.9757025725094572,-3.7425986423211537,,,,,,98.5925,116.283,113.2795,98.5925,116.283,113.2795,0.0,,,,,0.0,
Michael Lorenzen,,KCR,SP/,-4.950745738754663,-2.699178823932209,-9.602719809226418,-1.9934220226835375,FA,-1.9934220226835375,-4.811516598649208,,,,,,92.4821327014218,102.2902843601896,94.18529225908378,90.75829926927162,100.52598976844098,91.916609304574,0.0,,,,,0.0,
Luis Rengifo,,LAA,2B/3B/,-5.443520766443344,-7.792368446267048,-1.995030287089636,-5.398001483885089,FA,-1.995030287089636,-5.157230245921279,"2B, 3B",185.0,1.0,,,,,,,,,191.0,87.01902469084224,107.658,0.03664921,0.30890052,0.2416986162731756,0.299
Tim Hill,,NYY,RP/,-9.214206239800612,-6.385426109831972,-7.865741610666543,-2.0835488050430913,FA,-2.0835488050430913,-6.387230691335554,,,,,,119.99559718969556,98.94341920374708,111.59498829039812,122.48378673957625,96.73552973342446,111.3634176349966,0.0,,,,,0.0,
Trevor Williams,,WSN,SP/,-2.110727249429178,-5.8162012213804495,-8.692265553732474,-7.845523255993768,FA,-2.110727249429178,-6.116179320133968,,,,,,94.74861896838604,105.12830282861896,100.35928452579034,94.0170824524313,110.41564482029598,102.62980972515857,0.0,,,,,0.0,
Alec Marsh,,KCR,SP/,-3.5279901898533126,-3.3227141949511356,-2.111613482081655,,FA,-2.111613482081655,-2.9874392889620345,,,,,,,,,,,,,,,,,,
Ben Williamson,,SEA,3B/,-17.46466840059712,-17.590367205620222,-16.708158216875667,-2.1579530862801666,FA,-2.1579530862801666,-13.480286727343294,,,,,,,,,,,,133.0,88.6541626908397,110.356,0.03759398,0.44360902,0.2724552182626973,0.265
Sawyer Gipson-Long,,DET,RP/,-2.1822700206016035,-4.336939485702764,-5.438031989956473,,FA,-2.1822700206016035,-3.98574716542028,,,,109.0,,98.92488636363636,108.52375,104.82068181818182,98.92488636363636,108.52375,104.82068181818182,0.0,,,,,0.0,
Gregory Soto,,BAL,RP/,-2.2049720060375444,-4.67138588277732,-3.4723241529971807,-8.202340617358537,FA,-2.2049720060375444,-4.637755664792645,,,,,,114.60258992805758,90.63318944844124,102.08302158273383,114.21351515151515,91.94271717171718,102.75096969696968,0.0,,,,,0.0,
Yennier Cano,,BAL,RP/,-2.385960760396822,-3.78068092811085,-2.256250173098,-11.185001326568475,FA,-2.256250173098,-4.901973297043536,,,,,,105.66282511210764,94.81650224215252,99.67264573991034,107.51824548260382,107.14087316217736,111.70940650953985,0.0,,,,,0.0,
Landon Knack,,LAD,SP/RP/,-4.513975918909226,-3.3080256072381236,,-2.277699944332954,FA,-2.277699944332954,-3.3665671568267683,P,380.0,,121.0,,94.10263765767404,100.40930410060456,94.84234894212744,90.57286012526096,102.61728601252612,94.41361169102296,0.0,,,,,0.0,
Freddy Fermin,,KCR,C/DH/,-2.342416830246333,-4.438652608536221,-2.427059654723106,-3.992467383842531,FA,-2.342416830246333,-3.3001491193370476,,,,,,,,,,,,101.0,88.90248469716495,108.308,0.02970297,0.32673267,0.2854242449583009,0.274
Connor Wong,,BOS,C/,-4.352942223596643,-3.34889740425249,-2.6049656052657095,-10.851076610553095,FA,-2.6049656052657095,-5.289470460916984,C,230.0,,,,,,,,,,48.0,84.93513131648936,111.492,0.0625,0.3125,0.2048261375040621,0.309
Ian Seymour,,TBR,RP/,-5.010250435557557,-2.63320487467438,-10.691534934181163,,FA,-2.63320487467438,-6.111663414804366,,,,,,86.88928571428572,81.4964285714286,72.64285714285714,86.88928571428572,81.4964285714286,72.64285714285714,0.0,,,,,0.0,
Tony Santillan,,CIN,RP/,-6.752192889075286,-6.615948408936753,-6.052232607461109,-2.64904925276319,FA,-2.64904925276319,-5.517355789559085,P,538.0,,,,99.54983240223464,102.5251024208566,96.28636871508375,100.60380408703568,101.43649871763051,96.53847935798792,0.0,,,,,0.0,
Hoby Milner,,TEX,RP/,-4.982824369485315,-2.666181782480521,-4.530748855861107,-3.621548952854641,FA,-2.666181782480521,-3.9503259901703967,,,,,,105.90621323529408,105.38558823529416,107.4320955882353,103.72619785898856,105.60573643410852,107.77063122923587,0.0,,,,,0.0,
Jared Koenig,,MIL,RP/,-2.717617843725913,-3.29264965688785,-5.197216781304697,-4.8357195329487475,FA,-2.717617843725913,-4.010800953716802,,,,,,106.18724637681164,101.6551138716356,106.25689440993791,106.7371017871018,108.05206571206573,113.6648096348096,0.0,,,,,0.0,
Trevor Rogers,,BAL,SP/,-2.7394757085911032,-5.106929190769192,-4.4354501303648854,,FA,-2.7394757085911032,-4.09395167657506,,,,,,92.79506329113924,105.79291139240507,102.37759493670887,92.79506329113924,105.79291139240506,102.37759493670886,0.0,,,,,0.0,
Tanner Banks,,PHI,RP/,-2.7768160928403884,-6.233904384609451,-2.9756915451518156,-6.150994228422746,FA,-2.7768160928403884,-4.5343515627561,,,,,,115.875558739255,107.26031518624642,115.8396848137536,109.33942857142858,107.89885714285715,112.78726530612244,0.0,,,,,0.0,
Adam Mazur,,MIA,SP/,-6.063356200454951,-6.3513211980143796,-2.843487383806186,,FA,-2.843487383806186,-5.086054927425172,,,,,,90.01030927835052,105.31340206185568,98.87257731958763,90.01030927835052,105.31340206185568,98.87257731958763,0.0,,,,,0.0,
Javier Assad,,CHC,SP/,-4.744959256321182,-2.872704110250447,-4.191676465958131,,FA,-2.872704110250447,-3.936446610843253,,,,,,,,,,,,,,,,,,
Cole Sands,,MIN,RP/,-3.244246540917832,-4.075757913051224,-2.8921447285454733,-3.6320066517145895,FA,-2.8921447285454733,-3.46103895855728,,,,,,96.19466666666668,106.38460215053766,101.40589247311824,96.49985897435896,111.92867521367522,107.21339743589742,0.0,,,,,0.0,
Kyle Leahy,,STL,RP/,-7.13479395419265,-8.382547418976243,-8.029637117681547,-2.901381254629938,FA,-2.901381254629938,-6.612089936370095,,,,,,99.1312043301759,111.54178619756432,114.42135317997293,100.41929507885236,100.6393045791374,104.24312179365378,0.0,,,,,0.0,
Sam Haggerty,,TEX,OF/,-10.620806724935646,-12.558662006317611,-9.225638167503709,-2.9717028401649785,FA,-2.9717028401649785,-8.844202434730487,,,,,,,,,,,,68.0,88.31478881835938,109.625,0.04411765,0.41176471,0.3214820589531552,0.342
Parker Messick,,CLE,SP/,-4.948814032924603,-3.0308323321949375,,,FA,-3.0308323321949375,-3.9898231825597703,,,,,,,,,,,,,,,,,,
Mason Fluharty,,TOR,RP/,-7.296087186289451,,-4.988656608172587,-3.0388074877490947,FA,-3.0388074877490947,-5.107850427403711,,,,,,117.065623678647,90.84718816067658,106.81230443974628,117.2237670384139,93.3529285419248,109.01683601817432,0.0,,,,,0.0,
Amed Rosario,,WSN,2B/3B/OF/DH/,-17.201171536147555,-15.963894244731168,-12.006957914317251,-3.053607480627541,FA,-3.053607480627541,-12.056407793955879,,,,,,46.88999999999999,83.44714285714285,40.184285714285714,,,,98.0,90.97569555165816,110.895,0.04081633,0.43877551,0.3089677592118581,0.354
Eric Orze,,TBR,RP/,-6.494315197928183,-3.893626730278002,-5.411533817114727,-3.0738826335903884,FA,-3.0738826335903884,-4.718339594727825,,,,,,101.22052373158756,91.81643207855971,97.24130932896884,102.73717995325303,87.95120000479918,90.5761838908248,0.0,,,,,0.0,
Matt Thaiss,,TBR,C/,-4.566372175897001,-4.065640645683665,-3.1028420726336723,-5.078465260470121,FA,-3.1028420726336723,-4.2033300386711145,,,,,,,,,,,,,,,,,,
Tobias Myers,,MIL,SP/,-3.5639717092332655,-3.1496248371972353,-4.175915519933483,-4.898563558312568,FA,-3.1496248371972353,-3.947018906169138,,,,,,88.9938043478261,96.77288043478262,87.80440217391305,91.45605633802818,112.41154929577466,104.4081690140845,0.0,,,,,0.0,
Kevin Kelly,,TBR,RP/,-6.16073264235275,-3.345637282743673,-3.165192073643647,,FA,-3.165192073643647,-4.223853999580023,,,,,,114.70555555555552,103.9331111111111,111.72033333333336,113.52017699115044,102.17522123893804,111.8258407079646,0.0,,,,,0.0,
Eduard Bazardo,,SEA,RP/,-5.540009455498691,-4.35242966006778,-3.2144780267543576,-6.278617047473137,FA,-3.2144780267543576,-4.846383547448491,,,,,,101.67451776649746,102.89607445008454,100.23549915397628,104.1344747081712,104.0790661478599,101.4378988326848,0.0,,,,,0.0,
Yuki Matsui,,SDP,RP/,-3.836124029392166,-3.340915021427273,-4.83341694317639,-5.014882255598256,FA,-3.340915021427273,-4.256334562398521,,,,,,105.00899383983575,96.58858316221756,100.70677618069814,104.17636231884056,96.93963768115944,101.07666666666664,0.0,,,,,0.0,
Graham Ashcraft,,CIN,RP/,-6.404822657516501,-5.423406015390066,-3.3838124482577374,-5.298215900140718,FA,-3.3838124482577374,-5.127564255326256,P,503.0,,,,121.77745974955276,101.15910554561717,124.16178890876564,124.38863247863247,105.2728205128205,129.61299145299145,0.0,,,,,0.0,
Justin Wilson,,BOS,RP/,-3.46291360470165,-4.807558434266368,-5.086458834520305,-4.6230619986276,FA,-3.46291360470165,-4.4949982180289805,,,,,,105.73440963855418,90.56679518072286,96.0473734939759,101.57223209876544,92.04584197530863,94.3161975308642,0.0,,,,,0.0,
Mitch Garver,,SEA,C/DH/,-4.373097494599505,-4.841841940841555,-3.4780559268974756,-5.051775532087429,FA,-3.4780559268974756,-4.436192723606491,C,396.0,,,,,,,,,,73.0,92.08511477953768,107.652,0.06849315,0.49315068,0.2680048919463342,0.29
Kevin Ginkel,,ARI,RP/,-3.5033526232611027,-3.5886897782607035,-4.127461300990244,,FA,-3.5033526232611027,-3.7398345675040168,,,,,,90.73184115523463,97.23761732851986,90.43725631768956,92.9328404040404,102.18827474747474,98.01235555555556,0.0,,,,,0.0,
Javier Sanoja,,MIA,2B/OF/,-14.979396357353998,-11.17430425313766,-13.251994355979663,-3.542650340430865,FA,-3.542650340430865,-10.737086326725548,,,,,,56.26440528634362,99.94555066079296,62.43215859030837,47.54,103.92,58.24,134.0,89.68746899801587,106.066,0.01492537,0.38059701,0.2739950177899326,0.287
Mason Black,,SFG,SP/,-3.5631584965836227,-4.109881959646743,-4.418213365795266,,FA,-3.5631584965836227,-4.0304179406752105,,,,,,,,,,,,,,,,,,
Dylan Carlson,,BAL,OF/,-18.384568191021813,-17.255474597850778,-15.792708493722852,-3.6003213944696473,FA,-3.6003213944696473,-13.758268169266273,,,,,,,,,,,,66.0,88.3460693359375,107.953,0.06060606,0.24242424,0.3199927131740414,0.288
Omar Cruz,,SDP,RP/,-7.899236858035302,-3.6282346856649297,-9.062150379672122,,FA,-3.6282346856649297,-6.863207307790785,,,,,,98.03382716049384,78.61901234567901,74.72444444444444,,,,0.0,,,,,0.0,
Anthony Banda,,LAD,RP/,-7.225932130021045,-7.678529154165982,-8.614803724937468,-3.6928559930993794,FA,-3.6928559930993794,-6.8030302505559685,P,597.0,,,,100.37763033175358,94.56436018957346,96.42240126382303,103.32951990632318,95.32196721311472,98.23379976580796,0.0,,,,,0.0,
Shawn Dubin,,HOU,RP/,-6.6359885629792,,-8.33824501558005,-3.7232466621079103,FA,-3.7232466621079103,-6.23249341355572,,,,,,93.69818181818182,98.62286713286714,93.29216783216786,93.69818181818182,98.62286713286711,93.29216783216782,0.0,,,,,0.0,
Ryan Brasier,,CHC,RP/,-4.9358893812923075,-3.7263116740941142,-4.774339572362555,,FA,-3.7263116740941142,-4.478846875916326,,,,,,91.39217391304348,95.83173913043476,90.02869565217392,91.83111111111111,91.87277777777776,86.27333333333334,0.0,,,,,0.0,
Tim Herrin,,CLE,RP/,-4.954881912947873,-3.7307719070185583,-6.213229135135224,-6.492609775348505,FA,-3.7307719070185583,-5.34787318261254,,,,,,96.74336448598132,89.5677102803738,85.40331775700932,93.73931428571429,88.42937142857141,84.57005714285715,0.0,,,,,0.0,
