player_name,team,position,steamerr,rthebatx,roopsydc,season,Status,best_projection,avg_projection,eno,closermonkey rank,Stuff+,Location+,Pitching+,lastmonth_stuff+,lastmonth_location+,lastmonth_pitching+,Events,EV,maxEV,Barrel%,HardHit%,wOBA,xwOBA
Will Wilson,CLE,2B/3B/DH/,-26.33367182028904,-22.669657498394784,-21.005988348248692,-13.655385867477005,FA,-13.655385867477005,-20.91617588360238,,,36.636153846153846,78.66846153846153,25.826153846153844,,,,30.0,86.43265335648148,102.15,0.03333333,0.36666667,0.23363873310256422,0.215
Michael Stefanic,TOR,2B/,-28.181998024137105,,,-13.68755329910963,FA,-13.68755329910963,-20.93477566162337,,,67.31142857142858,139.8657142857143,109.78,67.31142857142858,139.8657142857143,109.78,19.0,90.73213918585526,102.845,0.05263158,0.42105263,0.22533151626586914,0.292
Brett Wisely,SFG,2B/SS/,-25.7150961002658,-25.917469775129018,-22.769670273179347,-13.70208481295523,FA,-13.70208481295523,-22.02608024038235,,,,,,,,,9.0,81.31924002511161,97.3199,0.0,0.22222222,0.0,0.062
Aaron Schunk,COL,2B/3B/SS/DH/,-26.219280848121077,,,-13.718232282649874,FA,-13.718232282649874,-19.968756565385476,,,,,,,,,21.0,86.185595703125,101.985,0.04761905,0.23809524,0.20380469943795884,0.25
Luis Guillorme,HOU,2B/,-24.67417879400584,-22.62343498116119,-20.871303875814913,-13.80555585161685,FA,-13.80555585161685,-20.493618375649696,,,,,,,,,4.0,85.96240234375,102.955,0.0,0.25,0.15816805958747865,0.265
Alejandro Osuna,TEX,OF/DH/,-16.965215297791996,-16.699084228978652,-13.865556663832294,-14.220217624702588,FA,-13.865556663832294,-15.437518453826382,,,,,,,,,23.0,85.57170521129261,104.297,0.0,0.30434783,0.22748032139568794,0.33
Ryan Vilade,CIN,OF/,-25.218834786711195,-24.192764842439896,-21.666652377337297,-13.90087071551012,FA,-13.90087071551012,-21.244780680499627,,,,,,,,,,,,,,,
Will Brennan,CLE,OF/,-26.019645987384003,,,-13.971410816422887,FA,-13.971410816422887,-19.995528401903446,,,,,,,,,10.0,82.16141357421876,102.761,0.0,0.3,0.17742587052858794,0.205
Mason McCoy,SDP,2B/SS/DH/,-26.08050034990493,-26.32338780565282,-23.36632396138394,-13.98481260161928,FA,-13.98481260161928,-22.438756179640244,,,,,,,,,2.0,64.65613555908203,71.5998,0.0,0.0,0.0,0.062
Jonathan Ornelas,ATL,2B/3B/SS/OF/,-25.30793362087397,-25.571042422810347,-22.872885489146697,-13.98481260161928,FA,-13.98481260161928,-21.934168533612574,,,,,,,,,,,,,,,
