player_name,team,Stuff+,Location+,Pitching+
Tommy Nance,TOR,99.61960954446855,109.04203904555317,110.59206073752712
J.T. Ginn,ATH,96.05027142621982,107.68514050309696,108.9552522184196
Corbin Burnes,ARI,102.35063618290259,101.63288270377734,107.99848906560638
Luis García,- - -,108.5717380872447,107.0380279613067,113.90066332015502
Gregory Soto,- - -,116.07119156854058,91.58543247850066,104.5086151204953
Garrett Cleavinger,TBR,111.39150622876555,99.95519818799548,106.54785956964894
Andre Pallante,STL,93.70088462956139,101.47933652782898,97.36098783634354
Slade Cecconi,CLE,92.776198745779,103.53627592860592,94.00361794500719
Sean Burke,CHW,92.1236430081524,102.23556894984254,98.56032804959999
Orion Kerkering,PHI,121.74163620539606,103.74809399477807,119.69333333333343
Kolby Allard,CLE,86.26716591086306,102.38687143796342,85.8895813225289
Bryan King,HOU,96.90839779005528,110.45351749539599,104.09799263351739
Chris Paddack,- - -,92.23908228494383,112.29808663598664,104.59379480157129
Juan Mejia,COL,100.72604477611937,95.59772388059703,94.43658582089557
Brock Stewart,- - -,112.71956046035966,96.8162008120402,108.3426462130232
Drew Pomeranz,CHC,105.6123995141026,105.61040076422687,108.78884181547693
Greg Weissert,BOS,98.37471135940405,101.73432029795158,99.48664804469271
Manuel Rodríguez,TBR,104.78903981264634,105.05461358313819,112.64533957845435
Danny Coulombe,- - -,106.96127056115974,98.74113470337143,102.02660759068915
Isaac Mattson,PIT,96.30098191214464,96.52855297157622,92.29315245478043
Brenan Hanifee,DET,101.73696712619298,105.00778366914102,106.41115588547187
Shelby Miller,- - -,99.43486311406079,110.18942458195068,108.41833784891662
Brandon Sproat,NYM,111.66726643598616,84.75743944636679,92.7171626297578
Camilo Doval,- - -,104.38582123829713,98.96904995125848,103.95937728819261
Ryan Walker,SFG,108.68767716535433,96.64779527559058,101.12877952755903
Kenley Jansen,LAA,114.37388764044938,97.9034831460675,109.0843146067416
Félix Bautista,BAL,93.45578274760383,107.57996805111816,107.78175718849839
Brant Hurter,DET,112.64314252144229,80.78125492642344,90.17646487411439
Brennan Bernardino,BOS,99.94717649367678,87.44301121571633,83.88771098265438
Mark Leiter Jr.,NYY,87.90041013269001,100.43179734620031,93.46781664656211
Ronel Blanco,HOU,88.45489898989901,102.71588383838383,93.0108838383838
Jakob Junis,CLE,93.60401544401549,106.55930501930501,101.28500000000001
Andrew Alvarez,WSN,87.46795180722896,105.89084337349396,98.84539759036146
AJ Smith-Shawver,ATL,97.8168124118477,94.7995204513399,94.53850493653034
Tanner Gordon,COL,84.30386837881218,105.37239165329053,88.17767255216695
Luis Gil,NYY,99.67367114788004,93.20171664943122,96.14916235780767
Mason Englert,TBR,98.1889068825911,106.71581646423749,104.33927125506072
Hogan Harris,ATH,95.72949512843219,104.18609388839684,97.08251550044282
Chris Martin,TEX,112.97635455680403,118.78439450686643,123.2011485642947
Bailey Falter,- - -,95.93979832963323,96.88718180749585,93.76469367723047
Victor Vodnik,COL,96.8394989106754,102.28023965141611,105.2672331154684
Dietrich Enns,- - -,109.01548990893005,101.49087350189338,107.32344143895985
Robert Garcia,TEX,102.67140495867761,100.59762396694214,101.236673553719
Matt Gage,- - -,97.51548552129451,95.57001216892408,93.70730388252866
