Name,Team,POS,ADP,PA,mRBI,mR,mSB,mHR,mOBP,mSLG,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Marcelo Mayer","BOS","SS",999,19.7046,-5.667010408992699,-2.194764740872498,-3.250443311363496,-7.542691058329723,-8.593497893401938,-5.6988349841438835,-32.94724239710424,8.249348287438142,-23.6978941096661,"Marcelo Mayer","sa3017114",691785
"Tim Anderson","LAA","SS",663.4500122070312,63.1636,-5.693028464811849,-2.2852194537006496,-2.920110142676778,-7.56656318753224,-8.410901844598662,-6.0887756945723535,-32.964598787892534,8.249348287438142,-23.715250500454392,"Tim Anderson","15172",641313
"Nick Sogard","BOS","1B/2B/3B/SS",999,25.7083,-5.704859659111575,-2.2223724756842618,-3.2115042165543253,-7.587242395889866,-8.437146751851822,-5.838242870900728,-33.001368369992576,8.249348287438142,-23.752020082554438,"Nick Sogard","25483",686765
"Travis Bazzana","CLE","2B",999,105.091,-5.74840984728176,-2.642795241303888,-2.9205917951573093,-7.394918393450448,-9.234829165515697,-7.3628867969184695,-35.304431239627576,10.548401074342712,-23.756030165284862,"Travis Bazzana","sa3025129",683953
"Liover Peguero","PIT","SS",750.8499755859375,25.7497,-5.6592179053390215,-2.2447066584419897,-3.1913365814460497,-7.50786613164529,-8.673745575451616,-5.7982768151613895,-33.07514966748535,8.249348287438142,-23.82580138004721,"Liover Peguero","24273",678894
"Jared Serna","MIA","2B/SS",999,26.2728,-5.687648755139505,-2.246237583890691,-3.212122976135502,-7.531432156625027,-8.626782329202458,-5.827442064561287,-33.13166586555447,8.249348287438142,-23.882317578116332,"Jared Serna","sa3015579",691858
"Luke Williams","ATL","2B/3B/SS/OF/DH",999,19.534,-5.717345071012658,-2.2130945407615377,-3.0904221929692053,-7.580081727977579,-8.683405712313121,-5.855658441566744,-33.14000768660084,8.249348287438142,-23.890659399162704,"Luke Williams","19931",663897
"Scott Kingery","LAA","SS/OF",716.6199951171875,26.2728,-5.674894835693933,-2.2379049538634987,-3.1676735205482,-7.462815518954791,-8.749398465099553,-5.869378625902844,-33.162065920062815,8.249348287438142,-23.912717632624677,"Scott Kingery","17975",664068
"Kyren Paris","LAA","2B/SS/DH",749.9500122070312,19.031,-5.734945929485893,-2.2177311298966975,-3.1437546578099145,-7.545120043973636,-8.686004662336902,-5.868932732131846,-33.196489155634886,8.249348287438142,-23.947140868196747,"Kyren Paris","26420",677347
"Miles Mastrobuoni","SEA","2B/3B/SS/OF",999,19.226,-5.747874686013811,-2.235664070498512,-3.1746806358378787,-7.612664551379698,-8.578953485778925,-5.848264454447922,-33.19810188395674,8.249348287438142,-23.948753596518603,"Miles Mastrobuoni","20017",670156
"Logan Davidson","OAK","SS",999,19.7046,-5.697632250251008,-2.2292623265024,-3.28894136760007,-7.506794384763264,-8.708576838083244,-5.796474059175071,-33.22768122637506,8.249348287438142,-23.97833293893692,"Logan Davidson","sa918676",669722
"Jacob Amaya","CHW","SS",999,31.591,-5.705459806056367,-2.2611733878005804,-3.246335606079488,-7.494860024859272,-8.599850991214016,-5.940531766691952,-33.24821158270168,8.249348287438142,-23.998863295263536,"Jacob Amaya","23296",676070
"Grae Kessinger","ARI","1B/2B/3B/SS/DH",999,54.5955,-5.66372800792742,-2.258124568396609,-3.1214558256459415,-7.455045138853923,-8.548291733627812,-6.216133785151462,-33.26277905960317,8.249348287438142,-24.01343077216503,"Grae Kessinger","25813",666197
"Niko Kavadas","LAA","DH",999,6.52095,-5.738759860971304,-2.2027503234415784,-3.3452352382742574,-7.560105640187852,-8.705563484820646,-5.72276687685739,-33.27518142455303,8.249348287438142,-24.02583313711489,"Niko Kavadas","29782",694359
"Jose Barrero","STL","SS",999,19.0851,-5.702133255054208,-2.233417280060179,-3.2057630605224654,-7.506459560331578,-8.786224234603685,-5.846980289463181,-33.2809776800353,8.249348287438142,-24.031629392597157,"Jose Barrero","23378",676480
"Stone Garrett","WSN","DH",734.27001953125,6.6623,-5.734610682899447,-2.2133384149834594,-3.3350138009582295,-7.575232128622944,-8.735755937749545,-5.716081418640128,-33.31003238385376,8.249348287438142,-24.060684096415613,"Stone Garrett","19273",656448
"Braden Shewmake","NYY","2B/3B/SS/DH",999,6.43822,-5.73921584672393,-2.209157250859409,-3.294036932324182,-7.587933698190207,-8.755549687838123,-5.726084362880337,-33.31197777881619,8.249348287438142,-24.062629491378047,"Braden Shewmake","25817",669699
"Jonathan Ornelas","TEX","2B/3B/SS/OF",999,26.4743,-5.737160956944969,-2.236015855657289,-3.2297220821178567,-7.58312093155605,-8.629899870648925,-5.917989120574633,-33.333908817499726,8.249348287438142,-24.084560530061584,"Jonathan Ornelas","24597",680716
"Ryan Kreidler","DET","SS",999,6.43899,-5.761091916368794,-2.2133111770616365,-3.293231225867054,-7.598828539375548,-8.734341543690892,-5.758548512283977,-33.35935291464789,8.249348287438142,-24.110004627209754,"Ryan Kreidler","25867",668952
"Livan Soto","BAL","2B/3B/SS/DH",999,13.0824,-5.758464038972505,-2.224208770150946,-3.3168630550763543,-7.620293643233817,-8.647376756494399,-5.817720945773169,-33.384927209701196,8.249348287438142,-24.13557892226305,"Livan Soto","22471",670869
"Osleivis Basabe","SFG","SS",999,6.54875,-5.761041244089813,-2.2195149603072375,-3.320879306348573,-7.635466857496939,-8.710826219834221,-5.7377737650686695,-33.385502353145455,8.249348287438142,-24.136154065707313,"Osleivis Basabe","23985",678545
"Nicky Lopez","CHC","2B/SS",750.1799926757812,6.6823,-5.776997310381772,-2.2127400463792672,-3.308052008716575,-7.652375232745472,-8.681712270115801,-5.760816314136546,-33.39269318247544,8.249348287438142,-24.1433448950373,"Nicky Lopez","19339",670032
"David Bañuelos","BAL","PH/PR",999,6.11374,-5.755593167647167,-2.217350762911744,-3.337654056045598,-7.593671074226795,-8.763467560161931,-5.756753256621408,-33.42448987761465,8.249348287438142,-24.1751415901765,"David Banuelos","23250",675915
"Nick Ahmed","TEX","SS",999,6.31048,-5.763621435298124,-2.2209490940271603,-3.326362819434106,-7.623964848695258,-8.75471068266816,-5.758764497863785,-33.44837337798659,8.249348287438142,-24.19902509054845,"Nick Ahmed","12147",605113
