player_name,batx_dollars,steamer_dollars,steamer-experimental_dollars,zips_dollars
Darick Hall,-25.8199780304664,-28.53306931291207,-21.461709048626304,-18.34587995360747
Darren Baker,-28.519351489680854,-27.800531609787924,-21.772964501780695,
,,,,-19.515087483640603
Daulton Varsho,7.641297227331236,4.374884286271836,3.039854749619455,2.7260213204205304
Dauri Moreta,-1.5385604073920431,-4.446973541150344,-4.815720966868874,
,,,,-5.290421638862814
David Bednar,3.354574810205977,6.4210413600714595,6.845670688404643,
,,,,9.990181996905651
David Bote,-28.224199516493993,-28.194666531624755,-21.82599838319696,
David Festa,0.8351134827089881,-2.4993363794005723,-6.995912519174507,
,,,,-6.904213028305829
David Fry,-6.135538545669704,-5.58562696395833,-2.390033986454143,0.8158500217289959
David Hamilton,-18.107008113892253,-28.616702059059445,-21.154478405253396,-8.690647139581577
David Hensley,-27.609496015765707,,,-14.948802454670057
David Peralta,-17.616926235569775,-20.193992431147663,-16.427195966250217,
David Peterson,-9.496731370863884,-4.348991588208108,-5.898589165211915,
,,,,-14.827550646828502
David Robertson,4.076687341761376,3.75700957302026,4.070460906372442,
,,,,1.2004916394248295
David Villar,-25.49087419273182,,,-8.430326360342566
,,,,-11.846401021331827
Davis Martin,-20.701249892592568,-18.403656977192465,-21.375743688292825,
Davis Schneider,-15.720525483261524,-18.82168011546503,-15.156315507630303,-5.146608311282605
,,,,-12.30473560395052
,,,,-16.967151889648452
,,,,-16.755066362408396
Daysbel Hernández,-2.531088391003268,-1.2986439191209822,-1.3362967048847776,
,,,,-1.7063335660158168
Daz Cameron,-22.734319835041152,,,-11.6593856698541
Dean Kremer,-11.869047150264835,-14.46639419413322,-16.79896480047221,
,,,,-8.65916564074029
Declan Cronin,-3.858383484680008,-8.52018348897438,-9.084470564593609,
,,,,-10.191697079003465
Dedniel Núñez,3.206198898785963,0.8108176001430659,0.8530455764904566,
,,,,0.596354629992379
,,,,-13.59612367607049
Dennis Santana,-7.499978514820237,-7.115193477858874,-7.578413945668075,
,,,,-4.176820460565165
,,,,-9.95036723448916
Derek Hill,-16.814576381686074,-18.036990205252287,-15.01559290415085,-11.801596865618132
Derek Law,-11.901969902370684,-4.97729871943234,-5.317153679915926,
,,,,-6.818336219310576
,,,,-14.867918039786558
,,,,-11.722428028871756
Devin Williams,17.398866299300686,13.82899345012071,14.764207626683104,
,,,,21.078676598076992
Deyvison De Los Santos,-13.886789792057034,-10.885598461809517,-8.792167126119796,1.1923110017947904
Diego A. Castillo,-28.30373283618287,,,-15.59229823404736
,,,,-19.609061744712623
Dillon Dingler,-7.4109175240095695,-6.702931958704815,-4.510633199802068,-2.966845526361618
Dillon Tate,-5.577506439536856,,,
,,,,-10.20912286440302
Dom Nuñez,-15.499454695141653,-14.876177306527122,-9.49846616405934,
Domingo Gonzalez,0.7601043906493333,,,
,,,,-11.136430453075985
Dominic Canzone,-21.31637921322929,-25.90265954894191,-19.719301395275423,-10.65980018856544
Dominic Fletcher,-25.24732286015189,-25.98500509206671,-20.706569008405463,
,,,,-4.988550035585806
,,,,-11.476071956342505
Dominic Smith,-26.391656303854777,-27.740769852565123,-20.97695348919944,
Donovan Solano,-18.114370656155636,-17.65969181804562,-16.57021573343386,
Drake Baldwin,-11.2942514103773,-7.641939033169816,-5.107499223126969,0.1832578914938862
,,,,-11.497999672796157
,,,,-17.42140576479385
Drew Millas,-13.374249227404922,-13.398708412872953,-8.44686456657067,
Drew Rasmussen,5.300397532922959,2.195893369106642,-0.3130074928728936,
,,,,11.140448858999893
,,,,-9.14254216329
Drew Romo,-8.647570466712398,-6.51372116875633,-4.312855905608487,-7.377983540774462
,,,,-6.808786266468694
Drew Smyly,-5.402721176197721,-3.304467497024935,-3.601359371922211,
,,,,-13.088579400777451
Drew Thorpe,-12.58687362051254,-16.859063708003426,-22.93816443060057,
Drew Waters,-21.655659420131567,-24.61476173410315,-19.007186421215387,-4.2361420797614855
Drey Jameson,-6.5644992731588685,-2.82095906231449,-2.946140834438835,
,,,,-7.224739674907024
,,,,-15.801869475943338
,,,,-13.300123484975456
Dustin Harris,-28.10822003827987,-31.810621999823205,-23.634456629270787,-5.16551918404487
Dustin May,-2.535969510829318,2.692552316842752,2.8660604358505983,
,,,,-1.0959175946798705
,,,,-14.547112879550872
Dylan Carlson,-20.604358094783347,-26.964798489751864,-20.623588870387923,-18.38269750847706
Dylan Cease,19.73503748928904,20.26018352988879,23.11017407104604,
,,,,22.06316752138257
,,,,-12.694433796688552
Dylan Crews,5.500499322044369,5.3234545963069095,3.706554315215613,1.9195229360485828
Dylan Floro,-8.655701537982882,-8.973762921803706,-9.539737910146128,
,,,,-3.06096898318384
Dylan Lee,4.39015422449053,2.236328430074149,2.4195465188196454,
,,,,7.5983450521503535
Dylan Moore,-2.0528231148987057,-15.066384033083835,-11.61720935370967,-9.156014613297502
,,,,-9.445629307473984
Eddie Rosario,-16.497253171300134,,,-19.46554525905037
,,,,-14.676959217557007
,,,,-13.07518783255662
Edgar Quero,-6.096585116699678,-9.25402851405871,-5.902034965008309,-5.905100036598974
,,,,-9.831049254725688
Edmundo Sosa,-16.65787202989215,-26.185573623370164,-20.178075399840044,
Edouard Julien,-13.420815137845231,-13.853640395322085,-11.995114747937388,-1.9923576278522663
Eduard Bazardo,1.0,,,
,,,,-1.336922295214111
Eduardo Rodriguez,-7.366304531394279,-5.745345142097111,-7.693861363288493,
,,,,-3.04098596850774
Eduardo Salazar,-8.66807887138227,-10.161277685301108,-10.790847942209234,
Edward Cabrera,-6.504266495747773,-5.257952791425595,-8.01559111018853,
,,,,-12.584869878596388
Edward Olivares,-25.549718441243744,,,-15.22708920288554
,,,,-14.63606835913416
Edwin Díaz,23.35174568661751,22.094566624016977,23.443497093516974,
,,,,27.854549587026987
,,,,-13.647735771286422
Edwin Uceta,4.275379224733515,-1.0167748396868603,-1.0784442508110432,
,,,,2.2109965557163305
Eguy Rosario,-19.700560263696904,-16.162506325818402,-12.88378972858191,-4.206389639078099
Elehuris Montero,-24.831219831046425,,,-1.3735043254103712
Eli Morgan,-4.294683304579756,-5.111152794324624,-5.402113260384284,
,,,,-3.3297335074722545
Eli White,-25.514976631757836,-26.23449472676584,-20.335030757620896,-15.509784249692451
Elias Díaz,-6.31700187868798,-6.867053016691024,-5.834662240437521,
,,,,-15.225524957651526
,,,,-14.0681237848753
,,,,-13.252329195080485
Elly De La Cruz,34.29019894285319,28.679291686716436,30.40048911074923,41.10619051302515
Eloy Jiménez,-14.51189350214437,-25.457891611419935,-18.63241342899484,-15.359423558377166
,,,,-12.55485999262774
Elvis Peguero,-5.642603910347896,-5.800658079621249,-6.137735786828752,
,,,,-3.546359797644735
Emerson Hancock,-8.028414545853233,-14.028145167680952,-21.38074735496868,
Emilio Pagán,-5.383915828135768,-4.1084758707211595,-4.379753006113703,
,,,,-6.567504891943502
Emmanuel Clase,20.853537324534276,14.163542879436797,15.106421846941128,
,,,,31.03689802387788
,,,,-10.615549852339813
Emmanuel Rivera,-26.100291080146604,,,-18.753591563352327
Emmanuel Rodriguez,-23.546116321566934,-25.662870043919465,-19.58393666713239,-10.240384469826768
,,,,-7.314308131951194
Endy Rodríguez,1.3573352885464236,-1.099390115523037,-0.5127532216678092,-0.6905157870939846
Enmanuel Valdez,-23.711856402122976,-27.726794380166485,-21.459212720943217,-12.09344916052335
,,,,-11.28592461844878
,,,,-6.644920718490556
Enrique Hernández,-16.58314810418614,-17.91926106963804,-15.15904733376482,
,,,,-5.347379001821396
,,,,-14.797674302295723
Eric Haase,-11.926351384801864,-10.71425793440672,-6.997566445484603,
,,,,-6.97234460768047
,,,,-8.62289918114777
Eric Wagaman,-22.344375825391683,-22.783787068490177,-18.085709695791447,-12.899227205666037
Erick Fedde,-6.31737370393602,-12.001193514007358,-12.8042848492033,
Erik Miller,4.934232776638163,4.019094935246058,4.345758337211853,
,,,,-2.037365428343546
,,,,-0.7450804096324204
Erik Swanson,-5.447485971318253,-4.630923704718749,-4.924295971268417,
,,,,-4.896747091766935
,,,,-15.792366551535633
Ernie Clement,-12.821539791569814,-18.67167712705983,-14.402229804808108,-17.91160850347346
,,,,-16.56843453168806
Esteury Ruiz,-16.39701862161171,-21.831067497456697,-16.289141395518502,1.4646081092709855
Estevan Florial,-26.488759851219903,,,-6.888873582086216
,,,,-15.31759936676773
,,,,-14.82319901358056
,,,,-7.954649895880806
,,,,-12.336967790600148
Eugenio Suárez,7.903075056239462,3.1686433935635563,1.6568836299469922,4.144495187312549
Eury Pérez,3.440746554060021,1.215950539610092,-3.671220792601596,
,,,,0.3730644779200534
Evan Carter,1.3450173552084863,-2.051569736017401,-1.898851230934242,-6.047550485325663
Evan Phillips,3.496391322256095,1.4956572345365675,1.6628646876358164,
,,,,7.661835770545033
Evan Reifert,0.7621813617530898,-6.339707459045269,-6.699158613411058,
,,,,-11.452343993364744
,,,,-11.636550233328125
Everson Pereira,-25.09960172359584,-22.10817341678387,-17.049758401157177,-10.862958925919836
Ezequiel Duran,-17.91597157896265,-25.24850296212811,-19.825900906211217,-13.3912221158282
Ezequiel Tovar,13.658639321919624,5.151835745137632,5.282258387137473,11.23308231544878
,,,,-16.287273700024624
Fernando Cruz,1.669626880457849,5.941447194147067,6.383379687309147,
,,,,7.807975516001102
Fernando Tatis Jr.,38.594723647321686,42.40474783584658,42.85566535546465,29.770219915916808
,,,,-14.537579090706751
,,,,-16.25183198239342
Forrest Whitley,-1.4644406650240578,-2.721859114395775,-2.8601215627084766,
,,,,-6.494480981838552
Framber Valdez,10.794823124594783,6.913112150861406,8.6236966081135,
,,,,13.212155593530378
,,,,-10.471932905315937
Francisco Alvarez,8.691283235405269,14.738002990884182,8.296766013458615,9.311866853882018
Francisco Lindor,29.281845350361444,21.5136314954797,22.49534737202703,30.023737582820143
,,,,-11.621740303126725
,,,,-11.022151247163364
,,,,-2.694899308473573
Frankie Montas,-4.946729081251973,-4.975320007522485,-9.129029521234305,
Fraser Ellard,-1.5498903569582585,-7.007724521342862,-7.740045148318144,
,,,,-10.212789576118528
Freddie Freeman,26.40739726367499,29.07075150252353,29.157813602878704,31.487683870988043
Freddy Fermin,-6.9725732716626645,-3.4067194592865233,-1.7800063138093916,
Freddy Peralta,17.109910503265098,12.5741674711455,14.143826041400049,
,,,,10.79270462286638
Félix Bautista,19.154067953009704,20.028620080198305,21.403417505842903,
,,,,24.170183886123706
,,,,-11.741676305067108
Gabe Speier,2.229993746116156,0.4189539230630977,0.4970774315226728,
,,,,-2.1148599154368655
Gabriel Arias,-22.40855974753634,-18.66312340845008,-15.480567103140316,-15.474419045629787
Gabriel Moreno,10.724472852512235,12.531536397796462,11.556880468968757,-0.9679129630549108
,,,,-18.329920237500303
Gage Workman,-24.202467932354107,-30.433934260626945,-22.9856036270265,-9.80489976801428
Garrett Cleavinger,-4.361479866015891,0.9062648356464984,1.0,
,,,,-0.7499439478851038
Garrett Cooper,-25.014929433458583,-28.07647781562909,-21.340490274640327,
Garrett Crochet,28.941658225284968,35.139946172111266,37.73453790267556,
,,,,28.64964985355947
Garrett Hampson,-22.645644961342196,,,
Garrett Mitchell,-2.503788639633106,0.641046200906551,1.0,-11.551059568912988
Garrett Stubbs,-14.567186020927716,-14.59096575584022,-9.290477384445696,
Garrett Whitlock,0.7741707833313103,1.8125942027143875,1.8709129842333816,
,,,,1.580020726081069
Gary Sánchez,-1.223596053030469,-2.700239230832604,-0.729615225494165,-4.702665006210439
,,,,-15.479340632246906
,,,,-7.549541055146026
Gavin Lux,-5.005093809477172,-4.456049544830279,-4.784383012280281,-8.81806399278149
Gavin Sheets,-22.046100521651287,,,
,,,,-9.26962856434128
Gavin Williams,-0.3767970149916539,-4.341264810007547,-5.823381813256089,
,,,,-2.415742540457221
George Kirby,22.208742632672667,13.879700828563651,14.379050267981508,
,,,,21.5492928463882
George Soriano,-4.8396090018489,-8.07118735625577,-8.582620484573992,
George Springer,8.979739203627965,9.423572872784357,7.9407180918721,-0.0828624993979003
,,,,-14.526980306627472
Geraldo Perdomo,-8.09763173995008,-9.461414319736312,-8.48807482244773,-10.338400423524076
,,,,-13.31954061313914
Germán Márquez,-27.1656220857975,-27.43367913716216,-29.339278082633037,
Gerrit Cole,9.358010328071911,2.8194828718455156,-3.1951910758267044,
,,,,11.298069040473054
Giancarlo Stanton,0.7943410469988245,-8.359928831125638,-3.824115285532155,-0.7214056523272017
Gilberto Celestino,-26.603819849726516,,,
Gio Urshela,-16.655712395620213,-16.332093635591193,-14.839697041817722,
Giovanny Gallegos,-4.284675117093062,,,
,,,,-7.395747172636959
,,,,-11.915148407308502
Gleyber Torres,4.829312024810074,6.311980610952632,4.21808272634529,2.116854553429929
Grae Kessinger,-25.216551531965106,-31.579633550030177,-24.01343077216503,
Graham Ashcraft,-7.691766050598391,-5.847339893430066,-6.193299540807285,
Graham Pauley,-24.493095640910752,-25.790556839059697,-20.290397264272713,-13.833023187186596
,,,,-11.038910796808109
,,,,-12.521222786015798
Grant Holman,-0.5098655535534957,-7.857007189690082,-8.350991755124532,
,,,,-11.140182442218492
Grant Holmes,-7.103354193164037,-9.479402651348186,-13.440052776870557,
,,,,-3.270469750909804
,,,,-16.695273714621415
Grant McCray,-22.326741701290512,-24.43138393988188,-19.260367648544197,-6.5155439577851135
,,,,-17.910365528896453
,,,,-12.307847625498972
Grayson Rodriguez,6.027894083003264,6.920492235612854,6.454330815383867,
,,,,4.629231479823954
Greg Jones,-23.946182677533574,-26.09585568856619,-19.922199393905696,-7.640535184758114
Greg Weissert,-6.777983256555096,-6.691925454961998,-7.0866001107721885,
,,,,-7.120602793137699
Gregory Santos,0.0093093129513153,2.5469765397078428,2.7565260863520504,
,,,,8.05997716684962
Gregory Soto,-2.346909204492684,1.6961567569156912,1.8568254906376855,
,,,,1.0102580159181564
Griffin Canning,-9.64729325670422,-6.84910071772082,-12.233783014641755,
Griffin Conine,-18.497543626416658,-16.551652764267278,-14.276893404413077,-9.953867930027624
Griffin Jax,7.417853540740112,9.333710044226653,9.97098623409046,
,,,,15.962643036663296
Gunnar Henderson,37.932992499014325,35.089130556617214,37.000816620324784,38.813393149468354
Gunnar Hoglund,-5.82574873495985,-13.745093239892968,-20.82713516230636,
Gus Varland,-8.11831104136282,-7.125092419346082,-8.02942839989022,
,,,,-12.721988411785656
Gustavo Campero,-26.038183805817766,-27.988192449921275,-21.23846224060508,-2.966508116926877
,,,,-13.19894537616492
Ha-Seong Kim,-2.929706993367604,-8.19934933802437,-5.464987156321432,-4.828949824530701
,,,,-4.117628816797192
Hans Crouse,2.6568301851890075,-5.114077830678757,-5.411272703157586,
,,,,-4.738476462909774
Hao-Yu  Lee,-27.37778765593562,-27.12774984773986,-21.170952197225905,-10.956837988364043
Harold Ramírez,-28.26211221867501,,,
Harrison Bader,-11.424707152104377,-11.378468438549676,-9.501891713360116,-14.92483825668772
Harry Ford,-15.36969578025402,,,0.014549468777655
Hayden Birdsong,-3.207651666786475,-3.699229777018952,-7.293292886844821,
,,,,-6.310959081468873
,,,,-12.16449025242675
Hayden Wesneski,-1.504164486088882,-8.449691437390262,-13.344007466397075,
,,,,-10.719974062728326
,,,,-11.671997043346751
Heliot Ramos,10.290109096715543,5.917890726775283,4.41862321828286,7.045381067331096
,,,,-6.468206306034564
Henry Davis,-10.87436012158465,-12.063215262389225,-7.501775657787997,3.172574228022279
,,,,-9.866752463178708
Heston Kjerstad,-6.314834222091861,-7.368948276964229,-5.8818417421339975,-0.7793505953253315
Hoby Milner,-0.5119500443644376,-3.9379458018066353,-4.16238144414819,
,,,,-5.513600507881067
Hogan Harris,-7.589991681774507,,,
,,,,-17.516479627085072
,,,,-17.196203001756775
Huascar Brazobán,-7.037173428572402,-4.4035219898707485,-4.708839946623354,
,,,,-7.989965275269325
,,,,-11.78794510181106
,,,,-11.005028259518555
Hunter Bigge,-0.2317560509953979,-6.641136832422814,-7.03881739621748,
,,,,-7.461363371873643
Hunter Brown,6.649234903330558,5.303085893574463,5.7338578603525185,
,,,,1.8080190320955465
Hunter Feduccia,-15.260669394305776,-14.522793069993428,-9.230439234206315,
Hunter Gaddis,-1.9485279590276012,-4.286993622053105,-4.567281427499819,
,,,,-4.626427357053662
Hunter Goodman,3.0568875538787506,3.975888865244288,5.540630222982749,12.52015617340106
Hunter Greene,3.2857070927538907,5.460916690219605,6.182572632604553,
,,,,18.46512409793444
Hunter Harvey,-2.876306137539606,1.241580251419475,1.3611992463672726,
,,,,0.2484295014876666
,,,,-13.512567524077664
Hunter Renfroe,-10.39908137590715,-8.900556412898942,-7.084607708188171,-12.782827260492512
,,,,-8.08785720728025
Hunter Strickland,-7.608640369925986,,,
Hyeseong Kim,-10.107458193770643,-17.00253390003563,-13.453586542390742,
Héctor Neris,-3.0774524168451443,-3.9969782978524897,-4.221886729304905,
,,,,-2.5421939986235405
Ian Anderson,-11.15157833132928,-14.209339338248176,-19.43726514488705,
,,,,-11.789049178969124
Ian Hamilton,-1.0690185003564587,0.2890353435510427,0.3491769050544887,
,,,,0.6340059981677557
Ian Happ,15.939808789789678,15.808359505882713,14.62098152414728,16.468032045994704
Ildemaro Vargas,-25.789571757709833,,,
Isaac Collins,-27.47110301594158,-28.101066608508116,-21.74458858843968,-10.365896029716431
Isaac Paredes,2.7597310396875434,13.48379219090061,12.2019602664006,14.441096871310735
,,,,-17.250588601771554
Isiah Kiner-Falefa,-7.577550551680545,-14.70146266848426,-13.94807579667368,
,,,,-13.520987392932655
,,,,-14.871470523481351
,,,,-19.16126626446246
Iván Herrera,4.802613149122731,5.650556883117251,6.195645413547444,-2.061556393553395
,,,,-4.314201352669198
J.C. Escarra,-25.94243741031083,-27.70499813961684,-21.035295158162626,-17.472436924563056
J.D. Davis,-20.716602549370872,-25.17490184105184,-19.368791253731462,
J.D. Martinez,-4.73910711753227,-14.493496534233044,-11.412306069126986,-8.659474535579228
J.P. Crawford,-3.1885927560502623,-10.125398891088324,-10.65873312998574,-9.824900212217203
,,,,-10.032930283796013
,,,,-17.624312350775092
J.T. Ginn,-9.067560004518732,-15.698401883844095,-21.371575848942353,
J.T. Realmuto,16.674533949469005,11.616206834260232,10.37811988970521,8.048157043503434
JJ Bleday,8.509664181236204,10.878817478077185,9.384755552459394,1.6589735032394073
JP Sears,-19.675674818043877,-20.073710308969112,-20.773851506447453,
JT Brubaker,-9.77990684945274,-3.5623396051334124,-3.3862907770258968,
,,,,-7.661116549412496
Jac Caglianone,-24.471297798078005,-28.63334941348632,-22.386449492852535,
,,,,-12.526330223646683
Jace Jung,-16.464369864615904,-16.02133755720989,-14.122473059148753,-7.855190394039695
,,,,-19.65725845481035
,,,,-12.204291880189007
,,,,-5.016770981265498
Jack Flaherty,7.44646822072497,6.673508323744405,7.333375347133652,
,,,,6.551918898639525
Jack Kochanowicz,-17.371974881153193,-21.441538788224193,-27.54230302070525,
,,,,-12.350428410005597
Jack Leiter,-6.013126068523618,-11.431729133618246,-15.30507705176159,
Jack López,-28.99909554774536,,,
,,,,-6.029218312744061
,,,,-12.102385920982616
,,,,-19.863277276089057
Jack Suwinski,-18.79277377433984,-20.617997900079207,-15.67457842157199,6.304442598321259
Jackson Chourio,20.62208173435307,25.627626135078213,25.14304234546421,17.766517443466004
Jackson Holliday,-2.5088590120278043,-8.351825488742998,-7.921302469159144,7.346419257096576
Jackson Jobe,-7.867209200502174,-20.21337286096718,-24.69543639168508,
Jackson Merrill,21.082619797525854,20.326673656862265,19.518082392715225,16.367565612810253
,,,,-6.5561139112422495
Jacob Amaya,-26.556127094065907,-31.952367142357275,-23.998863295263536,
,,,,-13.25442338644394
Jacob Hurtubise,-25.542203910211704,-27.565703582320477,-21.031674762669923,-14.509204496822743
Jacob Latz,-4.451013274297033,-5.35866085494699,-5.69470933792911,
,,,,-14.553450845572565
Jacob Melton,-19.408200933948724,-21.604024877050048,-17.002187260862694,-13.848182386412894
Jacob Stallings,-4.768602525284219,-5.391438011642835,-3.8933863596619993,
Jacob Waguespack,-5.274491500373158,-4.20407750249145,-4.0412804914024845,
,,,,-12.82700259163725
Jacob Webb,-4.089748861079735,-7.671677986850671,-8.166895777454325,
,,,,-5.132549726401882
Jacob Wilson,-10.170706449656375,-8.0671831046847,-6.577109378561149,-18.67917914553487
Jacob Young,-12.26158626255236,-8.779866329290801,-9.326652561354216,-13.0853895503333
Jacob deGrom,24.261551038068045,42.04907395487631,44.0971683597128,
,,,,11.387421221292636
,,,,-13.280201797941343
,,,,-19.50221128153348
,,,,-13.536399064274567
Jair Camargo,-14.931343772546226,-14.544013824382178,-9.252009231370884,-7.540732848333722
Jairo Iriarte,-6.237055337060555,-10.176066452778349,-10.070005497530678,
,,,,-18.789053430744698
Jake Bauers,-19.577185599947494,-27.882440252100423,-21.017975386221774,-14.103320164154043
Jake Bird,-11.559174788741556,-12.685004489073744,-13.5150775427294,
Jake Bloss,-5.757396019844825,-9.410434201470162,-8.823254832682846,
Jake Burger,12.82710354799891,10.104349794525517,9.000118390991522,12.885408006710236
,,,,-10.964784691799974
Jake Cousins,0.3082614774891562,-2.7068477718685244,-2.8319537454422865,
,,,,-1.9972831634112496
Jake Cronenworth,3.4166343104988535,-1.4679018374824175,-3.788999591181886,-2.7791220581569593
Jake Diekman,-5.901061996550871,-4.08369300324851,-4.326629153691197,
,,,,-10.727095724651
Jake Fraley,-7.7567426404540285,-0.5900878410803909,0.6149087497510959,-12.994669757236151
,,,,-11.472253430230364
,,,,-17.258499921133605
Jake Irvin,-19.414815589587796,-15.635471759661533,-16.554863609960602,
Jake Mangum,-23.048895390335428,-24.822141642167217,-19.725654832850484,-16.152231285809847
Jake McCarthy,1.0,2.078687694250699,2.082760533504306,-1.3926013958277017
Jake Meyers,-4.156196318416248,-10.561152017000708,-9.462003134442789,-12.31291930180874
Jake Rogers,-2.861183695713425,-1.0027275770272843,-0.6614443691497931,
,,,,-15.72894332244029
Jakob Junis,-6.706086415740934,-0.6155039526859227,1.2486300403359545,
,,,,-12.549968143803518
Jakob Marsee,-24.51149818232502,-27.696172018511888,-21.161209791531768,-8.559067399714761
Jakson Reetz,-15.340926402502031,-14.818550136682726,-8.720485892425163,
Jalen Beeks,-5.915559380537557,-4.059018509546842,-4.271528136684126,
,,,,-6.3746130890725095
James McArthur,-4.417261375920057,,,
,,,,-8.612916108067521
James McCann,-8.185529384038228,-9.429622642850324,-6.402757946855901,
James Outman,-21.299796317826463,-27.65016750804571,-20.99639477685959,3.3035249860277136
,,,,-14.87313591567227
James Wood,13.422749095901503,17.725765623696706,16.8611368492826,19.07679028860915
Jameson Taillon,-11.793887284678386,-15.831290593910996,-16.86237769675088,
,,,,-12.41469901735701
,,,,-13.1309765592849
Jared Jones,0.6480137696534449,1.335041700542526,1.400776663845889,
,,,,0.1044753671912961
Jared Koenig,-0.9120142248346086,-0.3178178685509945,-0.3058731194935948,
,,,,-5.165211477023131
,,,,-18.75277717400743
Jared Serna,-22.476437461896175,-31.932063767206586,-23.882317578116332,-11.355051686543618
Jared Shuster,-10.572276816245486,-9.62821018104361,-10.281397474939885,
Jared Triolo,-19.023826047200707,-20.485088879151476,-17.265958134712868,-16.54988614586485
Jared Young,-26.087924530318222,,,-5.046519900509856
Jarred Kelenic,-11.456348841762187,-18.93972864894564,-14.45642606836238,-2.634455485368814
Jarren Duran,26.999746179537187,19.617193935272287,18.765028817333697,19.213990266099824
,,,,-18.247918330042904
Jason Adam,10.282480188229766,5.597058213504327,5.99126458007032,
,,,,10.23955118127571
Jason Delay,-14.84905081025412,-14.725987358378609,-9.43112717490541,
Jason Foley,-0.8356658066012257,-0.9436772700988868,-0.9912110543137572,
,,,,1.1141481987321176
Jason Heyward,-11.980098658894889,-13.01029466901048,-10.874198012451028,
,,,,-10.347405305354195
,,,,-11.287792425575168
Jasson Domínguez,4.562519840747843,6.882628967135094,6.599485584239523,2.100214997935124
Javier Assad,-14.510072770698628,-17.75928940620748,-20.94914161176547,
Javier Báez,-13.8260194417314,-20.58180100249389,-17.06155796878123,-18.244844724329553
Javier Sanoja,-18.587785045207536,-26.00092085035603,-20.65781345406561,-15.97649824556228
,,,,-18.66854349616035
,,,,-15.888909585450548
Jazz Chisholm Jr.,22.07785466155538,21.39651289061738,20.776674872944508,20.165592326920983
,,,,-7.352813194773558
Jeferson Quero,-14.46454837453633,-14.028062187316255,-8.814189572959085,-7.20818768822355
,,,,-13.21648646269573
,,,,-9.106973051282942
Jeff Criswell,-6.862746286526275,,,
Jeff Hoffman,9.41174590531598,13.63337206542823,14.550778850719675,
,,,,21.905461982308633
Jeff McNeil,-13.235822455780072,-5.90776287847951,-6.649676315308914,-13.188219414288378
Jeffrey Springs,-6.669431428442579,2.256289880907272,1.5010425899545137,
,,,,1.0926027685129986
Jeimer Candelario,-2.1132702714102627,-0.9974381276034938,-1.0607653645667554,-0.3733241468951553
Jerar Encarnacion,-17.86102780732977,-10.824969461128967,-8.7207269039185,-8.58857205963549
Jeremiah Estrada,7.037171332928874,7.342860767287531,7.876950086650226,
,,,,10.441097981525388
Jeremy Peña,5.59627957061525,1.0,1.0,-1.462213407635911
Jesse Chavez,-5.491278159910424,,,
,,,,-10.004829025871503
,,,,-11.724471342427298
Jesse Winker,-6.770198116724149,-4.1929588988138455,-3.0501732786089777,-6.89479574851033
Jesus Tinoco,-4.358425080969665,-1.1395978400164593,-1.2034939953963812,
,,,,-4.641044344314391
Jesús Bastidas,-26.499362421454855,,,-7.719612345235619
Jesús Luzardo,-2.5700141787236923,1.3887342217822458,1.0,
,,,,-6.782724087750424
Jesús Sánchez,7.41038579788611,8.778966142497403,8.420540740118991,3.2456733668008466
Jhoan Duran,13.015191521498018,16.009140438850718,17.105119783563907,
,,,,27.137635033476695
Jhonkensy Noel,-9.015790511189651,-9.511609026791636,-7.003814789351962,-3.38188485111396
Jhonny Pereda,-14.491046447741864,-12.31576673354393,-8.327750735640478,
Jhony Brito,-6.738074206448005,-6.511327090801704,-6.612195489382706,
,,,,-12.815565962631352
,,,,-10.734552059651758
Ji Hwan Bae,-22.956378046405884,-26.601573969175018,-20.34445381258201,-8.694134613251835
Jimmy Crooks,-15.250692860102948,-14.56923653115544,-9.171969728012026,
Jimmy Herget,-6.762750806213585,-11.078041469345546,-11.778794374410335,
,,,,-12.014220742430812
,,,,-11.33208262926591
,,,,-13.058508438802432
Jo Adell,5.672740088566408,0.2396409946794927,1.1378972801700789,3.0100045297945046
JoJo Romero,-3.543981758942111,-0.7398619376843267,-0.7481434048697557,
,,,,0.610291201621583
Joc Pederson,5.866790944868545,4.742471162652581,7.437853116405289,7.037428485907012
,,,,-11.057383004753532
Joe Boyle,-3.8184542805800232,-4.179311494033118,-10.970382312877865,
,,,,6.434559722623986
Joe Kelly,-2.5000580542548416,,,
Joe Mack,-15.113941698041494,-14.69168498283785,-9.302201733522038,-2.2947531879881504
Joe Mantiply,-3.572848655141102,-5.374145927813218,-5.696765903285716,
,,,,-1.6534882177742911
,,,,4.450618097674213
Joe Ross,-11.858238277162988,-5.233582564827147,-3.6624613430362745,
Joe Ryan,19.8415486262853,14.80273253207008,15.409479474908755,
,,,,12.721553969693574
,,,,-13.451927043730564
Joel Payamps,4.006309487332931,-1.9613237692403227,-2.064320851022534,
,,,,3.0961494356148846
Joey Bart,1.0,1.0,1.0,-6.5268583811375835
Joey Cantillo,1.5289830529569812,-6.847724322993861,-11.623206335383848,
,,,,-9.38032826236172
Joey Estes,-13.539615220368772,-19.040608265708237,-24.686382740824087,
Joey Gallo,-14.55923782054442,-20.953223195344115,-16.182177853212263,-11.899740574761053
Joey Loperfido,-22.22824894143856,-22.455238770316505,-18.087002820353295,-4.849923033845352
Joey Meneses,-26.42361062931694,,,-9.191966928917209
