player_name,batx_dollars,steamer_dollars,steamer-experimental_dollars,zips_dollars
,,,,-5.9025510838942274
,,,,-11.511926725884402
Ben Brown,3.1381893677475112,1.4786056706828417,4.355656523182796,
,,,,0.2332846871035963
Ben Gamel,-19.983651722213036,-21.950917001931913,-17.372581962393184,-19.23099226215768
,,,,-8.062411821727197
Ben Joyce,3.187267386336597,5.343441051337133,5.742981220453006,
,,,,1.378347644319727
Ben Lively,-18.61733548149548,-23.542644692114525,-26.942605037441965,
,,,,-17.904211882555508
Ben Rice,-20.475240253019205,-21.03515901700947,-15.497908139301202,4.105498124545811
Ben Rortvedt,-11.259829828818212,-7.722720248733463,-5.848111015142977,
,,,,-8.281417886980073
,,,,-18.815605690692543
Billy Cook,-21.41564269663836,-24.608036214417428,-18.983436021108897,-7.653293906137847
,,,,-1.5771320534622126
Blake Dunn,-25.41119842837292,-27.608818320895807,-21.063807015331157,-4.7241397712437525
,,,,-12.31739450819159
Blake Hunt,-15.42574514343342,-14.91240153090014,-9.428445130133596,
,,,,-7.093776131649413
Blake Perkins,-16.350391110912973,-18.458501324412605,-15.114934968088924,-17.414802776560983
Blake Sabol,-12.692764883889923,-12.742008546027414,-7.979359356947148,0.7039601698045499
Blake Snell,16.930016936066338,19.93860084236503,21.533363847280125,
,,,,18.429589117153103
Blake Treinen,3.684630026015171,3.123763582823476,3.367102236603888,
,,,,8.706733000336895
,,,,-9.654171202034284
,,,,-12.49583635741524
,,,,-14.773369402144777
Blaze Alexander,-21.819189904343784,-29.235079761966468,-22.645565824773897,
Bligh Madris,-25.65347667735274,,,-14.662666826463276
Bo Bichette,5.613355709631508,8.912827579387125,9.257958614194116,1.5995748550146562
Bo Naylor,2.2971667546500205,6.2264044549563256,5.998034295015817,4.816915591691941
,,,,-3.465548750931569
Bobby Dalbec,-24.883263417473778,,,-12.33759191076428
Bobby Miller,-3.313913008125187,-1.5415698819801902,-9.591687817196776,
,,,,-12.25986222419157
Bobby Witt Jr.,51.41186571988748,40.32601592878564,42.65866749287032,43.87727894251386
Bowden Francis,-4.6947910302352005,-7.244009376862106,-8.31804054851999,
,,,,1.733535080884372
Braden Shewmake,-26.523329443734852,-32.43045990549322,-24.062629491378047,
,,,,-14.79693609204534
,,,,-13.140827065613124
Brady Basso,0.0096896471908216,-0.1746206387930249,-0.1586201170025387,
,,,,-10.74946259124444
Brady House,-27.15512111329244,-28.308843384805115,-22.057059177369233,-12.249194363355986
Brady Singer,-15.439441665452051,-9.291775973386745,-9.68165557997125,
,,,,-7.0920203868086755
Brandon Drury,-18.05775583797745,-17.54060788960822,-14.976128807337364,-19.853896734638045
,,,,-8.893822507617035
,,,,-11.44255616681574
Brandon Lockridge,-25.405900690418893,-26.93419177488806,-20.71107732273827,-16.220648420490324
Brandon Lowe,6.093901910643956,12.263163007506872,11.416299308231403,3.5821382201061023
Brandon Marsh,1.7198584252429292,-0.3693647438802616,-0.293320131333759,-2.6410474227662974
Brandon Nimmo,7.588285633507718,8.365431427598551,6.980194223204644,11.222728877466867
Brandon Pfaadt,-0.1828745387309405,0.8551329937969432,-1.1984977480316958,
,,,,5.043906152581877
Brandon Woodruff,14.586768402761132,9.507221316295729,9.658829325800411,
,,,,7.702048836722313
,,,,-11.40449795180014
Brant Hurter,0.013760793556154,-1.4800811206100768,-1.5417059680945528,
,,,,-8.427320765416708
Braxton Ashcraft,-3.001802667412746,-5.775286906250024,-5.252443082860576,
,,,,-9.952920134190052
,,,,-5.580100687048385
,,,,-6.851364931921443
,,,,-12.078507425152075
Brayan Bello,-7.980582138940537,-10.45245694181031,-11.795546924068988,
,,,,-13.918507576566412
Brayan Rocchio,-11.411140663101827,-9.357919152133864,-8.440131756798095,-11.397675033467731
,,,,-3.4986815085639007
,,,,-13.751878547336304
Brenan Hanifee,-3.29981826043624,-4.57405797445096,-4.87879063682795,
,,,,-10.987013022804453
Brendan Donovan,1.0,5.255027357430107,3.4545108088237964,1.0
,,,,-10.358208087868048
Brendan Rodgers,-20.162819342659443,-16.075903272220653,-14.722478192727218,-9.308458246486396
,,,,-14.044657987770892
Brendon Little,-6.87874363609563,-6.3852091320899795,-6.76255468907731,
,,,,-11.695468333407868
Brennan Bernardino,-5.881292251356598,-3.965533173615885,-4.164907416642298,
,,,,-6.847356116970131
,,,,-16.2294067146123
,,,,-10.540942613387127
Brent Rooker,26.34044903298813,24.463039043397504,25.67688494799084,35.36108211388744
Brent Suter,-8.893114619555442,-11.785379835982956,-12.566066321689636,
,,,,-14.525211591921828
Brenton Doyle,15.775980234534236,12.65625786737978,11.449732189949108,7.59595796776888
Brett Baty,-23.08598714409076,-25.776477203318116,-20.06567159527871,-6.424513382979757
Brett Harris,-26.852989524849285,-28.466280219568123,-21.978479986104837,-19.02450803527523
Brett Sullivan,-15.104878010614351,-14.83665200011971,-9.344529053487538,
Brett Wisely,-21.220636841585662,-28.258684331796506,-21.885762255922355,-13.93772868845438
Brewer Hicklen,-25.75972766535663,-27.260121641010898,-20.81726832813683,2.485435338752419
,,,,-12.469602300012037
,,,,-5.402249774276763
Brian Serven,-15.475531713046454,,,
Brice Matthews,-26.014119399167207,,,-15.19458233440422
Brice Turang,-4.297169727642884,1.0,-0.385852952673511,-2.351127387048412
Brock Burke,-2.450943202059463,-3.723701065783671,-3.958919351855001,
,,,,-3.3690068705998124
,,,,-19.073375423720588
Brock Stewart,-10.554362029318776,5.70424044539009,6.1370462149821225,
Brock Wilken,-27.27818299473244,,,
Brooks Baldwin,-21.278397643309624,-21.55251430462763,-17.730128316615954,-15.86406337406634
,,,,-8.98889878122773
Brooks Lee,-13.873271054798854,-12.227546457614764,-10.11517657532496,-19.109355034989623
,,,,-6.299201928322728
,,,,-8.297255761803642
,,,,2.488201803483941
Bryan Abreu,6.4405208650026795,7.636490139189781,8.164864775426345,
,,,,11.857772461027723
Bryan Baker,-1.5781846711933465,-4.056434748887442,-4.271470327090713,
,,,,-5.6018142253126975
Bryan De La Cruz,-13.580441846665378,-23.4971427108645,-18.225701389072487,-4.881491630989249
Bryan Hoeing,-7.630162576128456,-6.565825176578298,-6.965946854133767,
,,,,-14.289189745241254
Bryan Hudson,4.922296287043574,0.7502989206375257,0.844318885735067,
,,,,3.2217512358195157
Bryan King,0.6509754899213589,-3.5346773530369084,-3.737060854710065,
,,,,-8.728637909740335
Bryan Ramos,-23.829886612376335,-24.4373339508166,-19.34918498317567,-18.230862632494823
Bryan Reynolds,16.352485542273648,17.299606769167973,16.185592823226827,13.67826757894309
,,,,-14.66967329992689
Bryan Woo,11.460575599988385,3.321961847926192,2.1617265210699657,
,,,,9.40122394779944
,,,,-13.037212614986252
Bryce Elder,-6.403686189710975,-7.610731500992742,-15.525385769125595,
Bryce Eldridge,-22.075478132166328,-25.47679287226094,-19.496439433608668,-6.552300539396405
Bryce Harper,29.652172866908824,36.64452376688565,37.2018630095988,29.354626873696517
Bryce Jarvis,-12.774105803736296,-11.187000893671373,-11.90480989369775,
Bryce Johnson,-25.844999854002737,,,-16.37048005511792
Bryce Miller,10.498100355756344,2.9785394247136563,3.8669338158689888,
,,,,8.283150966973079
Bryse Wilson,-16.082327535159493,-21.3501053457228,-27.78144865063017,
Bryson Stott,3.1272258474499517,4.311110116897359,2.979484015850687,-2.0728376976157556
,,,,-17.61318407720286
Buck Farmer,-5.701416800121666,-7.69573559721762,-8.15784107893083,
,,,,-13.158414788542329
Buddy Kennedy,-27.780104667416825,-27.676294158776553,-21.5322385331181,-10.616471583077749
,,,,-12.64821126364601
Byron Buxton,8.312577463630262,9.140721514027204,9.264838681523678,1.4494921589702687
,,,,-7.432340220310216
CJ Abrams,13.308450712876288,12.37441524377564,13.125835648391837,11.688253545726926
CJ Alexander,-28.293566220050653,-28.970770020497163,-22.294351704014865,-14.255835846494431
Cade Cavalli,-4.72625117943386,-7.314350192910716,-13.00325653669002,
,,,,-11.118402460005711
,,,,-9.819082644180238
Cade Marlowe,-26.390049527188175,,,-12.883175033024193
Cade Povich,-5.662092120912976,-9.889083234866147,-14.463720090340535,
Cade Smith,13.3346258114422,9.162610276678365,9.806525368295352,
,,,,14.669421539010685
Caden Dana,-9.800448162609236,-15.144068244683094,-21.64078227195989,
,,,,-14.068280108375204
Cal Quantrill,-26.753851103941752,-29.634819710768703,-32.848501940057176,
Cal Raleigh,20.77581397594478,24.379211593059143,21.813452954148183,22.960394719104425
Cal Stevenson,-24.354789227166915,-26.612238599038832,-20.343928964551864,-14.087515104586728
Caleb Durbin,-17.49001834012554,-19.678702333424116,-16.02104006549078,-11.298401298457808
Caleb Ferguson,-3.1390063143464273,-1.7546249497669102,-1.8254666478577,
,,,,-0.6505098681857966
,,,,-20.148557963023705
Caleb Thielbar,-1.9281897368680985,-0.1451376433594167,-0.1051314760733099,
,,,,-2.090471145220564
Calvin Faucher,-4.208469461727583,1.4244649302469004,1.5175331865868198,
,,,,-2.4037551456822808
Cam Booser,-15.3918104187839,-4.729636320371546,-4.862191649312532,
,,,,-10.828956970178924
,,,,-17.583540766644255
,,,,-16.840017138675876
,,,,-19.240460612490352
,,,,-8.675152342269154
,,,,-17.73115545865633
,,,,-8.559306501186105
,,,,-10.344396699691965
Camilo Doval,5.503230305871701,6.8447967796747875,7.34603993789464,
,,,,6.845009930901789
,,,,-14.496481232445472
,,,,-10.199681516843144
Carlos Correa,8.231486119579294,5.813570587434344,6.340986642874528,4.322311094332593
Carlos D. Rodriguez,-26.32283167714133,-28.090582714661274,-21.350731326096227,-16.056260022829676
Carlos Estévez,0.260169459075648,0.9974064179655916,1.0558171639567744,
,,,,7.357871444497193
Carlos Hernández,-5.937988003618101,-5.523480373746024,-5.8532289750383395,
,,,,-12.188083058316469
,,,,-15.861404902047532
,,,,-17.028850227013617
Carlos Narvaez,-10.171012289502247,-8.752966686716107,-6.112568208284284,
Carlos Pérez,-14.98347526016892,,,-7.105010642274641
Carlos Rodón,0.3050492157416584,10.001504011161655,11.41231766564077,
,,,,5.520825109841133
Carlos Santana,-5.9906846039345885,3.097879127298871,2.061140013834009,-10.570521854298974
Carlos Vargas,-4.582618354584549,-5.508604332785122,-5.808578947332046,
,,,,-12.414125492609315
Carmen Mlodzinski,-6.745181356765035,-7.92969549957699,-8.436644532164511,
,,,,-8.012490043188594
Carson Kelly,-3.8859346521894342,-3.3322011157221807,-1.912069334656228,
,,,,-8.568681419615235
,,,,-13.32042986242998
Carson Spiers,-10.571191604641754,-7.719339267814515,-5.914820692732707,
Carson Williams,-17.980421439823132,,,2.190129060992084
,,,,-1.2105074376681055
,,,,-14.72413918317882
Casey Mize,-9.733150094410796,-10.188338726116251,-13.418074142637185,
Casey Schmitt,-22.164315454666223,-31.00824172151361,-23.231521695639582,-12.66232184471852
Cavan Biggio,-24.797543201920774,-27.73259253536586,-21.578925279742435,
Ceddanne Rafaela,-7.829384286805709,-12.121015353963909,-9.106774162565976,3.64898643434229
Cedric Mullins,8.811105769633023,7.730243858367265,7.079858094750965,2.6139724100213577
Chad Green,-0.1963485130764592,-2.314974973166516,-2.4608104451064734,
,,,,1.1903434395300745
Chadwick Tromp,-14.27175322476041,-13.5591331633537,-8.719173248815409,
Chandler Simpson,-23.173063289591727,-23.053832786610137,-17.468526076059202,-0.2155438608147677
,,,,-12.94196276187312
,,,,-7.422428459289929
,,,,-14.224907097676793
Charlie Morton,-14.941967409189342,-8.290412259515907,-9.302285148123456,
Chas McCormick,-4.744975450673624,-6.149136996256411,-5.203474592880709,-11.638281171926115
,,,,-11.268335692643271
,,,,-10.908720586230976
Chase DeLauter,-19.57256858994644,-25.730950975410995,-19.541092551809573,
,,,,-2.7578579291913146
Chase Meidroth,-17.240319690629903,-19.911836404105443,-16.191440154043846,-9.039433477336406
Chase Silseth,-5.099430358998403,-4.557738731526018,-4.680325315802665,
,,,,-12.468382772919732
Chayce McDermott,-2.613455063337538,-4.418417308391775,-3.3882984742861995,
,,,,-13.586561540514424
Chris Bassitt,-10.51141019814787,-8.748802152011336,-8.565283646486488,
,,,,-11.27821244385891
,,,,-11.490248959790677
,,,,-13.583914702219904
Chris Martin,8.767530684620283,8.654599128952183,9.256091993596783,
,,,,7.052952300556037
,,,,-17.253283199999494
,,,,-9.12043428818275
Chris Paddack,-8.164249858245379,-5.3518126180913095,-9.0813795487098,
,,,,-10.768829257808369
Chris Roycroft,-5.02057913193402,-8.636272163383754,-9.153867100302552,
,,,,-13.905238987600612
Chris Sale,25.251707825745115,37.50330874577045,41.353261450102,
,,,,29.730595202191203
Chris Stratton,-14.539133467265634,-11.668301873505758,-12.408606347028044,
Chris Taylor,-15.77812375282305,-18.687055914808667,-16.244476396340488,-17.635445552855167
Christian Bethancourt,-12.320309445837315,-12.344676789055248,-7.82974439099408,
Christian Encarnacion-Strand,1.155405761901242,-4.223964741500418,-1.6908089465412075,4.717860598788342
,,,,-12.495971514503282
Christian Moore,-15.724770802411443,-15.051732799609468,-12.98977230401544,
,,,,-7.806269342097689
Christian Vázquez,-9.428485131096764,-7.830918198871995,-6.655912928579103,
Christian Walker,17.370756044096893,20.880528148251766,20.4727366237227,10.738851787855856
Christian Yelich,14.00601186255857,16.644600187226203,15.733504772901997,9.055867024193407
Christopher Morel,8.961468208546705,2.592162597231159,3.236042032580106,8.835564880457202
Chuckie Robinson,-15.461222620017509,-14.891580788818482,-9.402009592528998,
Cionel Pérez,-6.731578852085048,-5.829245545810156,-6.174224299017344,
,,,,-9.016604804710823
Clarke Schmidt,1.0923974715826623,-3.836094998059038,-5.030894030882458,
,,,,-1.6071543670666395
Clay Holmes,4.365865577837393,-2.241869519381622,-3.51099667835632,
,,,,-5.640693298110108
,,,,-9.770125578028548
Clayton Kershaw,-2.581389530897166,-2.46825364017073,-8.128961947285903,
,,,,1.1194820028379184
Coby Mayo,-20.58974616240364,-23.326042562288684,-18.1364483686642,1.3428473940783134
Coco Montes,-28.663021943673044,,,-14.865599494301607
Cody Bellinger,8.167514191738785,14.666482411122804,13.49978893869148,11.787537881573266
,,,,-10.776101958771491
Cody Bradford,3.252862852179013,-4.156505172552585,-9.565273573413032,
,,,,-4.768547421516211
,,,,-13.383131908974514
,,,,-18.247336326537383
,,,,-7.938014385646294
,,,,-5.921485251029685
,,,,-12.434558232916464
Colby Thomas,-19.893202761859108,-23.654281101371467,-18.148277558371955,1.515324510790407
,,,,-13.329087495831768
,,,,-14.544461354039598
,,,,-0.8092056010273849
Cole Irvin,-12.0457225132639,,,
,,,,-13.155742782582866
Cole Ragans,19.147839659108,14.079778144719407,16.090443084807674,
,,,,9.845824884275556
Cole Sands,1.7579996695516469,0.9771108262087118,1.0663872756255748,
,,,,3.113923610877159
,,,,-9.729458323373832
Cole Young,-22.000058923447018,-29.945683809892387,-23.04228536264552,-12.618676343679764
Colin Holderman,-2.0328162915557884,-2.947228300846048,-3.1140290531015875,
,,,,-3.548602292588578
Colin Poche,-1.6970364910445537,-7.546973371171939,-8.01590114520072,
,,,,-7.003533222307572
Colin Rea,-15.33729676757932,-15.84248867023075,-20.131007974249535,
Colin Selby,-1.6070044365554272,-3.3057515319126525,-3.476601720536223,
,,,,-9.097426168590315
,,,,-13.361655836938462
Collin Snider,-7.070442327805461,-7.188659822667008,-7.654295661114727,
,,,,-8.18479543692132
Colson Montgomery,-14.807371750705236,-21.669387745008073,-19.418050119051163,-19.50786801534592
Colt Keith,-4.185130361005607,1.9544768060537308,1.0,3.0575397363667607
Colton Cowser,11.572854528158828,6.060082346638928,5.460137534316898,10.606329668176262
,,,,-16.14315669618537
,,,,-14.799561461606402
,,,,-10.61720831796261
,,,,-9.099219791301149
Connor Joe,-12.240226299179868,-17.69399915114952,-14.493532764162463,-18.1973158484169
Connor Norby,1.0,1.0,-0.9713415924662608,10.407227786303547
Connor Thomas,-2.517103916340043,-6.526364008403195,-6.9046370363237894,
,,,,-14.033893097512264
Connor Wong,3.166145409902412,0.281960029224566,0.7185080780797608,1.0
Cooper Bowman,-27.54542797785456,-28.104582300437105,-21.74607380234002,-8.985388980248192
Cooper Criswell,-6.311320126216784,,,
Cooper Hummel,-26.38110439596596,-27.41244271572111,-20.972346554855985,-14.124012936439124
Corbin Burnes,4.306016330294572,8.17233300905751,10.244357194412354,
,,,,29.37875081525684
Corbin Carroll,29.701748312796468,35.360921795370366,35.50345792567087,32.8662749768609
Corey Julks,-22.332162421912813,,,-11.32426292620449
Corey Seager,30.765775999456142,20.882581467555944,22.503926916281156,22.91161573144732
Craig Kimbrel,0.7510543499114284,-1.3292001376482192,-1.455691472433013,
,,,,-0.541748195325914
,,,,-0.0137015640360185
,,,,-8.052296717155164
Cristopher Sánchez,0.5050123774145548,3.3266741862194205,3.7771647033142575,
,,,,-8.02907814770805
Curt Casali,-14.014827707009196,-14.711758688209606,-9.315196980294637,
Curtis Mead,-26.356497789838276,-16.94508197711467,-13.860081582112024,-7.855304168451182
,,,,-18.07527108568023
César Salazar,-15.245474347067107,-14.849487029246012,-9.358920709042984,
,,,,-17.61168643032126
DJ Herz,-1.3899594438500178,-3.800502396975705,-7.341341820502798,
,,,,-14.746597629041128
DJ LeMahieu,-18.950792489615313,-18.65279455150517,-16.24058490203632,
DJ Stewart,-22.68777776312139,-22.603989142725705,-17.39803554139939,
DL Hall,-3.934761095018179,-3.04063274566127,-0.4822688059346975,
,,,,-10.503458839037451
DaShawn Keirsey Jr.,-24.361613708262823,-26.1300124458879,-20.18175588149753,-8.842986974069282
Dairon Blanco,-14.948602473507018,-15.67705871005171,-10.838576252633812,-3.23409188302554
,,,,-12.797290078275664
Dalton Rushing,-7.751121867401668,,,9.614351344476496
,,,,-13.6419503742935
,,,,-17.18899650096897
Dane Dunning,-7.300771534723458,-5.114991285863214,-3.557606718331808,
Dane Myers,-15.701511125085888,-15.125883697301305,-13.387874681083302,-10.89591521961022
,,,,-14.07000939891942
,,,,-12.844815756840289
,,,,-4.509768937680515
,,,,-12.6241552523495
,,,,-14.525317127054585
Daniel Lynch IV,-7.352408085533588,-6.9226991754459,-7.361458965664097,
,,,,-7.793723143016594
,,,,-8.41353495463613
Daniel Schneemann,-21.577095463032787,-29.595026046636207,-22.67796000616352,-19.01557213359996
,,,,-18.15534474093582
Danny Coulombe,-0.3599147778746541,-1.6102733692100348,-1.6632152729694627,
,,,,-0.2841507403219996
Danny Jansen,5.549190692968618,4.980153863316062,5.551667334717369,-4.1194741722977355
Danny Mendick,-27.13372037996582,,,
,,,,-14.31982892909569
Danny Young,-2.302939653034882,-2.3868323403491383,-2.618977957732852,
,,,,-5.771147752920811
Dansby Swanson,13.287689052400497,1.7082937073360087,1.657348577499001,3.283150498397314
,,,,-11.502212477145864
Darell Hernaiz,-24.969188600801537,-25.36517352103593,-20.14768042828015,-19.8007194470578
