Name,Team,POS,ADP,PA,mRBI,mR,mSB,mHR,mOBP,mSLG,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Ernie Clement","TOR","3B/SS",388.4700012207031,287.833,-8.316429739983159,-8.009529618627317,-1.6470837716924613,-6.67027956097644,-1.510170079585117,-1.4656498506046807,-27.619142621469173,7.947465494409344,-18.67167712705983,"Ernie Clement","20352",676391
"Chris Taylor","LAD","2B/3B/OF",725.1500244140625,260.972,-9.649347124575442,-8.641969257175312,-1.6864135773208142,-6.9195435314273235,-1.8371138653311472,-3.207921628623919,-31.942308984453955,12.255253069645287,-18.687055914808667,"Chris Taylor","13757",621035
"José Caballero","TBR","2B/3B/SS",322.5799865722656,264.028,-9.96993859862327,-8.444822755575784,2.978714707102403,-7.426292441003008,-1.3851884833563661,-3.419961221402542,-27.667488792858567,7.947465494409344,-18.72002329844922,"Jose Caballero","23401",676609
"Davis Schneider","TOR","2B/OF",696.0399780273438,191.117,-10.784712780270324,-9.709575247262196,-2.675840404923937,-6.9195435314273235,-0.6250848597053468,-1.3621763615211901,-32.07693318511032,12.255253069645287,-18.82168011546503,"Davis Schneider","23565",676914
"Jarred Kelenic","ATL","OF",481.82000732421875,166.158,-11.017193195694727,-10.047934582141998,-2.2367152884405668,-7.1849935241027785,-0.9814615704627047,-0.74862198712571,-32.21692014796849,12.277191499022852,-18.93972864894564,"Jarred Kelenic","22558",672284
"Juan Brito","CLE","2B",999,236.455,-10.261530524120282,-9.126909017932547,-2.404081492420154,-7.376499279198696,-0.6861575253122186,-2.4310781119246117,-32.28625595090851,12.255253069645287,-19.031002881263223,"Juan Brito","sa3009808",682877
"Trey Sweeney","DET","SS",479.3599853515625,369.376,-8.58875630940521,-5.987752097729081,-0.7808556844897018,-5.843857728001677,-2.829369785424253,-4.001955924830299,-28.032547529880226,7.947465494409344,-19.08508203547088,"Trey Sweeney","29575",700242
"Ramón Urías","BAL","3B",681.6199951171875,210.69,-10.236072787305003,-9.492667401364066,-2.886286135171801,-7.243220510969245,-0.6168404828296352,-1.2598654597062866,-31.734952777346027,11.387504937233034,-19.347447840113,"Ramon Urias","18795",602104
"Oswald Peraza","NYY","3B",709.510009765625,194.695,-10.682233761746788,-9.757871211328334,-1.4703860731687546,-7.0518851628482615,-1.1978364466523976,-1.677268073769388,-31.837480729513924,11.387504937233034,-19.449975792280892,"Oswald Peraza","22823",672724
"Ramón Laureano","BAL","OF",594.8699951171875,195.501,-10.561581728823477,-9.888023134297024,-2.1046143183510764,-7.123359007059363,-1.5722150117222853,-1.5494709203170565,-32.799264120570285,12.277191499022852,-19.52207262154743,"Ramon Laureano","17128",657656
"Austin Slater","CHW","OF",744.5800170898438,210.216,-10.987829661914336,-9.563462793546927,-2.195897114414356,-7.255785943521387,-0.6297443877336846,-2.1780869406679093,-32.8108068417986,12.277191499022852,-19.533615342775747,"Austin Slater","16153",596103
"Kristian Campbell","BOS","2B/SS/OF",999,210.182,-10.213731119162452,-9.114605335733629,-1.8721564118303664,-7.3238949100760795,0.6072691626869592,-0.707050609250218,-28.624169223365787,7.947465494409344,-19.67670372895644,"Kristian Campbell","sa3023011",692225
"Caleb Durbin","MIL","2B/3B",383.45001220703125,190.478,-11.292777876805927,-9.923114518213294,-1.0372721660585846,-8.176810660847357,-0.373253757709559,-2.130726423434682,-32.933955403069405,12.255253069645287,-19.678702333424116,"Caleb Durbin","sa3017183",702332
"Tyler Black","MIL","1B/DH",581.530029296875,189.724,-11.026522488376484,-9.900038542895315,-1.652264705036117,-7.665930143781683,-0.2417213664858244,-1.794036563808793,-32.280513810384214,11.556055179673542,-19.72445863071067,"Tyler Black","29949",672012
"Chase Meidroth","CHW","2B/3B/SS",999,315.274,-9.531366503925632,-7.71004495802912,-1.9615787644577252,-7.650851665340562,1.7858558025650968,-3.7913158093268495,-28.85930189851479,7.947465494409344,-19.911836404105443,"Chase Meidroth","sa3020011",805367
"David Peralta",,"OF",748.3499755859375,203.354,-10.599465141683902,-9.897318325855775,-2.8799315480374093,-7.577673954487365,-0.954275307723304,-1.562519652382758,-33.47118393017052,12.277191499022852,-20.193992431147663,"David Peralta","2136",444482
"Amed Rosario","WSN","2B/OF/DH",545.9600219726562,207.172,-10.826420932939747,-9.814399637219323,-1.5342468979794095,-8.214506958503783,-1.3381775268381413,-1.8432212304317408,-33.570973183912145,12.255253069645287,-20.315720114266863,"Amed Rosario","15518",642708
"Jared Triolo","PIT","2B/3B",608.8900146484375,212.297,-10.939139786198673,-9.839348875553542,-2.2172794178765263,-8.03718529911464,-0.29372720276967956,-2.413661367283705,-33.74034194879677,12.255253069645287,-20.485088879151476,"Jared Triolo","25807",669707
"Javier Báez","DET","SS",662.0399780273438,323.269,-7.856790890412637,-7.777525719192601,-1.4956040526102548,-5.766335350163012,-3.7240255473196138,-2.9089849372051155,-29.529266496903237,7.947465494409344,-20.58180100249389,"Javier Baez","12979",595879
"Jack Suwinski","PIT","OF",656.3499755859375,134.438,-11.702694722872987,-10.924194760811243,-2.5419073815701747,-7.350857193169609,-0.6790975377061012,-0.6964378029719444,-33.89518939910206,12.277191499022852,-20.617997900079207,"Jack Suwinski","22244",669261
"Paul DeJong","WSN","3B/SS",460.3599853515625,325.932,-7.404781449164317,-7.730743621019631,-2.52710866336973,-4.22764526533843,-4.627727437030078,-3.054420770772157,-29.57242720669434,7.947465494409344,-20.624961712284996,"Paul DeJong","18015",657557
"Santiago Espinal","CIN","2B/3B",664.72998046875,186.298,-11.184268205867834,-10.18329260951679,-2.2517717020452173,-8.208288119454908,-0.486935936792043,-1.706824013906915,-34.0213805875837,12.255253069645287,-20.766127517938415,"Santiago Espinal","19997",669289
"Joey Gallo","CHW","1B",731.6900024414062,169.266,-11.11461308971765,-10.425654430244158,-2.881906609966806,-6.321727225239016,-1.2193965918820326,-1.545980427967992,-33.50927837501766,11.556055179673542,-20.953223195344115,"Joey Gallo","14128",608336
"Ben Rice","NYY","1B",501.3299865722656,125.596,-11.726128925683959,-10.951666307252983,-2.955127524230045,-7.1752819513894845,-0.441131582298207,-0.341877905828331,-33.59121419668301,11.556055179673542,-21.03515901700947,"Ben Rice","29576",700250
"Nick Yorke","PIT","2B/3B/OF",491.3999938964844,154.726,-11.695794056982857,-10.732398500418128,-2.3601431975822753,-8.166460112754871,-0.26844300444357505,-1.1527316318411955,-34.3759705040229,12.255253069645287,-21.120717434377614,"Nick Yorke","27504",694377
"Zac Veen","COL","OF",999,144.5,-11.972937158416876,-10.83633985920289,-1.6233828920484938,-8.034757355159504,-0.780161101826669,-1.2049212766741275,-34.452499643328565,12.277191499022852,-21.17530814430571,"Zac Veen","sa3014516",691728
"Johnathan Rodriguez","CLE","OF/DH",630.4199829101562,138.351,-11.724267120005415,-10.947703318326113,-3.0218793693566277,-7.503303597916871,-0.6171858380522368,-0.6653562834205464,-34.47969552707781,12.277191499022852,-21.202504028054957,"Johnathan Rodriguez","22530",671286
"Michael Siani","STL","OF",622.3300170898438,231.876,-10.966196278921599,-9.432248140844337,-0.4841936777655529,-8.077224235685112,-1.7769913672607434,-3.8333986800692976,-34.57025238054664,12.277191499022852,-21.29306088152379,"Michael Siani","22557",672279
"Mark Canha","MIL","1B/OF/DH",634.72998046875,151.785,-11.85266976099863,-10.658972912272443,-2.806767891836704,-8.118839284443292,0.15798632762098144,-1.4134371871560971,-34.692700709086196,12.277191499022852,-21.415509210063338,"Mark Canha","11445",592192
"Andy Ibáñez","DET","2B",749.4000244140625,193.597,-11.072925394330483,-10.049663880153872,-2.725818435797875,-7.794864245025669,-1.3046352630465494,-1.7347102298695813,-34.68261744822403,12.255253069645287,-21.42736437857874,"Andy Ibanez","18819",628451
"Brooks Baldwin","CHW","2B",698.6699829101562,174.352,-11.474686732533549,-10.499187906245144,-2.1180962376044503,-7.957320282361929,-1.0678443654201628,-1.6906318501076898,-34.80776737427292,12.255253069645287,-21.55251430462763,"Brooks Baldwin","31394",681460
"Jacob Melton","HOU","OF",999,151.069,-11.617781176064858,-10.723805954286414,-1.7553121561959877,-7.666952382524045,-1.7222850507290444,-1.3950796562725498,-34.8812163760729,12.277191499022852,-21.604024877050048,"Jacob Melton","sa3019988",689200
"Nelson Velázquez","KCR","OF/DH",737.4500122070312,120.185,-11.975648906275202,-11.235586770356484,-2.8636156959166295,-7.577290488016953,-0.8009342040891586,-0.47224687040149677,-34.925322935055924,12.277191499022852,-21.64813143603307,"Nelson Velazquez","23359",676369
"Colson Montgomery","CHW","SS",488.79998779296875,389.837,-7.702343813188489,-6.631360190852065,-2.048253003065874,-5.447301402143123,-3.293400212828163,-5.494194617339695,-30.616853239417413,7.947465494409344,-21.669387745008073,"Colson Montgomery","sa3017170",695657
"Oscar Colás","CHW","OF",736.72998046875,173.732,-11.338533483470421,-10.603345384332403,-2.5279959927249935,-7.616520245340542,-1.321732319845454,-1.6560887527124133,-35.06421617842622,12.277191499022852,-21.787024679403377,"Oscar Colas","30162",693049
"Jon Berti","CHC","2B/3B/OF/DH",676.489990234375,170.891,-11.837431401636485,-10.46324991189747,-1.236754615225716,-8.466326627364191,-0.794595959142834,-2.2606717288133007,-35.05903024407999,12.255253069645287,-21.803777174434703,"Jon Berti","12037",542932
"Whit Merrifield",,"2B/OF",741.0900268554688,173.618,-11.720159066136487,-10.430446162823849,-1.403147636879041,-8.377900132648557,-1.037496679853825,-2.092458989752724,-35.06160866809448,12.255253069645287,-21.80635559844919,"Whit Merrifield","11281",593160
"Esteury Ruiz","OAK","OF",508.2699890136719,98.625,-13.121335453861578,-11.449288216682431,-0.6341276338961581,-8.66737354819847,-0.38676454836770197,-0.8493695954732056,-35.10825899647954,12.277191499022852,-21.831067497456694,"Esteury Ruiz","21780",665923
"Ben Gamel","HOU","OF",750.3599853515625,150.616,-11.871125703471872,-10.738307250251266,-3.0040750464695822,-8.082804200908418,-0.1518321475783734,-1.3799641522752502,-35.22810850095476,12.277191499022852,-21.950917001931913,"Ben Gamel","12160",592325
"Luken Baker","STL","1B/DH",743.5800170898438,128.181,-11.72270889267582,-11.037053188273362,-3.2164958471775433,-7.207440936343149,-0.79780500761625,-0.5373570115710906,-34.51886088365721,11.556055179673542,-21.96280570398367,"Luken Baker","21497",663609
"Adam Duvall",,"OF",999,146.212,-11.357940496575349,-10.893444660499188,-3.134573149097548,-6.979559486869732,-1.9122858075761076,-0.9650527007391069,-35.24285630135704,12.277191499022852,-21.965664802334185,"Adam Duvall","10950",594807
"Everson Pereira","NYY","OF",750.780029296875,122.56,-12.043280295427849,-11.245908786296019,-2.676870913558338,-7.752482466433908,-0.9692107197565177,-0.6976117343340972,-35.38536491580672,12.277191499022852,-22.108173416783874,"Everson Pereira","23695",677592
"Jordan Lawlar","ARI","SS",372.4700012207031,212.23,-10.447021334175034,-9.331747511304734,-1.5088284129506335,-7.4550012432591775,-0.7003016562087101,-1.7238646038498753,-31.166764761748162,7.947465494409344,-22.219299267338823,"Jordan Lawlar","29976",691783
"Adam Frazier","PIT","2B/OF",744,210.479,-11.066125856892262,-10.008159353501341,-2.3654959733591374,-8.30421130242418,-1.1684566449463,-2.635591330404605,-35.54804046152782,12.255253069645287,-22.292787391882534,"Adam Frazier","15223",624428
"Jorge Mateo","BAL","2B",703.4199829101562,120.198,-12.411832902759265,-11.273812743138704,-1.0035525586288798,-8.38194653665108,-1.3499717155268274,-1.1383053204924194,-35.559421777197166,12.255253069645287,-22.30416870755188,"Jorge Mateo","17273",622761
"Joey Loperfido","TOR","OF",564.3800048828125,160.675,-11.661209284389637,-10.601688240618662,-2.247792915032355,-7.827960163680608,-1.6579296146500688,-1.7358500509680235,-35.73243026933935,12.277191499022852,-22.455238770316505,"Joey Loperfido","29630",694388
"DJ Stewart","PIT","OF/DH",999,112.709,-12.471066191559274,-11.49414327970746,-3.0569440976594477,-7.89917849898293,-0.13496191883729286,-0.824886655002152,-35.881180641748564,12.277191499022852,-22.603989142725705,"DJ Stewart","17766",621466
"Eric Wagaman","MIA","3B/OF",743.9299926757812,140.808,-11.772592817498271,-11.063533987483385,-2.788849086947393,-7.897985853265634,-0.8655863480973824,-0.7827439124311399,-35.1712920057232,11.387504937233034,-22.783787068490174,"Eric Wagaman","23395",676572
"Noelvi Marte","CIN","3B",413.3999938964844,141.326,-11.882559587314047,-10.969716563910193,-2.0807415962739015,-7.943732509513803,-1.118578853434358,-1.2053692732161851,-35.200698383662484,11.387504937233034,-22.813193446429455,"Noelvi Marte","26517",682622
"Alan Roden","TOR","OF",999,111.659,-12.6517200123198,-11.419348649652713,-2.853081986796112,-8.582524889081101,0.17346048414675824,-0.8084819357020387,-36.141696989405,12.277191499022852,-22.864505490382154,"Alan Roden","sa3020212",702176
"Kevin Pillar","TEX","OF",750.2000122070312,121.382,-12.158974139309226,-11.375844589962213,-2.473638504891665,-8.011415458631163,-1.3070026621338509,-0.991160706880062,-36.31803606180818,12.277191499022852,-23.040844562785328,"Kevin Pillar","12434",607680
"Chandler Simpson","TBR","OF",999,91.9548,-13.314859993052938,-11.85507402520617,-0.7858935750454299,-9.275071732521386,0.0256697677887704,-1.1257947275958424,-36.33102428563299,12.277191499022852,-23.053832786610137,"Chandler Simpson","sa3020219",802415
"Coby Mayo","BAL","1B/3B",397.79998779296875,110.18,-12.338211389770121,-11.414232738119278,-3.0641574192406393,-7.9080807908957205,-0.5192670879495616,-0.4695980735463992,-35.71354749952172,11.387504937233034,-23.326042562288684,"Coby Mayo","28312",691723
"Joshua Palacios","PIT","OF",746.219970703125,100.211,-12.76528900075173,-11.724381632185292,-2.7851565561243983,-8.476634522936134,-0.30906186763950555,-0.6099237881213769,-36.670447367758435,12.277191499022852,-23.39325586873559,"Joshua Palacios","19818",641943
"Joey Wiemer","KCR","OF",743.9299926757812,145.864,-12.163628557008973,-10.952422896607672,-2.324849505274924,-8.225325973446907,-1.2032032678575744,-1.8795831437678736,-36.749013343963924,12.277191499022852,-23.47182184494107,"Joey Wiemer","27690",686894
"Bryan De La Cruz","ATL","OF/DH",488.44000244140625,105.132,-12.442451278513522,-11.561750310892672,-3.069424290862299,-8.119009691418226,-0.928609775251788,-0.6530888629488378,-36.77433420988735,12.277191499022852,-23.4971427108645,"Bryan De La Cruz","19600",650559
"Michael A. Taylor","CHW","OF",731.8200073242188,151.278,-11.920746385530194,-11.043250039911179,-2.189943231349295,-7.694085072592508,-2.035331045968986,-1.9996082424287378,-36.8829640177809,12.277191499022852,-23.60577251875805,"Michael A. Taylor","11489",572191
"Colby Thomas","OAK","OF",999,91.9548,-12.755737186877129,-11.848516917465544,-2.9039759419337785,-8.177832899589717,-0.9067084313021446,-0.33870122322601404,-36.93147260039432,12.277191499022852,-23.654281101371467,"Colby Thomas","sa3020713",687515
"Nick Loftin","KCR","2B",750.8499755859375,118.872,-12.622963635237316,-11.462330277865554,-2.9062372600530417,-8.628399401337282,-0.2043240824554473,-1.1798735637349462,-37.00412822068358,12.255253069645287,-23.7488751510383,"Nick Loftin","27630",679845
"Juan Yepez","WSN","1B",643.4400024414062,96.2733,-12.573302424600936,-11.747151467124059,-3.1412426214530744,-8.116241035066846,-0.4414790379825602,-0.30962131896559847,-36.32903790519307,11.556055179673542,-23.772982725519526,"Juan Yepez","18400",660766
"Addison Barger","TOR","3B/OF",669.0900268554688,104.039,-12.571015647832501,-11.63020378071334,-3.0396264000583364,-8.207138024704536,-0.4731256353939455,-0.6022686726091278,-36.52337816131178,11.387504937233034,-24.13587322407875,"Addison Barger","24598",680718
"Luke Keaschall","MIN","2B/OF",999,91.9548,-13.121578239343453,-11.889589033717133,-2.7840688235502653,-8.766022785775387,-0.0587210139956652,-0.8122570957576188,-37.432236992139515,12.255253069645287,-24.176983922494227,"Luke Keaschall","sa3022614",807712
"Taylor Walls","TBR","SS",703.9500122070312,217.839,-11.083306886095835,-9.45790036819749,-0.2746067843328957,-7.90633447484032,-1.2888557382379777,-3.2540077422079037,-33.26501199391243,7.947465494409344,-24.31754649950308,"Taylor Walls","22458",670764
"Justyn-Henry Malloy","DET","OF/DH",697.0900268554688,88.6468,-13.156304668966634,-11.980398138446109,-3.1397827797180757,-8.53537262917378,-0.017633782047952722,-0.8114716067613535,-37.6409636051139,12.277191499022852,-24.363772106091055,"Justyn-Henry Malloy","29606",669234
"Grant McCray","SFG","OF",743.8400268554688,108.727,-12.762071417640636,-11.713086735792624,-2.4831703685318516,-8.458616981168698,-1.121349726983342,-1.170280208787581,-37.70857543890473,12.277191499022852,-24.43138393988188,"Grant McCray","25690",687529
"Weston Wilson","PHI","OF",748.72998046875,77.8991,-13.17498313263272,-12.145875775004045,-2.7699570656090176,-8.427139522561147,-0.5734149925985907,-0.6198773571845885,-37.711247845590115,12.277191499022852,-24.43405634656726,"Weston Wilson","19358",642215
"Bryan Ramos","CHW","3B",662.2000122070312,112.621,-12.445122497793792,-11.62714151794147,-2.9415309864831953,-7.987093975881003,-0.9630748673479159,-0.8608750426022607,-36.82483888804963,11.387504937233034,-24.437333950816598,"Bryan Ramos","25621",682868
"Robbie Grossman",,"OF/DH",999,114.579,-12.803051020871218,-11.554508596299538,-3.0539671731883185,-8.504193331995554,-0.363268629913213,-1.451526974507499,-37.73051572677534,12.277191499022852,-24.453324227752482,"Robbie Grossman","5254",543257
"Austin Martin","MIN","OF",748.25,96.3879,-13.293854224040365,-11.85381304294836,-2.461473179848547,-9.150865663179657,0.1383834274267486,-1.2153685031663062,-37.83699118575649,12.277191499022852,-24.559799686733633,"Austin Martin","27462",668885
"Thomas Saggese","STL","2B/3B/SS",620.6900024414062,208.393,-10.328979727664912,-9.829027031409955,-2.6709456936473464,-7.161012855302485,-1.9016897508607413,-1.6283845582133913,-33.520039617098824,7.947465494409344,-24.57257412268948,"Thomas Saggese","27883",695336
"Billy Cook","PIT","1B/OF",671.02001953125,82.1105,-13.154604784607079,-12.109289079156984,-2.6927573984557185,-8.550408556647978,-0.7079851142984809,-0.6701827802740352,-37.88522771344028,12.277191499022852,-24.608036214417428,"Billy Cook","29573",695257
"Drew Waters","KCR","OF",999,83.381,-13.222236173759727,-12.11164904009371,-2.650507909357369,-8.776756648007856,-0.42933729789416997,-0.7014661640131628,-37.891953233126,12.277191499022852,-24.61476173410315,"Drew Waters","20505",671221
"Jon Singleton","HOU","1B",721.1300048828125,92.4737,-12.886143290578854,-11.856893344294761,-3.255739740119993,-8.234100409351687,-0.26924514030269764,-0.717923490563067,-37.22004541521106,11.556055179673542,-24.66399023553752,"Jon Singleton","10441",572138
"Angel Martínez","CLE","OF",746.9500122070312,99.2319,-13.064814105913129,-11.723823123558567,-2.8830802296347393,-8.692546964269676,-0.5852853435236531,-1.0151758713347414,-37.96472563823451,12.277191499022852,-24.687534139211657,"Angel Martinez","26540",682657
"Taylor Trammell","HOU","OF",999,71.7087,-13.349566158387093,-12.242989791022085,-2.824142813377547,-8.523659028389066,-0.4605598989286663,-0.5983109058938826,-37.999228595998346,12.277191499022852,-24.72203709697549,"Taylor Trammell","19960",666211
"Jake Mangum","TBR","OF",999,111.659,-12.825776938532375,-11.702926895227936,-2.5696729694436087,-8.989772576982006,-0.765607640254849,-1.2455761207492955,-38.09933314119007,12.277191499022852,-24.822141642167217,"Jake Mangum","sa3011255",663968
"Andruw Monasterio","MIL","2B/3B",999,98.4963,-13.214363979955651,-11.895695864278235,-2.507529681772157,-8.993733879050684,-0.2223473160248617,-1.3320696765443203,-38.16574039762591,12.255253069645287,-24.910487327980622,"Andruw Monasterio","19455",655316
"J.D. Davis","LAA","1B",739.1300048828125,96.0983,-12.819462972057895,-11.893606138367604,-3.2480111812830033,-8.302337130360769,-0.6264562356673367,-0.841083362988774,-37.730957020725384,11.556055179673542,-25.17490184105184,"J.D. Davis","16219",605204
"Ezequiel Duran","TEX","3B/OF",647.1599731445312,90.9109,-12.930320212631505,-11.976579114523604,-2.897564096736853,-8.580778573025702,-0.6807018416882342,-0.5700640607552522,-37.63600789936114,11.387504937233034,-25.248502962128114,"Ezequiel Duran","23733",677649
"Darell Hernaiz","OAK","3B",750.8200073242188,102.4,-12.931777311509185,-11.811786084818168,-2.803790950304173,-8.773732381194074,-0.4521655767162731,-0.9794261537270937,-37.75267845826896,11.387504937233034,-25.36517352103593,"Darell Hernaiz","26224",687231
"Eloy Jiménez","TBR","DH",562.6199951171875,117.656,-11.811649822183226,-11.256411016184934,-3.180028509610157,-7.781830244069268,-0.23481845889031353,-0.14061905489138402,-34.40535710582928,7.947465494409344,-25.457891611419935,"Eloy Jimenez","17484",650391
"Bryce Eldridge","SFG","1B",999,85.3866,-13.092761069393886,-12.070144513441178,-3.154925012170922,-8.478934610883256,-0.5892441119243145,-0.6468387341209276,-38.03284805193449,11.556055179673542,-25.47679287226094,"Bryce Eldridge","sa3022757",805811
"Zach McKinstry","DET","3B/SS/OF",603.5599975585938,188.754,-11.435589006277311,-10.111596319382977,-1.5985083244909877,-8.051326742300867,-1.2766594627665897,-2.013871055792583,-34.48755091101131,7.947465494409344,-25.54008541660197,"Zach McKinstry","19392",656716
"Vaughn Grissom","BOS","2B",582.1099853515625,58.6431,-13.76253866624626,-12.5646858638303,-3.010744518825108,-9.138385434114982,0.09840204934624841,-0.4476051429408079,-38.82555757661122,12.255253069645287,-25.570304506965925,"Vaughn Grissom","26031",687093
"Emmanuel Rodriguez","MIN","OF",999,52.5456,-13.895049264611789,-12.63040133573082,-3.029894167322084,-8.937381165801247,0.024932007241719092,-0.47226761671809775,-38.940061542942324,12.277191499022852,-25.662870043919465,"Emmanuel Rodriguez","sa3014693",691181
"Tyler Locklear","SEA","1B",705.7999877929688,84.9906,-13.18271366940683,-12.133626208528725,-3.090005152063006,-8.51467163454243,-0.5641124520538567,-0.7959074929010338,-38.28103660949588,11.556055179673542,-25.72498142982234,"Tyler Locklear","31396",682988
"Victor Mesa Jr.","MIA","OF",999,91.9548,-13.12809446272175,-12.1112887839909,-3.001498877251987,-8.65259312963305,-1.025145857214385,-1.0848008479023652,-39.00342195871444,12.277191499022852,-25.726230459691582,"Victor Mesa Jr.","sa3010700",683748
"Chase DeLauter","CLE","OF",999,45.9774,-13.870279452160682,-12.764642517648111,-3.1772805832663606,-8.979251723468208,-0.08991060042219019,-0.12677759746828976,-39.00814247443384,12.277191499022852,-25.730950975410995,"Chase DeLauter","sa3021053",800050
"Nathan Lukes","TOR","OF",741.6900024414062,61.6386,-13.764825443014695,-12.475191771184765,-3.13090924730582,-9.164581139705362,-0.03286387342082438,-0.48469392797405386,-39.05306540260552,12.277191499022852,-25.77587390358267,"Nathan Lukes","18123",664770
"Brett Baty","NYM","3B",568.6400146484375,71.6851,-13.275904116819893,-12.280206977998052,-3.236990838345851,-8.577072779865805,-0.3155122011465145,-0.47829522637503125,-38.16398214055115,11.387504937233034,-25.776477203318116,"Brett Baty","26123",683146
"Graham Pauley","MIA","1B/3B/DH",999,84.4251,-13.15511061985985,-12.131176226515283,-3.031783376280482,-8.521060779012618,-0.6146802091941993,-0.7242505654303011,-38.17806177629273,11.387504937233034,-25.790556839059697,"Graham Pauley","31363",688363
"Robert Hassell III","WSN","OF",733.239990234375,118.228,-12.928377542790075,-11.720022138210593,-2.666795132446882,-8.811173119164911,-1.0938605425128296,-1.9485680460536257,-39.16879652117891,12.277191499022852,-25.891605022156057,"Robert Hassell III","sa3014701",690987
"Dominic Canzone","SEA","OF",742.8499755859375,45.7335,-13.848059369752296,-12.819477464982368,-3.212488448194815,-8.850062062538631,-0.27541341577184203,-0.1743502867248103,-39.17985104796477,12.277191499022852,-25.90265954894191,"Dominic Canzone","26438",686527
"Nick Pratto","KCR","1B",750.6199951171875,82.0342,-13.296141000808797,-12.111252706841837,-3.0433189308813318,-8.581800811768064,-0.6254801955807224,-0.8320471994700637,-38.49004084535082,11.556055179673542,-25.93398566567727,"Nick Pratto","22117",668472
"Dominic Fletcher","CHW","OF",999,97.1095,-13.156446325996598,-12.115918341195743,-3.1175130786550365,-8.83873187744752,-0.7923022884835578,-1.2412846793111032,-39.26219659108956,12.277191499022852,-25.985005092066714,"Dominic Fletcher","26149",666150
"Javier Sanoja","MIA","2B/SS/OF/DH",999,202.108,-11.247629812825794,-10.107489021859845,-2.0196574121453157,-8.59892386924753,-0.8281208584410996,-2.146565370245788,-34.948386344765375,7.947465494409344,-26.00092085035603,"Javier Sanoja","28253",691594
"Luisangel Acuña","NYM","2B/SS/DH",402.6400146484375,156.179,-11.848784228322549,-10.59550942755538,-1.1991996047991011,-8.38982658982151,-1.2636700052923049,-1.7147267440367298,-35.01171659982757,7.947465494409344,-26.064251105418226,"Luisangel Acuna","26548",682668
"Greg Jones","COL","OF",750.6400146484375,46.2215,-13.996982015801116,-12.817766119647057,-2.654458101461767,-9.04795691132793,-0.42876993041295175,-0.4271141089382253,-39.373047187589044,12.277191499022852,-26.09585568856619,"Greg Jones","25448",675659
"DaShawn Keirsey Jr.","MIN","OF",999,58.6177,-13.803194426838859,-12.624204484093003,-2.7482312478944464,-9.099539092484994,-0.467844610239848,-0.664190083359608,-39.407203944910755,12.277191499022852,-26.1300124458879,"DaShawn Keirsey Jr.","24496",680577
"Ronny Mauricio","NYM","2B",563.530029296875,40.4749,-13.994877424640697,-12.868764004484278,-3.0296079111322167,-9.023337216371633,-0.3122932339387208,-0.19925136664137424,-39.428131157208924,12.255253069645287,-26.172878087563635,"Ronny Mauricio","23698",677595
"Edmundo Sosa","PHI","2B/3B/SS",522.6900024414062,162.363,-11.395135695581756,-10.620819093788356,-2.4684575033024045,-7.918260932013271,-1.4599643273484133,-1.270401565745307,-35.133039117779504,7.947465494409344,-26.185573623370164,"Edmundo Sosa","17022",624641
"Kody Clemens","PHI","1B/2B/3B/OF/DH",999,44.9055,-13.866049909054206,-12.819873712336273,-3.2074219541999223,-8.868888885106575,-0.46231013683018773,-0.23561991137598157,-39.46016450890315,12.255253069645287,-26.204911439257856,"Kody Clemens","20572",665019
"Eli White","ATL","OF",999,60.7641,-13.825090570112652,-12.532548683034653,-2.735579331688197,-9.077475045161412,-0.47150627344196433,-0.8694863223498152,-39.51168622578869,12.277191499022852,-26.23449472676584,"Eli White","19346",642201
"Manuel Margot","MIL","OF",743.8900146484375,54.3669,-13.892964841243783,-12.685650568993514,-3.0698536580856985,-9.172461167487384,-0.23947304412864479,-0.5188787857540224,-39.57928206569305,12.277191499022852,-26.302090566670188,"Manuel Margot","14712",622534
"Ji Hwan Bae","PIT","OF",748.72998046875,39.6266,-14.245206722337048,-12.955970376389192,-2.8386839726649966,-9.358216550385063,-0.04913818758232764,-0.43154965883923657,-39.87876546819787,12.277191499022852,-26.601573969175018,"Ji Hwan Bae","23818",678225
"Cal Stevenson","PHI","OF",999,38.6217,-14.247554195475951,-12.940045836893706,-2.953352831396715,-9.284442567450027,0.016243632173404188,-0.48027829901869074,-39.88943009806169,12.277191499022852,-26.612238599038832,"Cal Stevenson","22411",670276
"Kevin Alcántara","CHC","OF",675.6900024414062,45.3037,-14.021448346399884,-12.879608537799445,-3.1245832892026955,-9.120623452033136,-0.3803683188428224,-0.4829736401096878,-40.00960558438767,12.277191499022852,-26.732414085364812,"Kevin Alcantara","25971",682634
"Alexander Canario","NYM","OF/DH",745.5999755859375,32.3284,-14.173426750737422,-13.057245676807002,-3.2022695816419287,-9.022059367166872,-0.35063985034557055,-0.20984496748026915,-40.01548619417906,12.277191499022852,-26.738294695156213,"Alexander Canario","22842",672744
"Owen Caissie","CHC","OF",714.8499755859375,32.841,-14.251824170663866,-13.069801512508494,-3.2182705570722745,-9.193801086721118,-0.12729401380180944,-0.2508026953412397,-40.1117940361088,12.277191499022852,-26.83460253708595,"Owen Caissie","sa3014465",683357
