player_name,zips_auction_value,steamer-experimental_auction_value,batx_auction_value,steamer_auction_value
Jonathan India,0.6479093268231151,6.360606280666982,8.78790730070666,8.304001649524547
Ryan Jeffers,5.511289801421443,8.402642729965113,8.561625893551476,8.27790043088406
Corbin Burnes,29.37875081525684,10.244357194412354,4.306016330294572,8.17233300905751
Liam Hendriks,4.000728409544947,7.572971884534272,8.737311173401348,8.012196344771777
Nolan Arenado,1.0,6.273082694328376,-4.1493982465008905,7.962049135630618
Justin Steele,7.889601627100604,8.613594894622786,15.249965084671546,7.858679826432168
Cedric Mullins,2.6139724100213577,7.079858094750965,8.811105769633023,7.730243858367265
Bryan Abreu,11.857772461027723,8.164864775426345,6.4405208650026795,7.636490139189781
Xander Bogaerts,-4.998854512250924,5.70891462374911,7.538597245342001,7.614082639710226
Lane Thomas,6.6890682821491625,6.22105854250007,7.032904209400273,7.568244205634947
Alejandro Kirk,-5.207244575813973,7.122267860342185,3.5351534737890526,7.519386374086513
Nick Castellanos,4.637951061241775,5.832714770509648,8.372252381751622,7.465379296753455
Keibert Ruiz,-1.354472211788328,6.261821049350376,0.9339129910823752,7.398998945449272
Andrew Vaughn,1.0,6.211559438461465,13.65971714081032,7.381608924265401
Jeremiah Estrada,10.441097981525388,7.876950086650226,7.037171332928874,7.342860767287531
Pete Fairbanks,8.418695596442003,7.851562483620523,5.562596207315268,7.341698056492844
Kenley Jansen,6.18788664447455,7.725291208658516,7.535054179075058,7.2365691656275315
Alec Bohm,7.508504382959882,5.45273326651071,4.484764761329963,7.096969179118124
Grayson Rodriguez,4.629231479823954,6.454330815383867,6.027894083003264,6.920492235612854
Framber Valdez,13.212155593530378,8.6236966081135,10.794823124594783,6.913112150861406
Ryan McMahon,4.4762968685869335,5.204214249121743,6.04020913656754,6.891494674075486
Jasson Domínguez,2.100214997935124,6.599485584239523,4.562519840747843,6.882628967135094
Camilo Doval,6.845009930901789,7.34603993789464,5.503230305871701,6.8447967796747875
Luis Arraez,-3.9690726656487625,4.72804629529154,-3.942981379349878,6.813940132172296
Max Muncy,-18.7063275879556,6.205873308805378,-24.637907342364972,6.685753090994467
Max Muncy,-18.7063275879556,-23.617464430387916,-24.637907342364972,6.685753090994467
Max Muncy,3.731871935971325,6.205873308805378,9.47959102413341,6.685753090994467
Max Muncy,-18.7063275879556,-23.617464430387916,9.47959102413341,6.685753090994467
Max Muncy,3.731871935971325,6.205873308805378,-24.637907342364972,6.685753090994467
Max Muncy,3.731871935971325,-23.617464430387916,9.47959102413341,6.685753090994467
Max Muncy,3.731871935971325,-23.617464430387916,-24.637907342364972,6.685753090994467
Max Muncy,-18.7063275879556,6.205873308805378,9.47959102413341,6.685753090994467
Jack Flaherty,6.551918898639525,7.333375347133652,7.44646822072497,6.673508323744405
MacKenzie Gore,-6.868836611601982,7.602494294081746,-4.430075394298674,6.660236825183288
Zach Neto,13.526752332699107,8.201907956700106,6.679561807216721,6.6166685629826265
Aaron Nola,7.983944876050927,8.34943103454501,3.840975024011493,6.555602531335045
Orion Kerkering,11.507270646746294,7.019016714571018,9.026340149290949,6.545895347756671
David Bednar,9.990181996905651,6.845670688404643,3.354574810205977,6.4210413600714595
Logan Webb,14.26480531856146,8.291883321321432,10.415775013501449,6.3419104774151105
Gleyber Torres,2.116854553429929,4.21808272634529,4.829312024810074,6.311980610952632
Luis Rengifo,-9.430041285320394,5.092848338714788,-1.4331081849359704,6.296762166756062
Bo Naylor,4.816915591691941,5.998034295015817,2.2971667546500205,6.2264044549563256
Nathaniel Lowe,6.564285105664432,4.9732495286730085,0.7239722480097641,6.1844393714539745
Colton Cowser,10.606329668176262,5.460137534316898,11.572854528158828,6.060082346638928
Tanner Bibee,12.14228458334861,6.824017335803844,11.862379294421084,5.966844997334887
Fernando Cruz,7.807975516001102,6.383379687309147,1.669626880457849,5.941447194147067
Heliot Ramos,7.045381067331096,4.41862321828286,10.290109096715543,5.917890726775283
Max Scherzer,8.549722125098155,3.56594459319336,2.9390772523379196,5.905363284866184
Carlos Correa,4.322311094332593,6.340986642874528,8.231486119579294,5.813570587434344
Robbie Ray,-0.6131237572246573,5.787993579617037,2.623567094942271,5.71898904790039
Brock Stewart,,6.1370462149821225,-10.554362029318776,5.70424044539009
Iván Herrera,-2.061556393553395,6.195645413547444,4.802613149122731,5.650556883117251
Jason Adam,10.23955118127571,5.99126458007032,10.282480188229766,5.597058213504327
Rhys Hoskins,1.6384392270134098,5.214531939120121,7.355146182870067,5.572952021437393
Hunter Greene,18.46512409793444,6.182572632604553,3.2857070927538907,5.460916690219605
Matt Brash,6.611745884778281,5.854321289640938,4.031270428526497,5.426055000639526
Ben Joyce,1.378347644319727,5.742981220453006,3.187267386336597,5.343441051337133
Dylan Crews,1.9195229360485828,3.706554315215613,5.500499322044369,5.3234545963069095
Hunter Brown,1.8080190320955465,5.7338578603525185,6.649234903330558,5.303085893574463
Matt Wallner,12.359212421331844,5.222788628511983,7.398737660045125,5.291522011201297
Lucas Erceg,2.879575929346591,5.643589849734903,3.3752202532086004,5.271425167933051
Michael Toglia,6.7100502738834145,5.347166101881742,6.376743257459115,5.26512484479434
Brendan Donovan,1.0,3.4545108088237964,1.0,5.255027357430107
Keegan Akin,5.462633731814206,5.5894700268885185,4.522986863643599,5.227009557646244
Spencer Schwellenbach,10.205883351102704,5.874085087267002,11.919926188691983,5.186614387242584
Lourdes Gurriel Jr.,-2.138041807668575,4.195974404197769,7.071278126703951,5.17019251571159
Ezequiel Tovar,11.23308231544878,5.282258387137473,13.658639321919624,5.151835745137632
Sean Murphy,5.621495700517758,5.702231405836272,12.465180775431516,5.124745990031493
Danny Jansen,-4.1194741722977355,5.551667334717369,5.549190692968618,4.980153863316062
Spencer Steer,16.411123322176685,5.8829772401478015,10.830138192853116,4.963715523988673
Robert Garcia,6.902757572136933,5.133907342734685,5.825328963256099,4.7820233095605555
Joc Pederson,7.037428485907012,7.437853116405289,5.866790944868545,4.742471162652581
Luis García Jr.,1.1089161028857435,3.9858553763852806,4.089862765901682,4.543798076283082
Jordan Romano,7.989508853030475,4.800720538303882,1.9178315112495383,4.48957302734923
Bailey Ober,7.100421020787965,4.981228373487426,12.548581661433598,4.409467961967657
Daulton Varsho,2.7260213204205304,3.039854749619455,7.641297227331236,4.374884286271836
Bryson Stott,-2.0728376976157556,2.979484015850687,3.1272258474499517,4.311110116897359
Andrés Giménez,4.4098965070608624,2.141250133848609,3.5074697578381326,4.166070462906979
Nick Lodolo,-7.843988783959075,2.675885378502055,-4.652186856603955,4.032463525931736
Erik Miller,-2.037365428343546,4.345758337211853,4.934232776638163,4.019094935246058
Hunter Goodman,12.52015617340106,5.540630222982749,3.0568875538787506,3.975888865244288
Masyn Winn,1.0,3.9869996808445296,0.6745597867245798,3.9660217862231337
Kodai Senga,5.549833799312745,3.710165959118227,4.085731078427763,3.9618725358924336
Reynaldo López,12.827111305538638,4.944699738835864,-0.4681694165373165,3.91459492958937
Yimi García,0.3617367315512388,4.095660503223778,6.54348212034931,3.808285120552709
Nathan Eovaldi,-6.198300317411641,4.673164387890685,1.0,3.790980993027965
David Robertson,1.2004916394248295,4.070460906372442,4.076687341761376,3.75700957302026
Zack Gelof,1.85310014745874,1.6456954985485277,1.6668086125126882,3.7176581514092426
Josh Bell,-0.3690604697917066,2.7429704138422872,1.0,3.632308981145981
A.J. Minter,6.110389324509325,3.8150005848560022,6.3243147601753416,3.618794779703286
Cristopher Sánchez,-8.02907814770805,3.7771647033142575,0.5050123774145548,3.3266741862194205
Bryan Woo,9.40122394779944,2.1617265210699657,11.460575599988385,3.321961847926192
Kirby Yates,6.145918732063879,3.5070805063793156,7.7855783402524334,3.2554675074820767
Aaron Bummer,5.410245348889197,3.4358956764757993,4.620033879477308,3.170485895626334
Eugenio Suárez,4.144495187312549,1.6568836299469922,7.903075056239462,3.1686433935635563
Blake Treinen,8.706733000336895,3.367102236603888,3.684630026015171,3.123763582823476
Carlos Santana,-10.570521854298974,2.061140013834009,-5.9906846039345885,3.097879127298871
Nestor Cortes,12.78448138812635,1.566991875382337,7.486335498270744,3.0751692743220373
Kevin Gausman,4.103852971074014,4.784166721238925,-7.444155818984926,3.069213206849799
Bryce Miller,8.283150966973079,3.8669338158689888,10.498100355756344,2.9785394247136563
José Alvarado,2.7487998129206423,3.227624927271201,-1.043833263619383,2.977212922841354
Luke Weaver,-1.9300929778592928,3.1330426195514205,-2.2218610080637697,2.937480617521636
Shane Bieber,-0.5287275592322691,-1.4333507863743855,2.632044030659203,2.9020406090942963
Kyle Finnegan,0.0309411731313277,3.094977866960765,-3.204555888171246,2.899553106328684
Gerrit Cole,11.298069040473054,-3.1951910758267044,9.358010328071911,2.8194828718455156
Dustin May,-1.0959175946798705,2.8660604358505983,-2.535969510829318,2.692552316842752
Anthony Volpe,5.996465860511667,2.795024266420322,2.297710314809077,2.684593329414315
Christopher Morel,8.835564880457202,3.236042032580106,8.961468208546705,2.592162597231159
Gregory Santos,8.05997716684962,2.7565260863520504,0.0093093129513153,2.5469765397078428
Pierce Johnson,1.0670879880371251,2.574051963247052,-0.1392159439325335,2.381700699391596
Jeffrey Springs,1.0926027685129986,1.5010425899545137,-6.669431428442579,2.256289880907272
Michael Busch,7.761745275032864,1.706382431051238,4.371864718224991,2.242068427149312
Dylan Lee,7.5983450521503535,2.4195465188196454,4.39015422449053,2.236328430074149
Drew Rasmussen,11.140448858999893,-0.3130074928728936,5.300397532922959,2.195893369106642
Josh Jung,-13.317182617116377,1.0,-2.629887369818625,2.191610280829646
Kevin Ginkel,7.5222979694858765,2.3555839056897,0.3910473169128186,2.1750669007010326
Jake McCarthy,-1.3926013958277017,2.082760533504306,1.0,2.078687694250699
Nolan Schanuel,-2.1440581768720532,1.7736396156360694,-5.6341970452569035,1.9876583547462827
Tyler O'Neill,10.1194409440141,2.5611149689151387,11.729330716313235,1.976195534452759
Colt Keith,3.0575397363667607,1.0,-4.185130361005607,1.9544768060537308
Tommy Edman,-4.506749726513408,0.8572966071383106,4.081310696363538,1.9405176698330164
Alec Burleson,2.9819315776152626,2.283471102030882,-0.4317580097250764,1.8830191915005636
Reed Garrett,0.5028435370402236,1.8586224780949667,-4.116276522982723,1.8136470445538724
Garrett Whitlock,1.580020726081069,1.8709129842333816,0.7741707833313103,1.8125942027143875
Patrick Bailey,-6.771125882642861,0.1934204776175501,-2.5250469550354833,1.791262967757287
Dansby Swanson,3.283150498397314,1.657348577499001,13.287689052400497,1.7082937073360087
Kumar Rocker,-2.1534866363734486,-0.2711948461307378,7.849864415523688,1.698751321748086
Gregory Soto,1.0102580159181564,1.8568254906376855,-2.346909204492684,1.6961567569156912
Tyler Soderstrom,-11.22599014392867,1.8160676170141787,1.3004156887187963,1.6266326555878174
Ryan Mountcastle,-2.9142719010770453,1.9263554617636185,5.693601445732366,1.6174214344244202
Andrew Nardi,0.1783303108433221,1.7657287693558965,4.801773869333214,1.59115969382275
Will Vest,-0.0546913927706258,1.6664069149921428,-3.9088911147767993,1.5683067709726652
Evan Phillips,7.661835770545033,1.6628646876358164,3.496391322256095,1.4956572345365675
Ben Brown,0.2332846871035963,4.355656523182796,3.1381893677475112,1.4786056706828417
Calvin Faucher,-2.4037551456822808,1.5175331865868198,-4.208469461727583,1.4244649302469004
Jesús Luzardo,-6.782724087750424,1.0,-2.5700141787236923,1.3887342217822458
Alex Vesia,8.45346399386417,1.5077154391645653,6.617367436819586,1.3712210115826924
Jared Jones,0.1044753671912961,1.400776663845889,0.6480137696534449,1.335041700542526
Nick Mears,-2.2679818730295915,1.421953224778392,0.6588499768132314,1.2856046191839074
Pete Crow-Armstrong,7.584709188714143,1.0072777842264755,6.7229280056094085,1.277997003097523
Hunter Harvey,0.2484295014876666,1.3611992463672726,-2.876306137539606,1.241580251419475
Eury Pérez,0.3730644779200534,-3.671220792601596,3.440746554060021,1.215950539610092
Tylor Megill,-14.461443518510237,-3.856191730965024,-2.267950033047408,1.2070250504410422
Yuki Matsui,-1.5389889076497694,1.2848513431562578,3.787409783356763,1.155422418119584
Adrian Morejon,-1.4455529521322266,1.1871722324419247,0.3028758676605114,1.0761063532345854
Xavier Edwards,-10.4824633712137,1.1371911543975066,-0.0644025180009792,1.0170298299902685
Angel Perdomo,,1.1300060123862934,0.8313389412848549,1.0
Joey Bart,-6.5268583811375835,1.0,1.0,1.0
Ranger Suárez,-1.2333196300450775,1.0650308210861712,-4.006742087743613,1.0
Brice Turang,-2.351127387048412,-0.385852952673511,-4.297169727642884,1.0
Michael Conforto,-3.624662275698433,1.2650506953768244,1.936681682328918,1.0
LaMonte Wade Jr.,-13.121974885794549,1.0,-3.8662361101736495,1.0
Connor Norby,10.407227786303547,-0.9713415924662608,1.0,1.0
Jeremy Peña,-1.462213407635911,1.0,5.59627957061525,1.0
Seranthony Domínguez,-0.0912864507447366,1.0914508255032151,-1.3514809301334645,0.9980500061524246
Carlos Estévez,7.357871444497193,1.0558171639567744,0.260169459075648,0.9974064179655916
Cole Sands,3.113923610877159,1.0663872756255748,1.7579996695516469,0.9771108262087118
Garrett Cleavinger,-0.7499439478851038,1.0,-4.361479866015891,0.9062648356464984
Luis Campusano,-5.651452861808023,2.166321857249342,-5.12560474969719,0.8742075671244681
Mark Leiter Jr.,-2.1873150513707222,0.9614512766546738,-1.5664359614005048,0.860435584728924
Brandon Pfaadt,5.043906152581877,-1.1984977480316958,-0.1828745387309405,0.8551329937969432
Reid Detmers,-5.356293429337436,-3.0599794022722033,-2.677352857637264,0.8233829365932224
Dedniel Núñez,0.596354629992379,0.8530455764904566,3.206198898785963,0.8108176001430659
Bryan Hudson,3.2217512358195157,0.844318885735067,4.922296287043574,0.7502989206375257
Garrett Mitchell,-11.551059568912988,1.0,-2.503788639633106,0.641046200906551
Louis Varland,-12.435576173820296,2.5508381793988977,-5.918219493451531,0.5878605994218711
Tyler Holton,8.463475874562665,0.6172516156979371,5.830494008719452,0.5811173156987528
